ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.PublicarCurso	publicarcurso	1591031178102	 	3.3.1
REQUEST	117		IniciarSesion	1591031194982	1591031194986	OK	 
USER	PublicarCurso	158	START	1591031195052	1591031195052
REQUEST	158		Home	1591031195052	1591031195056	OK	 
REQUEST	15		IniciadoSesion	1591031194788	1591031195069	OK	 
REQUEST	15		IniciadoSesion Redirect 1	1591031195070	1591031195073	OK	 
REQUEST	118		IniciarSesion	1591031195078	1591031195081	OK	 
REQUEST	16		IniciadoSesion	1591031194868	1591031195145	OK	 
USER	PublicarCurso	159	START	1591031195147	1591031195147
REQUEST	16		IniciadoSesion Redirect 1	1591031195145	1591031195148	OK	 
REQUEST	159		Home	1591031195148	1591031195152	OK	 
REQUEST	119		IniciarSesion	1591031195159	1591031195162	OK	 
USER	PublicarCurso	160	START	1591031195249	1591031195249
REQUEST	160		Home	1591031195250	1591031195253	OK	 
REQUEST	17		IniciadoSesion	1591031194982	1591031195274	OK	 
REQUEST	120		IniciarSesion	1591031195270	1591031195274	OK	 
REQUEST	17		IniciadoSesion Redirect 1	1591031195274	1591031195277	OK	 
REQUEST	18		IniciadoSesion	1591031195078	1591031195351	OK	 
USER	PublicarCurso	161	START	1591031195351	1591031195351
REQUEST	18		IniciadoSesion Redirect 1	1591031195351	1591031195355	OK	 
REQUEST	161		Home	1591031195351	1591031195355	OK	 
REQUEST	121		IniciarSesion	1591031195362	1591031195365	OK	 
USER	PublicarCurso	162	START	1591031195443	1591031195443
REQUEST	162		Home	1591031195443	1591031195446	OK	 
REQUEST	122		IniciarSesion	1591031195458	1591031195461	OK	 
REQUEST	19		IniciadoSesion	1591031195181	1591031195471	OK	 
REQUEST	19		IniciadoSesion Redirect 1	1591031195471	1591031195475	OK	 
USER	PublicarCurso	163	START	1591031195538	1591031195538
REQUEST	163		Home	1591031195539	1591031195543	OK	 
REQUEST	20		IniciadoSesion	1591031195270	1591031195545	OK	 
REQUEST	20		IniciadoSesion Redirect 1	1591031195546	1591031195549	OK	 
REQUEST	123		IniciarSesion	1591031195572	1591031195575	OK	 
USER	PublicarCurso	164	START	1591031195641	1591031195641
REQUEST	164		Home	1591031195642	1591031195645	OK	 
REQUEST	21		IniciadoSesion	1591031195378	1591031195656	OK	 
REQUEST	21		IniciadoSesion Redirect 1	1591031195656	1591031195659	OK	 
REQUEST	124		IniciarSesion	1591031195662	1591031195666	OK	 
REQUEST	22		IniciadoSesion	1591031195458	1591031195730	OK	 
REQUEST	22		IniciadoSesion Redirect 1	1591031195731	1591031195733	OK	 
USER	PublicarCurso	165	START	1591031195743	1591031195743
REQUEST	165		Home	1591031195743	1591031195746	OK	 
REQUEST	125		IniciarSesion	1591031195758	1591031195761	OK	 
REQUEST	23		IniciadoSesion	1591031195561	1591031195836	OK	 
USER	PublicarCurso	166	START	1591031195838	1591031195838
REQUEST	23		IniciadoSesion Redirect 1	1591031195836	1591031195839	OK	 
REQUEST	166		Home	1591031195838	1591031195846	OK	 
REQUEST	126		IniciarSesion	1591031195859	1591031195862	OK	 
REQUEST	24		IniciadoSesion	1591031195662	1591031195937	OK	 
USER	PublicarCurso	167	START	1591031195939	1591031195939
REQUEST	24		IniciadoSesion Redirect 1	1591031195938	1591031195941	OK	 
REQUEST	167		Home	1591031195940	1591031195944	OK	 
REQUEST	127		IniciarSesion	1591031195960	1591031195963	OK	 
REQUEST	25		IniciadoSesion	1591031195758	1591031196038	OK	 
USER	PublicarCurso	168	START	1591031196040	1591031196040
REQUEST	25		IniciadoSesion Redirect 1	1591031196039	1591031196042	OK	 
REQUEST	168		Home	1591031196041	1591031196044	OK	 
REQUEST	128		IniciarSesion	1591031196062	1591031196066	OK	 
REQUEST	26		IniciadoSesion	1591031195859	1591031196138	OK	 
REQUEST	26		IniciadoSesion Redirect 1	1591031196138	1591031196141	OK	 
USER	PublicarCurso	169	START	1591031196142	1591031196142
REQUEST	169		Home	1591031196142	1591031196146	OK	 
REQUEST	129		IniciarSesion	1591031196157	1591031196160	OK	 
USER	PublicarCurso	170	START	1591031196238	1591031196238
REQUEST	170		Home	1591031196238	1591031196242	OK	 
REQUEST	130		IniciarSesion	1591031196249	1591031196253	OK	 
REQUEST	27		IniciadoSesion	1591031195972	1591031196254	OK	 
REQUEST	27		IniciadoSesion Redirect 1	1591031196254	1591031196258	OK	 
USER	PublicarCurso	171	START	1591031196340	1591031196340
REQUEST	28		IniciadoSesion	1591031196062	1591031196340	OK	 
REQUEST	171		Home	1591031196341	1591031196344	OK	 
REQUEST	28		IniciadoSesion Redirect 1	1591031196341	1591031196344	OK	 
REQUEST	131		IniciarSesion	1591031196361	1591031196365	OK	 
REQUEST	29		IniciadoSesion	1591031196168	1591031196448	OK	 
REQUEST	29		IniciadoSesion Redirect 1	1591031196448	1591031196451	OK	 
USER	PublicarCurso	172	START	1591031196453	1591031196453
REQUEST	172		Home	1591031196453	1591031196456	OK	 
REQUEST	132		IniciarSesion	1591031196458	1591031196461	OK	 
REQUEST	30		IniciadoSesion	1591031196260	1591031196532	OK	 
REQUEST	30		IniciadoSesion Redirect 1	1591031196533	1591031196535	OK	 
USER	PublicarCurso	173	START	1591031196549	1591031196549
REQUEST	173		Home	1591031196549	1591031196552	OK	 
REQUEST	133		IniciarSesion	1591031196560	1591031196564	OK	 
REQUEST	31		IniciadoSesion	1591031196361	1591031196632	OK	 
REQUEST	31		IniciadoSesion Redirect 1	1591031196633	1591031196636	OK	 
USER	PublicarCurso	174	START	1591031196650	1591031196650
REQUEST	174		Home	1591031196651	1591031196655	OK	 
REQUEST	134		IniciarSesion	1591031196662	1591031196664	OK	 
REQUEST	32		IniciadoSesion	1591031196458	1591031196729	OK	 
REQUEST	32		IniciadoSesion Redirect 1	1591031196729	1591031196732	OK	 
USER	PublicarCurso	175	START	1591031196753	1591031196753
REQUEST	175		Home	1591031196753	1591031196757	OK	 
REQUEST	135		IniciarSesion	1591031196753	1591031196757	OK	 
REQUEST	33		IniciadoSesion	1591031196560	1591031196841	OK	 
REQUEST	33		IniciadoSesion Redirect 1	1591031196842	1591031196845	OK	 
USER	PublicarCurso	176	START	1591031196849	1591031196849
REQUEST	176		Home	1591031196849	1591031196853	OK	 
REQUEST	136		IniciarSesion	1591031196849	1591031196853	OK	 
USER	PublicarCurso	177	START	1591031196950	1591031196950
REQUEST	34		IniciadoSesion	1591031196673	1591031196950	OK	 
REQUEST	177		Home	1591031196950	1591031196954	OK	 
REQUEST	34		IniciadoSesion Redirect 1	1591031196951	1591031196954	OK	 
REQUEST	137		IniciarSesion	1591031196950	1591031196954	OK	 
REQUEST	35		IniciadoSesion	1591031196768	1591031197042	OK	 
REQUEST	35		IniciadoSesion Redirect 1	1591031197043	1591031197046	OK	 
USER	PublicarCurso	178	START	1591031197051	1591031197051
REQUEST	138		IniciarSesion	1591031197052	1591031197055	OK	 
REQUEST	178		Home	1591031197052	1591031197055	OK	 
REQUEST	36		IniciadoSesion	1591031196870	1591031197151	OK	 
USER	PublicarCurso	179	START	1591031197153	1591031197153
REQUEST	36		IniciadoSesion Redirect 1	1591031197152	1591031197155	OK	 
REQUEST	179		Home	1591031197153	1591031197157	OK	 
REQUEST	139		IniciarSesion	1591031197153	1591031197158	OK	 
USER	PublicarCurso	180	START	1591031197247	1591031197247
REQUEST	180		Home	1591031197248	1591031197251	OK	 
REQUEST	140		IniciarSesion	1591031197248	1591031197251	OK	 
REQUEST	37		IniciadoSesion	1591031196983	1591031197266	OK	 
REQUEST	37		IniciadoSesion Redirect 1	1591031197267	1591031197269	OK	 
USER	PublicarCurso	181	START	1591031197350	1591031197350
REQUEST	181		Home	1591031197350	1591031197353	OK	 
REQUEST	141		IniciarSesion	1591031197350	1591031197353	OK	 
REQUEST	38		IniciadoSesion	1591031197073	1591031197364	OK	 
REQUEST	38		IniciadoSesion Redirect 1	1591031197364	1591031197367	OK	 
REQUEST	39		IniciadoSesion	1591031197168	1591031197445	OK	 
REQUEST	39		IniciadoSesion Redirect 1	1591031197446	1591031197449	OK	 
USER	PublicarCurso	182	START	1591031197451	1591031197451
REQUEST	182		Home	1591031197452	1591031197455	OK	 
REQUEST	142		IniciarSesion	1591031197473	1591031197476	OK	 
REQUEST	40		IniciadoSesion	1591031197269	1591031197544	OK	 
REQUEST	40		IniciadoSesion Redirect 1	1591031197545	1591031197547	OK	 
USER	PublicarCurso	183	START	1591031197547	1591031197547
REQUEST	183		Home	1591031197548	1591031197551	OK	 
REQUEST	143		IniciarSesion	1591031197568	1591031197571	OK	 
USER	PublicarCurso	184	START	1591031197649	1591031197649
REQUEST	41		IniciadoSesion	1591031197372	1591031197649	OK	 
REQUEST	41		IniciadoSesion Redirect 1	1591031197650	1591031197653	OK	 
REQUEST	184		Home	1591031197649	1591031197653	OK	 
REQUEST	144		IniciarSesion	1591031197671	1591031197675	OK	 
REQUEST	42		IniciadoSesion	1591031197463	1591031197737	OK	 
REQUEST	42		IniciadoSesion Redirect 1	1591031197737	1591031197740	OK	 
USER	PublicarCurso	185	START	1591031197751	1591031197751
REQUEST	185		Home	1591031197752	1591031197755	OK	 
REQUEST	145		IniciarSesion	1591031197768	1591031197770	OK	 
REQUEST	43		IniciadoSesion	1591031197558	1591031197842	OK	 
REQUEST	43		IniciadoSesion Redirect 1	1591031197842	1591031197845	OK	 
USER	PublicarCurso	186	START	1591031197852	1591031197852
REQUEST	186		Home	1591031197853	1591031197856	OK	 
REQUEST	146		IniciarSesion	1591031197868	1591031197871	OK	 
REQUEST	44		IniciadoSesion	1591031197660	1591031197941	OK	 
REQUEST	44		IniciadoSesion Redirect 1	1591031197942	1591031197946	OK	 
USER	PublicarCurso	187	START	1591031197948	1591031197948
REQUEST	187		Home	1591031197948	1591031197951	OK	 
REQUEST	147		IniciarSesion	1591031197970	1591031197974	OK	 
REQUEST	45		IniciadoSesion	1591031197763	1591031198040	OK	 
REQUEST	45		IniciadoSesion Redirect 1	1591031198040	1591031198043	OK	 
USER	PublicarCurso	188	START	1591031198050	1591031198050
REQUEST	188		Home	1591031198050	1591031198053	OK	 
REQUEST	148		IniciarSesion	1591031198083	1591031198087	OK	 
REQUEST	46		IniciadoSesion	1591031197863	1591031198134	OK	 
REQUEST	46		IniciadoSesion Redirect 1	1591031198134	1591031198138	OK	 
USER	PublicarCurso	189	START	1591031198151	1591031198151
REQUEST	189		Home	1591031198152	1591031198156	OK	 
REQUEST	149		IniciarSesion	1591031198168	1591031198171	OK	 
REQUEST	47		IniciadoSesion	1591031197959	1591031198231	OK	 
REQUEST	47		IniciadoSesion Redirect 1	1591031198231	1591031198234	OK	 
REQUEST	150		IniciarSesion	1591031198268	1591031198271	OK	 
USER	PublicarCurso	190	START	1591031198252	1591031198252
REQUEST	190		Home	1591031198288	1591031198301	OK	 
REQUEST	48		IniciadoSesion	1591031198061	1591031198344	OK	 
REQUEST	48		IniciadoSesion Redirect 1	1591031198344	1591031198347	OK	 
USER	PublicarCurso	191	START	1591031198347	1591031198347
REQUEST	191		Home	1591031198348	1591031198351	OK	 
REQUEST	151		IniciarSesion	1591031198368	1591031198372	OK	 
USER	PublicarCurso	192	START	1591031198437	1591031198437
REQUEST	192		Home	1591031198438	1591031198441	OK	 
REQUEST	49		IniciadoSesion	1591031198163	1591031198444	OK	 
REQUEST	49		IniciadoSesion Redirect 1	1591031198444	1591031198446	OK	 
REQUEST	152		IniciarSesion	1591031198470	1591031198473	OK	 
USER	PublicarCurso	193	START	1591031198538	1591031198538
REQUEST	193		Home	1591031198539	1591031198542	OK	 
REQUEST	50		IniciadoSesion	1591031198253	1591031198551	OK	 
REQUEST	50		IniciadoSesion Redirect 1	1591031198551	1591031198554	OK	 
REQUEST	153		IniciarSesion	1591031198571	1591031198574	OK	 
USER	PublicarCurso	194	START	1591031198640	1591031198640
REQUEST	194		Home	1591031198641	1591031198644	OK	 
REQUEST	51		IniciadoSesion	1591031198368	1591031198647	OK	 
REQUEST	51		IniciadoSesion Redirect 1	1591031198647	1591031198650	OK	 
REQUEST	154		IniciarSesion	1591031198673	1591031198677	OK	 
USER	PublicarCurso	195	START	1591031198742	1591031198742
REQUEST	195		Home	1591031198742	1591031198746	OK	 
REQUEST	52		IniciadoSesion	1591031198481	1591031198759	OK	 
REQUEST	52		IniciadoSesion Redirect 1	1591031198759	1591031198762	OK	 
REQUEST	155		IniciarSesion	1591031198767	1591031198770	OK	 
USER	PublicarCurso	196	START	1591031198837	1591031198837
REQUEST	196		Home	1591031198838	1591031198841	OK	 
REQUEST	53		IniciadoSesion	1591031198583	1591031198856	OK	 
REQUEST	53		IniciadoSesion Redirect 1	1591031198857	1591031198860	OK	 
REQUEST	156		IniciarSesion	1591031198880	1591031198883	OK	 
USER	PublicarCurso	197	START	1591031198938	1591031198938
REQUEST	197		Home	1591031198939	1591031198942	OK	 
REQUEST	54		IniciadoSesion	1591031198678	1591031198958	OK	 
REQUEST	54		IniciadoSesion Redirect 1	1591031198958	1591031198961	OK	 
REQUEST	157		IniciarSesion	1591031198970	1591031198973	OK	 
USER	PublicarCurso	198	START	1591031199040	1591031199040
REQUEST	198		Home	1591031199040	1591031199044	OK	 
REQUEST	55		IniciadoSesion	1591031198778	1591031199051	OK	 
REQUEST	55		IniciadoSesion Redirect 1	1591031199052	1591031199054	OK	 
REQUEST	158		IniciarSesion	1591031199072	1591031199076	OK	 
USER	PublicarCurso	199	START	1591031199141	1591031199141
REQUEST	199		Home	1591031199141	1591031199145	OK	 
REQUEST	159		IniciarSesion	1591031199167	1591031199171	OK	 
REQUEST	56		IniciadoSesion	1591031198891	1591031199171	OK	 
REQUEST	56		IniciadoSesion Redirect 1	1591031199171	1591031199174	OK	 
USER	PublicarCurso	200	START	1591031199237	1591031199237
REQUEST	200		Home	1591031199238	1591031199241	OK	 
REQUEST	57		IniciadoSesion	1591031198981	1591031199260	OK	 
REQUEST	57		IniciadoSesion Redirect 1	1591031199261	1591031199263	OK	 
REQUEST	160		IniciarSesion	1591031199269	1591031199271	OK	 
USER	PublicarCurso	201	START	1591031199338	1591031199338
REQUEST	201		Home	1591031199339	1591031199343	OK	 
REQUEST	58		IniciadoSesion	1591031199083	1591031199370	OK	 
REQUEST	58		IniciadoSesion Redirect 1	1591031199371	1591031199373	OK	 
REQUEST	161		IniciarSesion	1591031199371	1591031199375	OK	 
REQUEST	59		IniciadoSesion	1591031199168	1591031199441	OK	 
REQUEST	59		IniciadoSesion Redirect 1	1591031199442	1591031199444	OK	 
USER	PublicarCurso	202	START	1591031199452	1591031199452
REQUEST	162		IniciarSesion	1591031199452	1591031199455	OK	 
REQUEST	202		Home	1591031199452	1591031199456	OK	 
USER	PublicarCurso	203	START	1591031199548	1591031199548
REQUEST	203		Home	1591031199548	1591031199552	OK	 
REQUEST	163		IniciarSesion	1591031199559	1591031199562	OK	 
REQUEST	60		IniciadoSesion	1591031199280	1591031199566	OK	 
REQUEST	60		IniciadoSesion Redirect 1	1591031199566	1591031199569	OK	 
USER	PublicarCurso	204	START	1591031199650	1591031199650
REQUEST	204		Home	1591031199651	1591031199654	OK	 
REQUEST	164		IniciarSesion	1591031199662	1591031199665	OK	 
REQUEST	61		IniciadoSesion	1591031199382	1591031199684	OK	 
REQUEST	61		IniciadoSesion Redirect 1	1591031199685	1591031199688	OK	 
REQUEST	1		CrearCertificado	1591031199688	1591031199692	OK	 
USER	PublicarCurso	205	START	1591031199753	1591031199753
REQUEST	165		IniciarSesion	1591031199753	1591031199757	OK	 
REQUEST	205		Home	1591031199753	1591031199761	OK	 
REQUEST	2		CrearCertificado	1591031199758	1591031199762	OK	 
REQUEST	62		IniciadoSesion	1591031199478	1591031199773	OK	 
REQUEST	62		IniciadoSesion Redirect 1	1591031199773	1591031199777	OK	 
USER	PublicarCurso	206	START	1591031199850	1591031199850
REQUEST	206		Home	1591031199850	1591031199855	OK	 
REQUEST	166		IniciarSesion	1591031199861	1591031199865	OK	 
REQUEST	63		IniciadoSesion	1591031199581	1591031199884	OK	 
REQUEST	63		IniciadoSesion Redirect 1	1591031199884	1591031199888	OK	 
REQUEST	3		CrearCertificado	1591031199883	1591031199887	OK	 
USER	PublicarCurso	207	START	1591031199947	1591031199947
REQUEST	207		Home	1591031199948	1591031199952	OK	 
REQUEST	167		IniciarSesion	1591031199958	1591031199961	OK	 
REQUEST	4		CrearCertificado	1591031199980	1591031199983	OK	 
REQUEST	64		IniciadoSesion	1591031199684	1591031200012	OK	 
REQUEST	64		IniciadoSesion Redirect 1	1591031200012	1591031200015	OK	 
USER	PublicarCurso	208	START	1591031200049	1591031200049
REQUEST	208		Home	1591031200050	1591031200053	OK	 
REQUEST	168		IniciarSesion	1591031200061	1591031200065	OK	 
REQUEST	5		CrearCertificado	1591031200072	1591031200075	OK	 
REQUEST	65		IniciadoSesion	1591031199770	1591031200084	OK	 
REQUEST	65		IniciadoSesion Redirect 1	1591031200085	1591031200087	OK	 
USER	PublicarCurso	209	START	1591031200151	1591031200151
REQUEST	209		Home	1591031200151	1591031200155	OK	 
REQUEST	169		IniciarSesion	1591031200162	1591031200165	OK	 
REQUEST	66		IniciadoSesion	1591031199872	1591031200167	OK	 
REQUEST	66		IniciadoSesion Redirect 1	1591031200167	1591031200169	OK	 
REQUEST	6		CrearCertificado	1591031200178	1591031200181	OK	 
REQUEST	67		IniciadoSesion	1591031199969	1591031200249	OK	 
REQUEST	67		IniciadoSesion Redirect 1	1591031200249	1591031200252	OK	 
USER	PublicarCurso	210	START	1591031200253	1591031200253
REQUEST	210		Home	1591031200253	1591031200257	OK	 
REQUEST	170		IniciarSesion	1591031200258	1591031200261	OK	 
REQUEST	7		CrearCertificado	1591031200258	1591031200261	OK	 
REQUEST	68		IniciadoSesion	1591031200061	1591031200333	OK	 
REQUEST	68		IniciadoSesion Redirect 1	1591031200334	1591031200338	OK	 
USER	PublicarCurso	211	START	1591031200348	1591031200348
REQUEST	211		Home	1591031200348	1591031200351	OK	 
REQUEST	171		IniciarSesion	1591031200359	1591031200362	OK	 
REQUEST	8		CrearCertificado	1591031200392	1591031200395	OK	 
REQUEST	69		IniciadoSesion	1591031200178	1591031200447	OK	 
USER	PublicarCurso	212	START	1591031200450	1591031200450
REQUEST	69		IniciadoSesion Redirect 1	1591031200448	1591031200451	OK	 
REQUEST	212		Home	1591031200451	1591031200454	OK	 
REQUEST	172		IniciarSesion	1591031200460	1591031200463	OK	 
REQUEST	9		CrearCertificado	1591031200471	1591031200474	OK	 
REQUEST	70		IniciadoSesion	1591031200268	1591031200540	OK	 
REQUEST	70		IniciadoSesion Redirect 1	1591031200540	1591031200542	OK	 
USER	PublicarCurso	213	START	1591031200552	1591031200552
REQUEST	213		Home	1591031200552	1591031200555	OK	 
REQUEST	173		IniciarSesion	1591031200567	1591031200571	OK	 
REQUEST	10		CrearCertificado	1591031200588	1591031200591	OK	 
USER	PublicarCurso	214	START	1591031200647	1591031200647
REQUEST	214		Home	1591031200648	1591031200651	OK	 
REQUEST	71		IniciadoSesion	1591031200381	1591031200655	OK	 
REQUEST	71		IniciadoSesion Redirect 1	1591031200655	1591031200658	OK	 
REQUEST	174		IniciarSesion	1591031200669	1591031200672	OK	 
REQUEST	11		CrearCertificado	1591031200680	1591031200683	OK	 
USER	PublicarCurso	215	START	1591031200749	1591031200749
REQUEST	215		Home	1591031200750	1591031200754	OK	 
REQUEST	72		IniciadoSesion	1591031200482	1591031200756	OK	 
REQUEST	72		IniciadoSesion Redirect 1	1591031200756	1591031200759	OK	 
REQUEST	175		IniciarSesion	1591031200783	1591031200786	OK	 
REQUEST	12		CrearCertificado	1591031200788	1591031200791	OK	 
USER	PublicarCurso	216	START	1591031200852	1591031200852
REQUEST	216		Home	1591031200853	1591031200856	OK	 
REQUEST	73		IniciadoSesion	1591031200578	1591031200860	OK	 
REQUEST	73		IniciadoSesion Redirect 1	1591031200861	1591031200863	OK	 
REQUEST	176		IniciarSesion	1591031200867	1591031200871	OK	 
REQUEST	13		CrearCertificado	1591031200900	1591031200904	OK	 
USER	PublicarCurso	217	START	1591031200947	1591031200947
REQUEST	217		Home	1591031200948	1591031200951	OK	 
REQUEST	74		IniciadoSesion	1591031200691	1591031200969	OK	 
REQUEST	74		IniciadoSesion Redirect 1	1591031200969	1591031200974	OK	 
REQUEST	14		CrearCertificado	1591031200969	1591031200974	OK	 
REQUEST	177		IniciarSesion	1591031200969	1591031200975	OK	 
REQUEST	75		IniciadoSesion	1591031200772	1591031201046	OK	 
REQUEST	75		IniciadoSesion Redirect 1	1591031201046	1591031201049	OK	 
USER	PublicarCurso	218	START	1591031201049	1591031201049
REQUEST	218		Home	1591031201049	1591031201053	OK	 
REQUEST	15		CrearCertificado	1591031201070	1591031201073	OK	 
REQUEST	178		IniciarSesion	1591031201070	1591031201073	OK	 
USER	PublicarCurso	219	START	1591031201149	1591031201149
REQUEST	219		Home	1591031201150	1591031201153	OK	 
REQUEST	76		IniciadoSesion	1591031200868	1591031201154	OK	 
REQUEST	76		IniciadoSesion Redirect 1	1591031201154	1591031201157	OK	 
REQUEST	16		CrearCertificado	1591031201171	1591031201174	OK	 
REQUEST	179		IniciarSesion	1591031201171	1591031201174	OK	 
