ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios	dosescenarios	1590969808337	 	3.3.1
REQUEST	54		CerradoSesion	1590969890982	1590969890985	OK	 
REQUEST	389		Inscrito	1590969890795	1590969890986	OK	 
REQUEST	1058		Home	1590969890762	1590969890987	OK	 
REQUEST	38		CerradoSesion Redirect 1	1590969890830	1590969890987	OK	 
USER	Inscribirse	38	END	1590969811825	1590969890988
REQUEST	1059		Home	1590969890926	1590969890992	OK	 
REQUEST	364		Inscrito	1590969890601	1590969891000	OK	 
REQUEST	242		CerradoSesion Redirect 1	1590969890699	1590969891001	OK	 
REQUEST	391		Inscrito	1590969890762	1590969891001	OK	 
USER	Listado	242	END	1590969828252	1590969891002
REQUEST	241		CerradoSesion Redirect 1	1590969890756	1590969891014	OK	 
REQUEST	51		CerradoSesion Redirect 1	1590969890848	1590969891014	OK	 
USER	Listado	241	END	1590969828102	1590969891015
USER	Inscribirse	51	END	1590969812897	1590969891015
REQUEST	547		VerCursos	1590969890795	1590969891015	OK	 
REQUEST	541		VerCursos	1590969890853	1590969891016	OK	 
REQUEST	39		CerradoSesion Redirect 1	1590969890829	1590969891016	OK	 
USER	Inscribirse	39	END	1590969811967	1590969891017
REQUEST	53		CerradoSesion Redirect 1	1590969890805	1590969891017	OK	 
USER	Inscribirse	53	END	1590969813226	1590969891018
REQUEST	669		IniciadoOwner Redirect 1	1590969890902	1590969891020	OK	 
REQUEST	181		CerrarSesion	1590969890835	1590969891020	OK	 
REQUEST	973		IniciarSesion	1590969890927	1590969891024	OK	 
REQUEST	679		IniciadoOwner Redirect 1	1590969890854	1590969891026	OK	 
REQUEST	172		CerrarSesion	1590969890849	1590969891027	OK	 
REQUEST	54		CerradoSesion Redirect 1	1590969890985	1590969891031	OK	 
REQUEST	255		CerradoSesion	1590969891002	1590969891031	OK	 
USER	Inscribirse	54	END	1590969813392	1590969891032
REQUEST	251		CerradoSesion Redirect 1	1590969890969	1590969891035	OK	 
REQUEST	42		CerradoSesion Redirect 1	1590969890969	1590969891035	OK	 
REQUEST	1065		Home	1590969890926	1590969891035	OK	 
REQUEST	675		IniciadoOwner Redirect 1	1590969890945	1590969891041	OK	 
REQUEST	255		CerradoSesion Redirect 1	1590969891032	1590969891041	OK	 
REQUEST	974		IniciarSesion	1590969890954	1590969891041	OK	 
USER	Inscribirse	42	END	1590969812395	1590969891042
USER	Listado	255	END	1590969829224	1590969891042
USER	Listado	251	END	1590969828557	1590969891043
REQUEST	253		CerradoSesion	1590969891046	1590969891047	OK	 
REQUEST	253		CerradoSesion Redirect 1	1590969891047	1590969891052	OK	 
USER	Listado	253	END	1590969828894	1590969891053
REQUEST	978		IniciarSesion	1590969891047	1590969891053	OK	 
REQUEST	971		IniciarSesion	1590969891046	1590969891053	OK	 
REQUEST	970		IniciarSesion	1590969891046	1590969891053	OK	 
REQUEST	987		IniciarSesion	1590969891063	1590969891068	OK	 
USER	Listado	1060	START	1590969891074	1590969891074
USER	Inscribirse	1066	START	1590969891074	1590969891074
REQUEST	1060		Home	1590969891074	1590969891080	OK	 
REQUEST	1066		Home	1590969891074	1590969891080	OK	 
REQUEST	183		CerrarSesion	1590969891107	1590969891112	OK	 
USER	Inscribirse	1067	START	1590969891251	1590969891251
USER	Listado	1061	START	1590969891251	1590969891251
REQUEST	1067		Home	1590969891251	1590969891274	OK	 
REQUEST	1061		Home	1590969891251	1590969891274	OK	 
REQUEST	62		CerradoSesion	1590969891319	1590969891351	OK	 
REQUEST	182		CerrarSesion	1590969891283	1590969891351	OK	 
REQUEST	979		IniciarSesion	1590969891319	1590969891397	OK	 
REQUEST	981		IniciarSesion	1590969891350	1590969891397	OK	 
REQUEST	980		IniciarSesion	1590969891350	1590969891397	OK	 
REQUEST	681		IniciadoOwner	1590969890493	1590969891397	OK	 
REQUEST	62		CerradoSesion Redirect 1	1590969891351	1590969891402	OK	 
USER	Inscribirse	62	END	1590969813534	1590969891402
REQUEST	681		IniciadoOwner Redirect 1	1590969891397	1590969891403	OK	 
USER	Inscribirse	1068	START	1590969891439	1590969891439
USER	Listado	1062	START	1590969891439	1590969891439
REQUEST	986		IniciarSesion	1590969891437	1590969891454	OK	 
USER	Inscribirse	1076	START	1590969891534	1590969891534
USER	Listado	1069	START	1590969891534	1590969891534
USER	Listado	1070	START	1590969891677	1590969891677
USER	Inscribirse	1077	START	1590969891678	1590969891678
USER	Listado	1071	START	1590969891805	1590969891805
USER	Inscribirse	1078	START	1590969891805	1590969891805
USER	Listado	1072	START	1590969891952	1590969891952
USER	Inscribirse	1079	START	1590969891952	1590969891952
REQUEST	682		IniciadoOwner	1590969890657	1590969891960	OK	 
REQUEST	65		CerradoSesion	1590969891856	1590969891960	OK	 
REQUEST	384		CerrarSesion	1590969891439	1590969891962	OK	 
REQUEST	684		IniciadoOwner	1590969891152	1590969891964	OK	 
REQUEST	682		IniciadoOwner Redirect 1	1590969891960	1590969891967	OK	 
REQUEST	65		CerradoSesion Redirect 1	1590969891960	1590969891968	OK	 
USER	Inscribirse	65	END	1590969813963	1590969891968
REQUEST	684		IniciadoOwner Redirect 1	1590969891964	1590969891973	OK	 
REQUEST	387		Inscrito	1590969891439	1590969891983	OK	 
REQUEST	1070		Home	1590969891677	1590969892004	OK	 
REQUEST	192		CerrarSesion	1590969891658	1590969892004	OK	 
REQUEST	1077		Home	1590969891678	1590969892009	OK	 
REQUEST	540		VerCursos	1590969891658	1590969892015	OK	 
REQUEST	197		CerrarSesion	1590969892014	1590969892019	OK	 
REQUEST	404		Inscrito	1590969891779	1590969892027	OK	 
REQUEST	701		IniciadoOwner	1590969891251	1590969892035	OK	 
REQUEST	66		CerradoSesion	1590969892031	1590969892036	OK	 
REQUEST	701		IniciadoOwner Redirect 1	1590969892035	1590969892040	OK	 
REQUEST	66		CerradoSesion Redirect 1	1590969892036	1590969892044	OK	 
USER	Inscribirse	66	END	1590969814107	1590969892045
REQUEST	196		CerrarSesion	1590969891779	1590969892075	OK	 
REQUEST	680		IniciadoOwner	1590969890622	1590969892094	OK	 
REQUEST	700		IniciadoOwner	1590969891152	1590969892094	OK	 
USER	Listado	1073	START	1590969892094	1590969892094
USER	Inscribirse	1080	START	1590969892094	1590969892094
REQUEST	553		VerCursos	1590969891677	1590969892099	OK	 
REQUEST	683		IniciadoOwner	1590969890657	1590969892099	OK	 
REQUEST	393		CerrarSesion	1590969891930	1590969892099	OK	 
REQUEST	1078		Home	1590969891806	1590969892101	OK	 
REQUEST	268		CerradoSesion	1590969891805	1590969892101	OK	 
REQUEST	687		IniciadoOwner	1590969890646	1590969892106	OK	 
REQUEST	1072		Home	1590969891952	1590969892108	OK	 
REQUEST	1079		Home	1590969891952	1590969892109	OK	 
REQUEST	401		Inscrito	1590969891489	1590969892110	OK	 
REQUEST	402		Inscrito	1590969891704	1590969892138	OK	 
REQUEST	256		CerradoSesion	1590969891704	1590969892138	OK	 
REQUEST	569		VerCursos	1590969891805	1590969892139	OK	 
REQUEST	550		VerCursos	1590969891739	1590969892139	OK	 
REQUEST	267		CerradoSesion	1590969891839	1590969892139	OK	 
REQUEST	381		CerrarSesion	1590969891805	1590969892140	OK	 
REQUEST	269		CerradoSesion	1590969891952	1590969892141	OK	 
REQUEST	558		VerCursos	1590969891805	1590969892153	OK	 
REQUEST	689		IniciadoOwner	1590969890657	1590969892154	OK	 
REQUEST	266		CerradoSesion	1590969891805	1590969892154	OK	 
REQUEST	63		CerradoSesion	1590969891839	1590969892155	OK	 
REQUEST	688		IniciadoOwner	1590969890835	1590969892155	OK	 
REQUEST	1068		Home	1590969891439	1590969892155	OK	 
REQUEST	1062		Home	1590969891439	1590969892157	OK	 
REQUEST	1071		Home	1590969891805	1590969892157	OK	 
REQUEST	556		VerCursos	1590969891779	1590969892158	OK	 
REQUEST	982		IniciarSesion	1590969891534	1590969892157	OK	 
REQUEST	385		CerrarSesion	1590969891488	1590969892163	OK	 
REQUEST	552		VerCursos	1590969892134	1590969892171	OK	 
REQUEST	254		CerradoSesion	1590969891601	1590969892172	OK	 
REQUEST	683		IniciadoOwner Redirect 1	1590969892099	1590969892180	OK	 
REQUEST	256		CerradoSesion Redirect 1	1590969892138	1590969892183	OK	 
REQUEST	395		CerrarSesion	1590969891805	1590969892183	OK	 
USER	Listado	256	END	1590969829393	1590969892183
REQUEST	277		CerradoSesion	1590969892094	1590969892193	OK	 
REQUEST	194		CerrarSesion	1590969891880	1590969892203	OK	 
REQUEST	700		IniciadoOwner Redirect 1	1590969892094	1590969892204	OK	 
REQUEST	394		CerrarSesion	1590969891779	1590969892208	OK	 
REQUEST	264		CerradoSesion	1590969891779	1590969892209	OK	 
REQUEST	559		VerCursos	1590969891984	1590969892209	OK	 
REQUEST	397		CerrarSesion	1590969891779	1590969892209	OK	 
REQUEST	396		CerrarSesion	1590969891739	1590969892209	OK	 
REQUEST	268		CerradoSesion Redirect 1	1590969892101	1590969892218	OK	 
USER	Listado	268	END	1590969830255	1590969892219
REQUEST	405		Inscrito	1590969891755	1590969892222	OK	 
REQUEST	689		IniciadoOwner Redirect 1	1590969892154	1590969892224	OK	 
REQUEST	386		CerrarSesion	1590969891906	1590969892225	OK	 
REQUEST	400		Inscrito	1590969891534	1590969892227	OK	 
REQUEST	184		CerrarSesion	1590969891906	1590969892227	OK	 
REQUEST	269		CerradoSesion Redirect 1	1590969892141	1590969892232	OK	 
REQUEST	554		VerCursos	1590969891856	1590969892233	OK	 
USER	Listado	269	END	1590969830397	1590969892233
REQUEST	263		CerradoSesion	1590969892146	1590969892236	OK	 
REQUEST	265		CerradoSesion	1590969892146	1590969892238	OK	 
REQUEST	403		Inscrito	1590969891906	1590969892238	OK	 
REQUEST	560		VerCursos	1590969891839	1590969892238	OK	 
REQUEST	1073		Home	1590969892094	1590969892239	OK	 
REQUEST	693		IniciadoOwner	1590969891350	1590969892240	OK	 
REQUEST	1080		Home	1590969892094	1590969892242	OK	 
REQUEST	989		IniciarSesion	1590969891488	1590969892241	OK	 
REQUEST	1069		Home	1590969891534	1590969892242	OK	 
REQUEST	390		Inscrito	1590969891488	1590969892243	OK	 
REQUEST	1076		Home	1590969891534	1590969892244	OK	 
USER	Listado	1074	START	1590969892282	1590969892282
USER	Inscribirse	1081	START	1590969892282	1590969892282
REQUEST	382		CerrarSesion	1590969891488	1590969892296	OK	 
REQUEST	551		VerCursos	1590969891983	1590969892297	OK	 
REQUEST	555		VerCursos	1590969891856	1590969892297	OK	 
REQUEST	687		IniciadoOwner Redirect 1	1590969892106	1590969892300	OK	 
REQUEST	549		VerCursos	1590969891839	1590969892301	OK	 
REQUEST	266		CerradoSesion Redirect 1	1590969892154	1590969892301	OK	 
REQUEST	193		CerrarSesion	1590969891738	1590969892301	OK	 
USER	Listado	266	END	1590969829962	1590969892302
REQUEST	688		IniciadoOwner Redirect 1	1590969892155	1590969892339	OK	 
REQUEST	277		CerradoSesion Redirect 1	1590969892193	1590969892340	OK	 
USER	Listado	277	END	1590969830553	1590969892340
USER	Inscribirse	1082	START	1590969892400	1590969892400
USER	Listado	1075	START	1590969892400	1590969892400
REQUEST	680		IniciadoOwner Redirect 1	1590969892094	1590969892422	OK	 
REQUEST	195		CerrarSesion	1590969891906	1590969892422	OK	 
REQUEST	1074		Home	1590969892282	1590969892423	OK	 
REQUEST	63		CerradoSesion Redirect 1	1590969892155	1590969892426	OK	 
REQUEST	983		IniciarSesion	1590969892319	1590969892427	OK	 
USER	Inscribirse	63	END	1590969813684	1590969892427
REQUEST	399		CerrarSesion	1590969891534	1590969892428	OK	 
REQUEST	265		CerradoSesion Redirect 1	1590969892238	1590969892470	OK	 
REQUEST	254		CerradoSesion Redirect 1	1590969892172	1590969892470	OK	 
REQUEST	263		CerradoSesion Redirect 1	1590969892236	1590969892470	OK	 
USER	Listado	265	END	1590969829822	1590969892471
USER	Listado	254	END	1590969829056	1590969892471
USER	Listado	263	END	1590969829533	1590969892471
REQUEST	267		CerradoSesion Redirect 1	1590969892139	1590969892471	OK	 
REQUEST	985		IniciarSesion	1590969892319	1590969892471	OK	 
USER	Listado	267	END	1590969830104	1590969892472
USER	Listado	1083	START	1590969892594	1590969892594
USER	Inscribirse	1089	START	1590969892596	1590969892596
USER	Inscribirse	1090	START	1590969892723	1590969892723
USER	Listado	1084	START	1590969892723	1590969892723
USER	Listado	1085	START	1590969892893	1590969892893
USER	Inscribirse	1091	START	1590969892893	1590969892893
USER	Listado	1086	START	1590969893058	1590969893058
USER	Inscribirse	1092	START	1590969893059	1590969893059
REQUEST	693		IniciadoOwner Redirect 1	1590969892240	1590969893063	OK	 
REQUEST	1081		Home	1590969892282	1590969893063	OK	 
REQUEST	988		IniciarSesion	1590969892353	1590969893063	OK	 
REQUEST	692		IniciadoOwner	1590969891390	1590969893068	OK	 
REQUEST	264		CerradoSesion Redirect 1	1590969892209	1590969893070	OK	 
USER	Listado	264	END	1590969829686	1590969893070
REQUEST	696		IniciadoOwner	1590969891284	1590969893071	OK	 
REQUEST	697		IniciadoOwner	1590969891350	1590969893077	OK	 
REQUEST	695		IniciadoOwner	1590969891390	1590969893079	OK	 
REQUEST	575		VerCursos	1590969892757	1590969893088	OK	 
REQUEST	208		CerrarSesion	1590969892958	1590969893089	OK	 
REQUEST	410		CerrarSesion	1590969892992	1590969893094	OK	 
REQUEST	706		IniciadoOwner	1590969892094	1590969893099	OK	 
REQUEST	1082		Home	1590969892400	1590969893099	OK	 
REQUEST	984		IniciarSesion	1590969892500	1590969893114	OK	 
REQUEST	706		IniciadoOwner Redirect 1	1590969893099	1590969893117	OK	 
REQUEST	994		IniciarSesion	1590969892450	1590969893123	OK	 
REQUEST	68		CerradoSesion	1590969892500	1590969893137	OK	 
REQUEST	64		CerradoSesion	1590969892500	1590969893137	OK	 
REQUEST	691		IniciadoOwner	1590969891250	1590969893138	OK	 
REQUEST	75		CerradoSesion	1590969892723	1590969893143	OK	 
REQUEST	77		CerradoSesion	1590969892757	1590969893143	OK	 
REQUEST	690		IniciadoOwner	1590969891251	1590969893182	OK	 
REQUEST	699		IniciadoOwner	1590969891217	1590969893182	OK	 
REQUEST	694		IniciadoOwner	1590969891390	1590969893182	OK	 
REQUEST	712		IniciadoOwner	1590969892114	1590969893193	OK	 
REQUEST	698		IniciadoOwner	1590969891488	1590969893193	OK	 
REQUEST	702		IniciadoOwner	1590969891438	1590969893193	OK	 
REQUEST	67		CerradoSesion	1590969892500	1590969893209	OK	 
REQUEST	1083		Home	1590969892595	1590969893214	OK	 
REQUEST	76		CerradoSesion	1590969892630	1590969893214	OK	 
REQUEST	563		VerCursos	1590969892500	1590969893214	OK	 
USER	Listado	1087	START	1590969893218	1590969893218
USER	Inscribirse	1093	START	1590969893219	1590969893219
REQUEST	79		CerradoSesion	1590969892757	1590969893276	OK	 
REQUEST	998		IniciarSesion	1590969892500	1590969893279	OK	 
REQUEST	75		CerradoSesion Redirect 1	1590969893143	1590969893293	OK	 
USER	Inscribirse	75	END	1590969814566	1590969893294
REQUEST	699		IniciadoOwner Redirect 1	1590969893182	1590969893294	OK	 
REQUEST	703		IniciadoOwner	1590969891534	1590969893295	OK	 
REQUEST	205		CerrarSesion	1590969892821	1590969893295	OK	 
REQUEST	1091		Home	1590969892893	1590969893301	OK	 
REQUEST	415		Inscrito	1590969892992	1590969893302	OK	 
REQUEST	996		IniciarSesion	1590969892399	1590969893306	OK	 
REQUEST	691		IniciadoOwner Redirect 1	1590969893138	1590969893308	OK	 
REQUEST	68		CerradoSesion Redirect 1	1590969893137	1590969893308	OK	 
USER	Inscribirse	68	END	1590969814392	1590969893309
REQUEST	1087		Home	1590969893218	1590969893316	OK	 
REQUEST	1085		Home	1590969892893	1590969893329	OK	 
REQUEST	696		IniciadoOwner Redirect 1	1590969893071	1590969893329	OK	 
REQUEST	574		VerCursos	1590969892757	1590969893330	OK	 
REQUEST	991		IniciarSesion	1590969892500	1590969893349	OK	 
REQUEST	206		CerrarSesion	1590969892723	1590969893355	OK	 
REQUEST	78		CerradoSesion	1590969892723	1590969893356	OK	 
REQUEST	1093		Home	1590969893219	1590969893357	OK	 
REQUEST	565		VerCursos	1590969892723	1590969893360	OK	 
REQUEST	1008		IniciarSesion	1590969893242	1590969893360	OK	 
REQUEST	562		VerCursos	1590969892630	1590969893363	OK	 
REQUEST	582		VerCursos	1590969892691	1590969893363	OK	 
USER	Inscribirse	1094	START	1590969893382	1590969893382
USER	Listado	1088	START	1590969893382	1590969893382
REQUEST	715		IniciadoOwner	1590969892190	1590969893389	OK	 
REQUEST	703		IniciadoOwner Redirect 1	1590969893296	1590969893391	OK	 
REQUEST	1086		Home	1590969893058	1590969893391	OK	 
REQUEST	209		CerrarSesion	1590969892958	1590969893391	OK	 
REQUEST	417		Inscrito	1590969892991	1590969893393	OK	 
REQUEST	198		CerrarSesion	1590969892925	1590969893395	OK	 
REQUEST	1075		Home	1590969892400	1590969893397	OK	 
REQUEST	1092		Home	1590969893059	1590969893444	OK	 
REQUEST	1000		IniciarSesion	1590969892401	1590969893444	OK	 
REQUEST	76		CerradoSesion Redirect 1	1590969893214	1590969893448	OK	 
REQUEST	570		VerCursos	1590969892757	1590969893448	OK	 
REQUEST	406		Inscrito	1590969892596	1590969893449	OK	 
USER	Inscribirse	76	END	1590969814726	1590969893449
REQUEST	207		CerrarSesion	1590969892855	1590969893450	OK	 
REQUEST	692		IniciadoOwner Redirect 1	1590969893069	1590969893454	OK	 
REQUEST	388		Inscrito	1590969892450	1590969893455	OK	 
REQUEST	1090		Home	1590969892724	1590969893492	OK	 
REQUEST	1001		IniciarSesion	1590969892540	1590969893491	OK	 
REQUEST	714		IniciadoOwner	1590969892282	1590969893493	OK	 
REQUEST	398		CerrarSesion	1590969892757	1590969893552	OK	 
REQUEST	413		Inscrito	1590969892500	1590969893562	OK	 
REQUEST	1014		IniciarSesion	1590969893176	1590969893562	OK	 
REQUEST	704		IniciadoOwner	1590969891488	1590969893566	OK	 
REQUEST	210		CerrarSesion	1590969893103	1590969893566	OK	 
REQUEST	1003		IniciarSesion	1590969893136	1590969893567	OK	 
REQUEST	571		VerCursos	1590969892757	1590969893568	OK	 
USER	Inscribirse	1102	START	1590969893586	1590969893586
USER	Listado	1095	START	1590969893586	1590969893586
REQUEST	392		Inscrito	1590969892500	1590969893621	OK	 
REQUEST	77		CerradoSesion Redirect 1	1590969893143	1590969893621	OK	 
REQUEST	993		IniciarSesion	1590969893242	1590969893621	OK	 
USER	Inscribirse	77	END	1590969814894	1590969893622
REQUEST	715		IniciadoOwner Redirect 1	1590969893390	1590969893622	OK	 
REQUEST	567		VerCursos	1590969893382	1590969893624	OK	 
REQUEST	414		Inscrito	1590969892789	1590969893624	OK	 
REQUEST	685		IniciadoOwner	1590969891437	1590969893625	OK	 
REQUEST	566		VerCursos	1590969892757	1590969893663	OK	 
REQUEST	280		CerradoSesion	1590969893515	1590969893664	OK	 
USER	Inscribirse	1103	START	1590969893750	1590969893750
USER	Listado	1096	START	1590969893750	1590969893750
USER	Listado	1097	START	1590969893899	1590969893899
USER	Inscribirse	1104	START	1590969893899	1590969893899
USER	Listado	1098	START	1590969894018	1590969894018
USER	Inscribirse	1105	START	1590969894018	1590969894018
REQUEST	581		VerCursos	1590969893382	1590969894107	OK	 
REQUEST	690		IniciadoOwner Redirect 1	1590969893182	1590969894108	OK	 
REQUEST	79		CerradoSesion Redirect 1	1590969893276	1590969894108	OK	 
USER	Inscribirse	79	END	1590969815222	1590969894109
REQUEST	1084		Home	1590969892724	1590969894111	OK	 
REQUEST	704		IniciadoOwner Redirect 1	1590969893567	1590969894112	OK	 
REQUEST	718		IniciadoOwner	1590969892958	1590969894118	OK	 
REQUEST	717		IniciadoOwner	1590969892855	1590969894118	OK	 
REQUEST	289		CerradoSesion	1590969893586	1590969894121	OK	 
REQUEST	999		IniciarSesion	1590969893135	1590969894122	OK	 
REQUEST	282		CerradoSesion	1590969893641	1590969894123	OK	 
REQUEST	702		IniciadoOwner Redirect 1	1590969893193	1590969894128	OK	 
REQUEST	290		CerradoSesion	1590969893472	1590969894135	OK	 
REQUEST	90		CerradoSesion	1590969894138	1590969894150	OK	 
REQUEST	997		IniciarSesion	1590969893442	1590969894150	OK	 
REQUEST	573		VerCursos	1590969894128	1590969894152	OK	 
REQUEST	290		CerradoSesion Redirect 1	1590969894135	1590969894152	OK	 
USER	Listado	290	END	1590969831687	1590969894152
REQUEST	726		IniciadoOwner	1590969892855	1590969894156	OK	 
REQUEST	1009		IniciarSesion	1590969894138	1590969894157	OK	 
REQUEST	294		CerradoSesion	1590969894153	1590969894158	OK	 
REQUEST	279		CerradoSesion	1590969893442	1590969894161	OK	 
REQUEST	1089		Home	1590969892596	1590969894165	OK	 
REQUEST	694		IniciadoOwner Redirect 1	1590969893182	1590969894169	OK	 
REQUEST	80		CerradoSesion	1590969893677	1590969894170	OK	 
REQUEST	1094		Home	1590969893382	1590969894170	OK	 
USER	Inscribirse	1106	START	1590969894172	1590969894172
USER	Listado	1099	START	1590969894172	1590969894172
REQUEST	705		IniciadoOwner	1590969892190	1590969894179	OK	 
REQUEST	709		IniciadoOwner	1590969892282	1590969894179	OK	 
REQUEST	709		IniciadoOwner Redirect 1	1590969894179	1590969894187	OK	 
