ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios2	dosescenarios2	1591235274099	 	3.3.1
REQUEST	154		IniciadoOwner Redirect 1	1591235345277	1591235359742	OK	 
REQUEST	801		IniciarSesion	1591235350557	1591235359743	OK	 
USER	Publicar	1182	START	1591235359743	1591235359743
USER	ListadoCursos	1189	START	1591235359743	1591235359743
REQUEST	898		IniciarSesion	1591235351580	1591235359760	OK	 
REQUEST	372		IniciadoClerk	1591235347143	1591235359859	OK	 
USER	ListadoCursos	1190	START	1591235359901	1591235359901
USER	Publicar	1183	START	1591235359901	1591235359901
REQUEST	361		IniciadoOwner	1591235345629	1591235359906	OK	 
REQUEST	263		IniciadoOwner Redirect 1	1591235346355	1591235359906	OK	 
REQUEST	110		CursosDisponibles	1591235349741	1591235359944	OK	 
REQUEST	971		Home	1591235344598	1591235359965	OK	 
REQUEST	972		Home	1591235344742	1591235359966	OK	 
REQUEST	307		IniciadoOwner Redirect 1	1591235351060	1591235359971	OK	 
REQUEST	828		IniciarSesion	1591235347648	1591235359970	OK	 
REQUEST	1077		Home	1591235351721	1591235359971	OK	 
REQUEST	1001		Home	1591235347036	1591235359978	OK	 
REQUEST	274		IniciadoClerk Redirect 1	1591235351923	1591235359984	OK	 
REQUEST	280		IniciadoOwner Redirect 1	1591235351925	1591235359989	OK	 
REQUEST	268		IniciadoOwner Redirect 1	1591235351926	1591235359995	OK	 
REQUEST	294		IniciadoOwner Redirect 1	1591235351946	1591235360005	OK	 
USER	ListadoCursos	1191	START	1591235360025	1591235360025
USER	Publicar	1184	START	1591235360025	1591235360025
REQUEST	277		IniciadoOwner Redirect 1	1591235351946	1591235360030	OK	 
REQUEST	805		IniciarSesion	1591235344597	1591235360071	OK	 
REQUEST	325		IniciadoClerk Redirect 1	1591235357722	1591235360078	OK	 
REQUEST	389		IniciadoOwner	1591235347522	1591235360079	OK	 
REQUEST	256		IniciadoClerk Redirect 1	1591235348602	1591235360083	OK	 
REQUEST	383		IniciadoClerk	1591235347646	1591235360085	OK	 
REQUEST	143		IniciadoClerk Redirect 1	1591235345628	1591235360135	OK	 
REQUEST	357		IniciadoClerk	1591235345927	1591235360224	OK	 
REQUEST	271		IniciadoClerk Redirect 1	1591235348452	1591235360224	OK	 
REQUEST	836		IniciarSesion	1591235347286	1591235360226	OK	 
REQUEST	1057		Home	1591235350896	1591235360230	OK	 
REQUEST	1079		Home	1591235352138	1591235360235	OK	 
REQUEST	1022		Home	1591235348089	1591235360235	OK	 
USER	Publicar	1185	START	1591235360237	1591235360237
REQUEST	136		IniciadoOwner Redirect 1	1591235349491	1591235360332	OK	 
USER	ListadoCursos	1192	START	1591235360237	1591235360237
REQUEST	410		IniciadoClerk	1591235349519	1591235360332	OK	 
REQUEST	259		IniciadoClerk Redirect 1	1591235348677	1591235360402	OK	 
REQUEST	817		IniciarSesion	1591235347647	1591235360408	OK	 
REQUEST	257		IniciadoClerk Redirect 1	1591235351060	1591235360409	OK	 
REQUEST	1053		Home	1591235350354	1591235360436	OK	 
REQUEST	221		IniciadoOwner Redirect 1	1591235348565	1591235360504	OK	 
REQUEST	411		IniciadoClerk	1591235349630	1591235360504	OK	 
USER	Publicar	1193	START	1591235360504	1591235360504
USER	ListadoCursos	1200	START	1591235360504	1591235360504
REQUEST	375		IniciadoOwner Redirect 1	1591235356980	1591235360545	OK	 
REQUEST	1076		Home	1591235351581	1591235360545	OK	 
REQUEST	369		IniciadoClerk	1591235346667	1591235360545	OK	 
REQUEST	345		IniciadoClerk	1591235345293	1591235360546	OK	 
REQUEST	863		IniciarSesion	1591235350487	1591235360551	OK	 
REQUEST	1028		Home	1591235348761	1591235360553	OK	 
REQUEST	395		IniciadoClerk	1591235348351	1591235360566	OK	 
REQUEST	771		IniciarSesion	1591235352396	1591235360573	OK	 
REQUEST	1072		Home	1591235352138	1591235360584	OK	 
REQUEST	373		IniciadoClerk	1591235347286	1591235360590	OK	 
REQUEST	1034		Home	1591235348687	1591235360597	OK	 
REQUEST	854		IniciarSesion	1591235352536	1591235360603	OK	 
REQUEST	1082		Home	1591235352536	1591235360615	OK	 
REQUEST	117		IniciadoClerk Redirect 1	1591235345274	1591235360618	OK	 
REQUEST	959		Home	1591235343783	1591235360620	OK	 
USER	Publicar	1194	START	1591235360681	1591235360681
USER	ListadoCursos	1201	START	1591235360681	1591235360681
USER	Publicar	1195	START	1591235360682	1591235360682
USER	ListadoCursos	1202	START	1591235360682	1591235360682
USER	Publicar	1196	START	1591235360911	1591235360911
USER	ListadoCursos	1203	START	1591235360911	1591235360911
REQUEST	748		IniciarSesion	1591235348089	1591235361046	OK	 
USER	Publicar	1197	START	1591235361058	1591235361058
USER	ListadoCursos	1204	START	1591235361059	1591235361059
REQUEST	324		IniciadoOwner	1591235343215	1591235361061	OK	 
USER	Publicar	1198	START	1591235361149	1591235361149
USER	ListadoCursos	1205	START	1591235361149	1591235361149
USER	Publicar	1199	START	1591235361312	1591235361312
USER	ListadoCursos	1206	START	1591235361314	1591235361314
USER	Publicar	1207	START	1591235361314	1591235361314
USER	ListadoCursos	1215	START	1591235361315	1591235361315
REQUEST	273		IniciadoClerk Redirect 1	1591235351065	1591235361330	OK	 
REQUEST	798		IniciarSesion	1591235352672	1591235361337	OK	 
REQUEST	879		IniciarSesion	1591235350620	1591235361445	OK	 
REQUEST	383		IniciadoClerk Redirect 1	1591235360085	1591235361465	OK	 
REQUEST	812		IniciarSesion	1591235347648	1591235361474	OK	 
REQUEST	319		IniciadoOwner Redirect 1	1591235352253	1591235361476	OK	 
REQUEST	821		IniciarSesion	1591235350620	1591235361482	OK	 
REQUEST	283		IniciadoClerk Redirect 1	1591235352254	1591235361485	OK	 
REQUEST	848		IniciarSesion	1591235352672	1591235361489	OK	 
REQUEST	874		IniciarSesion	1591235352672	1591235361493	OK	 
USER	Publicar	1208	START	1591235361496	1591235361496
REQUEST	744		IniciarSesion	1591235351239	1591235361526	OK	 
REQUEST	246		IniciadoClerk Redirect 1	1591235349579	1591235361527	OK	 
USER	ListadoCursos	1216	START	1591235361528	1591235361528
REQUEST	205		IniciadoClerk Redirect 1	1591235351947	1591235361633	OK	 
REQUEST	787		IniciarSesion	1591235350896	1591235361663	OK	 
REQUEST	391		IniciadoOwner	1591235347828	1591235361666	OK	 
USER	ListadoCursos	1217	START	1591235361666	1591235361666
USER	Publicar	1209	START	1591235361668	1591235361668
REQUEST	1069		Home	1591235351581	1591235361791	OK	 
REQUEST	146		IniciadoClerk Redirect 1	1591235345629	1591235361879	OK	 
REQUEST	278		IniciadoOwner Redirect 1	1591235349275	1591235361879	OK	 
REQUEST	1040		Home	1591235349453	1591235361879	OK	 
REQUEST	421		IniciadoOwner	1591235350100	1591235361879	OK	 
REQUEST	167		CursosDisponibles	1591235352535	1591235361880	OK	 
REQUEST	1081		Home	1591235352396	1591235361880	OK	 
REQUEST	897		IniciarSesion	1591235351549	1591235361879	OK	 
REQUEST	385		IniciadoClerk	1591235347967	1591235361880	OK	 
REQUEST	379		IniciadoOwner	1591235347143	1591235361880	OK	 
REQUEST	174		CrearCertificado	1591235351716	1591235361880	OK	 
REQUEST	189		CrearCertificado	1591235353066	1591235361880	OK	 
REQUEST	417		IniciadoOwner	1591235349519	1591235361880	OK	 
REQUEST	1067		Home	1591235351324	1591235361880	OK	 
REQUEST	318		IniciadoOwner Redirect 1	1591235351946	1591235361880	OK	 
REQUEST	253		IniciadoOwner Redirect 1	1591235351058	1591235361881	OK	 
REQUEST	1070		Home	1591235351720	1591235361881	OK	 
REQUEST	845		IniciarSesion	1591235350611	1591235361881	OK	 
USER	Publicar	1210	START	1591235361881	1591235361881
USER	ListadoCursos	1218	START	1591235361882	1591235361882
USER	ListadoCursos	1219	START	1591235361882	1591235361882
REQUEST	308		IniciadoOwner Redirect 1	1591235356221	1591235361882	OK	 
USER	Publicar	1211	START	1591235361882	1591235361882
USER	Publicar	1212	START	1591235362014	1591235362014
USER	ListadoCursos	1220	START	1591235362015	1591235362015
REQUEST	358		IniciadoClerk	1591235346141	1591235362060	OK	 
REQUEST	349		IniciadoOwner	1591235344823	1591235362060	OK	 
USER	Publicar	1213	START	1591235362206	1591235362206
USER	ListadoCursos	1221	START	1591235362206	1591235362206
REQUEST	183		CursosDisponibles	1591235350611	1591235362209	OK	 
REQUEST	401		IniciadoClerk	1591235349200	1591235362211	OK	 
REQUEST	354		IniciadoClerk	1591235345629	1591235362211	OK	 
REQUEST	986		Home	1591235345911	1591235362212	OK	 
REQUEST	351		IniciadoOwner	1591235345085	1591235362215	OK	 
REQUEST	300		IniciadoClerk Redirect 1	1591235349270	1591235362216	OK	 
REQUEST	386		IniciadoClerk	1591235348089	1591235362220	OK	 
USER	Publicar	1214	START	1591235362328	1591235362328
USER	ListadoCursos	1222	START	1591235362328	1591235362328
REQUEST	140		CursosDisponibles	1591235352673	1591235362331	OK	 
REQUEST	993		Home	1591235345912	1591235362332	OK	 
USER	Publicar	1223	START	1591235362448	1591235362448
USER	ListadoCursos	1229	START	1591235362450	1591235362450
USER	Publicar	1224	START	1591235362589	1591235362589
USER	ListadoCursos	1230	START	1591235362589	1591235362589
USER	Publicar	1225	START	1591235362756	1591235362756
USER	ListadoCursos	1231	START	1591235362756	1591235362756
USER	ListadoCursos	1232	START	1591235362877	1591235362877
USER	Publicar	1226	START	1591235362877	1591235362877
REQUEST	362		IniciadoOwner	1591235345708	1591235362959	OK	 
REQUEST	765		IniciarSesion	1591235350896	1591235362959	OK	 
REQUEST	1027		Home	1591235348687	1591235362962	OK	 
REQUEST	68		CerrarSesion	1591235349616	1591235362963	OK	 
REQUEST	902		IniciarSesion	1591235353299	1591235362976	OK	 
REQUEST	402		IniciadoOwner	1591235348351	1591235362985	OK	 
REQUEST	1046		Home	1591235349356	1591235362985	OK	 
REQUEST	353		IniciadoClerk	1591235345378	1591235363007	OK	 
USER	Publicar	1227	START	1591235363010	1591235363010
REQUEST	935		IniciarSesion	1591235353300	1591235363013	OK	 
USER	ListadoCursos	1233	START	1591235363014	1591235363014
REQUEST	415		IniciadoClerk	1591235350268	1591235363035	OK	 
REQUEST	442		IniciadoClerk	1591235352139	1591235363045	OK	 
REQUEST	893		IniciarSesion	1591235352396	1591235363106	OK	 
REQUEST	862		IniciarSesion	1591235347648	1591235363113	OK	 
REQUEST	1064		Home	1591235350896	1591235363114	OK	 
REQUEST	1075		Home	1591235351549	1591235363115	OK	 
REQUEST	342		IniciadoClerk	1591235344824	1591235363117	OK	 
REQUEST	1088		Home	1591235352397	1591235363127	OK	 
REQUEST	321		IniciadoOwner Redirect 1	1591235353025	1591235363144	OK	 
REQUEST	322		IniciadoOwner Redirect 1	1591235353475	1591235363152	OK	 
REQUEST	152		CursosDisponibles	1591235350558	1591235363158	OK	 
REQUEST	1065		Home	1591235351043	1591235363159	OK	 
USER	Publicar	1228	START	1591235363171	1591235363171
USER	ListadoCursos	1234	START	1591235363171	1591235363171
REQUEST	1103		Home	1591235353533	1591235363182	OK	 
REQUEST	1055		Home	1591235350611	1591235363208	OK	 
REQUEST	1089		Home	1591235352536	1591235363212	OK	 
REQUEST	359		IniciadoClerk	1591235346216	1591235363213	OK	 
REQUEST	265		IniciadoOwner Redirect 1	1591235351058	1591235363217	OK	 
REQUEST	833		IniciarSesion	1591235353068	1591235363222	OK	 
REQUEST	376		IniciadoOwner Redirect 1	1591235359483	1591235363228	OK	 
REQUEST	315		IniciadoClerk Redirect 1	1591235353630	1591235363229	OK	 
REQUEST	1030		Home	1591235349041	1591235363234	OK	 
REQUEST	343		IniciadoClerk	1591235344924	1591235363236	OK	 
REQUEST	808		IniciarSesion	1591235353686	1591235363236	OK	 
REQUEST	1097		Home	1591235353686	1591235363243	OK	 
REQUEST	1104		Home	1591235353686	1591235363245	OK	 
REQUEST	347		IniciadoOwner Redirect 1	1591235353688	1591235363252	OK	 
REQUEST	312		IniciadoClerk Redirect 1	1591235353755	1591235363255	OK	 
REQUEST	287		IniciadoClerk Redirect 1	1591235350408	1591235363261	OK	 
REQUEST	313		IniciadoClerk Redirect 1	1591235353799	1591235363268	OK	 
REQUEST	302		IniciadoClerk Redirect 1	1591235353811	1591235363276	OK	 
REQUEST	996		Home	1591235346281	1591235363277	OK	 
REQUEST	1105		Home	1591235353827	1591235363283	OK	 
REQUEST	825		IniciarSesion	1591235351239	1591235363305	OK	 
REQUEST	393		IniciadoOwner	1591235348089	1591235363321	OK	 
USER	Publicar	1235	START	1591235363323	1591235363323
USER	ListadoCursos	1242	START	1591235363323	1591235363323
REQUEST	281		IniciadoOwner Redirect 1	1591235351061	1591235363328	OK	 
REQUEST	1054		Home	1591235350488	1591235363364	OK	 
REQUEST	235		IniciadoOwner Redirect 1	1591235349225	1591235363365	OK	 
REQUEST	261		IniciadoClerk Redirect 1	1591235352659	1591235363380	OK	 
REQUEST	311		IniciadoClerk Redirect 1	1591235353930	1591235363386	OK	 
REQUEST	332		IniciadoOwner Redirect 1	1591235353940	1591235363397	OK	 
REQUEST	1005		Home	1591235346551	1591235363401	OK	 
REQUEST	1099		Home	1591235353964	1591235363403	OK	 
REQUEST	1106		Home	1591235353966	1591235363408	OK	 
REQUEST	96		CerrarSesion	1591235353984	1591235363410	OK	 
REQUEST	301		IniciadoClerk Redirect 1	1591235354005	1591235363414	OK	 
REQUEST	1059		Home	1591235351239	1591235363415	OK	 
REQUEST	924		IniciarSesion	1591235353154	1591235363447	OK	 
REQUEST	918		IniciarSesion	1591235353153	1591235363448	OK	 
REQUEST	25		CerrarSesion	1591235346316	1591235363454	OK	 
REQUEST	151		IniciadoOwner Redirect 1	1591235345628	1591235363475	OK	 
USER	ListadoCursos	1243	START	1591235363510	1591235363510
USER	Publicar	1236	START	1591235363510	1591235363510
REQUEST	390		IniciadoOwner	1591235347646	1591235363550	OK	 
REQUEST	1033		Home	1591235348458	1591235363550	OK	 
REQUEST	895		IniciarSesion	1591235351324	1591235363550	OK	 
REQUEST	437		IniciadoClerk	1591235351421	1591235363585	OK	 
REQUEST	381		IniciadoClerk	1591235347390	1591235363587	OK	 
REQUEST	1017		Home	1591235348300	1591235363591	OK	 
REQUEST	869		IniciarSesion	1591235352672	1591235363594	OK	 
REQUEST	291		IniciadoOwner Redirect 1	1591235354187	1591235363596	OK	 
REQUEST	323		IniciadoOwner Redirect 1	1591235354188	1591235363599	OK	 
REQUEST	346		IniciadoOwner Redirect 1	1591235354192	1591235363602	OK	 
REQUEST	414		IniciadoClerk	1591235350100	1591235363605	OK	 
REQUEST	449		IniciadoOwner	1591235352139	1591235363606	OK	 
REQUEST	447		IniciadoOwner	1591235351787	1591235363607	OK	 
REQUEST	447		IniciadoOwner Redirect 1	1591235363607	1591235363614	OK	 
REQUEST	431		IniciadoOwner	1591235350489	1591235363655	OK	 
REQUEST	40		CerrarSesion	1591235354222	1591235363661	OK	 
REQUEST	429		IniciadoClerk	1591235351239	1591235363665	OK	 
REQUEST	333		IniciadoOwner Redirect 1	1591235354227	1591235363672	OK	 
REQUEST	462		IniciadoOwner	1591235352911	1591235363675	OK	 
REQUEST	448		IniciadoOwner	1591235351956	1591235363677	OK	 
REQUEST	285		IniciadoClerk Redirect 1	1591235354231	1591235363678	OK	 
REQUEST	365		IniciadoOwner	1591235346149	1591235363685	OK	 
REQUEST	371		IniciadoClerk	1591235347035	1591235363686	OK	 
USER	ListadoCursos	1244	START	1591235363708	1591235363708
USER	Publicar	1237	START	1591235363708	1591235363708
REQUEST	125		CursosDisponibles	1591235353300	1591235363795	OK	 
USER	Publicar	1238	START	1591235363796	1591235363796
USER	ListadoCursos	1245	START	1591235363796	1591235363796
USER	Publicar	1239	START	1591235363963	1591235363963
USER	ListadoCursos	1246	START	1591235363963	1591235363963
USER	Publicar	1240	START	1591235364047	1591235364047
USER	ListadoCursos	1247	START	1591235364047	1591235364047
USER	Publicar	1241	START	1591235364192	1591235364192
USER	ListadoCursos	1248	START	1591235364192	1591235364192
USER	Publicar	1249	START	1591235364405	1591235364405
USER	ListadoCursos	1256	START	1591235364405	1591235364405
USER	ListadoCursos	1257	START	1591235364549	1591235364549
USER	Publicar	1250	START	1591235364549	1591235364549
USER	ListadoCursos	1258	START	1591235364692	1591235364692
USER	Publicar	1251	START	1591235364692	1591235364692
REQUEST	420		IniciadoOwner Redirect 1	1591235359093	1591235364715	OK	 
REQUEST	255		IniciadoClerk Redirect 1	1591235350943	1591235364723	OK	 
REQUEST	868		IniciarSesion	1591235350487	1591235364752	OK	 
REQUEST	889		IniciarSesion	1591235351325	1591235364752	OK	 
REQUEST	1041		Home	1591235349617	1591235364758	OK	 
REQUEST	132		IniciadoClerk Redirect 1	1591235349272	1591235364764	OK	 
REQUEST	1058		Home	1591235351043	1591235364770	OK	 
REQUEST	829		IniciarSesion	1591235353065	1591235364778	OK	 
REQUEST	114		CerrarSesion	1591235354484	1591235364782	OK	 
REQUEST	1039		Home	1591235349356	1591235364783	OK	 
REQUEST	84		CerrarSesion	1591235354528	1591235364792	OK	 
REQUEST	428		IniciadoClerk	1591235351144	1591235364801	OK	 
REQUEST	1086		Home	1591235353066	1591235364816	OK	 
REQUEST	211		CursosDisponibles	1591235354583	1591235364821	OK	 
REQUEST	1111		Home	1591235354640	1591235364839	OK	 
USER	Publicar	1252	START	1591235364860	1591235364860
USER	ListadoCursos	1259	START	1591235364860	1591235364860
REQUEST	1071		Home	1591235351950	1591235364865	OK	 
REQUEST	423		IniciadoClerk	1591235350354	1591235364865	OK	 
REQUEST	399		IniciadoClerk	1591235348933	1591235364866	OK	 
REQUEST	396		IniciadoClerk	1591235348511	1591235364867	OK	 
REQUEST	408		IniciadoOwner	1591235349200	1591235364871	OK	 
REQUEST	260		IniciadoClerk Redirect 1	1591235349062	1591235364903	OK	 
REQUEST	178		CursosDisponibles	1591235353844	1591235364904	OK	 
REQUEST	297		IniciadoClerk Redirect 1	1591235353906	1591235364904	OK	 
REQUEST	1056		Home	1591235350801	1591235364930	OK	 
REQUEST	859		IniciarSesion	1591235347648	1591235364930	OK	 
REQUEST	886		IniciarSesion	1591235350807	1591235364930	OK	 
REQUEST	314		IniciadoClerk Redirect 1	1591235354046	1591235364949	OK	 
REQUEST	179		IniciadoOwner Redirect 1	1591235345628	1591235364949	OK	 
REQUEST	105		CrearCertificado	1591235350807	1591235364949	OK	 
REQUEST	888		IniciarSesion	1591235351325	1591235364949	OK	 
REQUEST	398		IniciadoClerk	1591235348825	1591235364953	OK	 
REQUEST	404		IniciadoOwner	1591235348687	1591235364956	OK	 
REQUEST	418		IniciadoOwner	1591235349631	1591235364956	OK	 
REQUEST	1007		Home	1591235346895	1591235364987	OK	 
REQUEST	1090		Home	1591235352671	1591235364989	OK	 
REQUEST	340		IniciadoClerk Redirect 1	1591235354203	1591235364989	OK	 
REQUEST	425		IniciadoClerk	1591235350631	1591235364990	OK	 
REQUEST	352		IniciadoOwner	1591235345294	1591235364992	OK	 
USER	ListadoCursos	1260	START	1591235364994	1591235364994
USER	Publicar	1253	START	1591235364994	1591235364994
REQUEST	164		CursosDisponibles	1591235354222	1591235364997	OK	 
REQUEST	127		CursosDisponibles	1591235352789	1591235364998	OK	 
REQUEST	326		IniciadoClerk Redirect 1	1591235355343	1591235365030	OK	 
REQUEST	365		IniciadoOwner Redirect 1	1591235363685	1591235365057	OK	 
REQUEST	155		CursosDisponibles	1591235353299	1591235365062	OK	 
USER	Publicar	1254	START	1591235365119	1591235365119
USER	ListadoCursos	1261	START	1591235365119	1591235365119
REQUEST	926		IniciarSesion	1591235353299	1591235365134	OK	 
REQUEST	1131		Home	1591235355446	1591235365150	OK	 
REQUEST	826		IniciarSesion	1591235353300	1591235365182	OK	 
REQUEST	434		IniciadoOwner	1591235351043	1591235365187	OK	 
REQUEST	855		IniciarSesion	1591235353300	1591235365191	OK	 
REQUEST	212		IniciadoOwner Redirect 1	1591235351355	1591235365239	OK	 
REQUEST	928		IniciarSesion	1591235355450	1591235365266	OK	 
USER	Publicar	1255	START	1591235365267	1591235365267
USER	ListadoCursos	1262	START	1591235365267	1591235365267
REQUEST	1052		Home	1591235350198	1591235365298	OK	 
REQUEST	88		CrearCertificado	1591235352793	1591235365298	OK	 
REQUEST	877		IniciarSesion	1591235353453	1591235365299	OK	 
REQUEST	1085		Home	1591235352908	1591235365300	OK	 
REQUEST	857		IniciarSesion	1591235347286	1591235365301	OK	 
REQUEST	458		IniciadoOwner	1591235352396	1591235365305	OK	 
REQUEST	440		IniciadoClerk	1591235351787	1591235365323	OK	 
REQUEST	1066		Home	1591235351239	1591235365324	OK	 
REQUEST	1048		Home	1591235349618	1591235365341	OK	 
USER	Publicar	1263	START	1591235365342	1591235365342
USER	ListadoCursos	1270	START	1591235365343	1591235365343
REQUEST	921		IniciarSesion	1591235353154	1591235365376	OK	 
REQUEST	387		IniciadoClerk	1591235348205	1591235365377	OK	 
