ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590688537350	 	3.3.1
REQUEST	2		request_6	1590688555875	1590688555900	OK	 
REQUEST	1		Authenticated Redirect 1	1590688555893	1590688555903	OK	 
REQUEST	102		Home	1590688555897	1590688555907	OK	 
REQUEST	1		request_6	1590688555904	1590688555911	OK	 
REQUEST	102		request_1	1590688555908	1590688555913	OK	 
REQUEST	84		Login	1590688555918	1590688555929	OK	 
REQUEST	84		request_4	1590688555930	1590688555935	OK	 
REQUEST	3		Authenticated	1590688555434	1590688556010	OK	 
REQUEST	3		Authenticated Redirect 1	1590688556010	1590688556022	OK	 
REQUEST	3		request_6	1590688556023	1590688556030	OK	 
USER	TransportesAcabados	103	START	1590688556042	1590688556042
REQUEST	103		Home	1590688556043	1590688556051	OK	 
REQUEST	103		request_1	1590688556052	1590688556060	OK	 
REQUEST	85		Login	1590688556061	1590688556068	OK	 
REQUEST	85		request_4	1590688556070	1590688556080	OK	 
USER	TransportesAcabados	104	START	1590688556224	1590688556224
REQUEST	86		Login	1590688556224	1590688556237	OK	 
REQUEST	104		Home	1590688556224	1590688556265	OK	 
REQUEST	86		request_4	1590688556238	1590688556273	OK	 
REQUEST	104		request_1	1590688556267	1590688556276	OK	 
REQUEST	4		Authenticated	1590688555755	1590688556358	OK	 
REQUEST	4		Authenticated Redirect 1	1590688556358	1590688556368	OK	 
USER	TransportesAcabados	105	START	1590688556371	1590688556371
REQUEST	105		Home	1590688556372	1590688556399	OK	 
REQUEST	4		request_6	1590688556369	1590688556399	OK	 
REQUEST	5		Authenticated	1590688555797	1590688556400	OK	 
REQUEST	5		Authenticated Redirect 1	1590688556401	1590688556410	OK	 
REQUEST	105		request_1	1590688556400	1590688556410	OK	 
REQUEST	87		Login	1590688556401	1590688556410	OK	 
REQUEST	5		request_6	1590688556411	1590688556418	OK	 
REQUEST	87		request_4	1590688556411	1590688556419	OK	 
REQUEST	6		Authenticated	1590688555923	1590688556506	OK	 
REQUEST	6		Authenticated Redirect 1	1590688556507	1590688556516	OK	 
REQUEST	6		request_6	1590688556517	1590688556523	OK	 
USER	TransportesAcabados	106	START	1590688556532	1590688556532
REQUEST	106		Home	1590688556532	1590688556538	OK	 
REQUEST	106		request_1	1590688556539	1590688556543	OK	 
REQUEST	88		Login	1590688556566	1590688556571	OK	 
REQUEST	88		request_4	1590688556572	1590688556579	OK	 
REQUEST	7		Authenticated	1590688556095	1590688556681	OK	 
REQUEST	7		Authenticated Redirect 1	1590688556682	1590688556690	OK	 
REQUEST	7		request_6	1590688556692	1590688556698	OK	 
USER	TransportesAcabados	107	START	1590688556700	1590688556700
REQUEST	107		Home	1590688556701	1590688556706	OK	 
REQUEST	107		request_1	1590688556707	1590688556712	OK	 
REQUEST	89		Login	1590688556732	1590688556737	OK	 
REQUEST	89		request_4	1590688556738	1590688556743	OK	 
REQUEST	8		Authenticated	1590688556242	1590688556848	OK	 
REQUEST	8		Authenticated Redirect 1	1590688556849	1590688556853	OK	 
REQUEST	8		request_6	1590688556855	1590688556864	OK	 
USER	TransportesAcabados	108	START	1590688556875	1590688556875
REQUEST	108		Home	1590688556876	1590688556881	OK	 
REQUEST	108		request_1	1590688556882	1590688556886	OK	 
REQUEST	90		Login	1590688556893	1590688556898	OK	 
REQUEST	90		request_4	1590688556900	1590688556905	OK	 
REQUEST	9		Authenticated	1590688556440	1590688556986	OK	 
REQUEST	9		Authenticated Redirect 1	1590688556986	1590688556991	OK	 
REQUEST	9		request_6	1590688556992	1590688557002	OK	 
USER	TransportesAcabados	109	START	1590688557033	1590688557033
REQUEST	109		Home	1590688557034	1590688557039	OK	 
REQUEST	109		request_1	1590688557040	1590688557045	OK	 
REQUEST	91		Login	1590688557085	1590688557092	OK	 
REQUEST	10		Authenticated	1590688556584	1590688557099	OK	 
REQUEST	91		request_4	1590688557093	1590688557103	OK	 
REQUEST	10		Authenticated Redirect 1	1590688557100	1590688557108	OK	 
REQUEST	10		request_6	1590688557109	1590688557114	OK	 
USER	TransportesAcabados	110	START	1590688557211	1590688557211
REQUEST	110		Home	1590688557212	1590688557218	OK	 
REQUEST	110		request_1	1590688557219	1590688557226	OK	 
REQUEST	92		Login	1590688557232	1590688557254	OK	 
REQUEST	92		request_4	1590688557255	1590688557260	OK	 
REQUEST	11		Authenticated	1590688556763	1590688557281	OK	 
REQUEST	11		Authenticated Redirect 1	1590688557281	1590688557299	OK	 
REQUEST	11		request_6	1590688557300	1590688557308	OK	 
USER	TransportesAcabados	111	START	1590688557383	1590688557383
REQUEST	111		Home	1590688557384	1590688557390	OK	 
REQUEST	111		request_1	1590688557391	1590688557396	OK	 
REQUEST	93		Login	1590688557424	1590688557440	OK	 
REQUEST	93		request_4	1590688557442	1590688557447	OK	 
REQUEST	12		Authenticated	1590688556931	1590688557468	OK	 
REQUEST	12		Authenticated Redirect 1	1590688557469	1590688557480	OK	 
REQUEST	12		request_6	1590688557481	1590688557492	OK	 
USER	TransportesAcabados	112	START	1590688557540	1590688557540
REQUEST	112		Home	1590688557541	1590688557546	OK	 
REQUEST	112		request_1	1590688557547	1590688557552	OK	 
REQUEST	94		Login	1590688557584	1590688557600	OK	 
REQUEST	94		request_4	1590688557601	1590688557616	OK	 
REQUEST	13		Authenticated	1590688557085	1590688557631	OK	 
REQUEST	13		Authenticated Redirect 1	1590688557632	1590688557649	OK	 
REQUEST	13		request_6	1590688557650	1590688557666	OK	 
USER	TransportesAcabados	113	START	1590688557738	1590688557738
REQUEST	113		Home	1590688557739	1590688557750	OK	 
REQUEST	113		request_1	1590688557751	1590688557767	OK	 
REQUEST	95		Login	1590688557763	1590688557771	OK	 
REQUEST	95		request_4	1590688557772	1590688557784	OK	 
REQUEST	14		Authenticated	1590688557232	1590688557825	OK	 
REQUEST	14		Authenticated Redirect 1	1590688557826	1590688557833	OK	 
REQUEST	14		request_6	1590688557835	1590688557839	OK	 
USER	TransportesAcabados	114	START	1590688557890	1590688557890
REQUEST	114		Home	1590688557890	1590688557896	OK	 
REQUEST	114		request_1	1590688557897	1590688557901	OK	 
REQUEST	96		Login	1590688557931	1590688557936	OK	 
REQUEST	96		request_4	1590688557937	1590688557947	OK	 
REQUEST	15		Authenticated	1590688557421	1590688558017	OK	 
REQUEST	15		Authenticated Redirect 1	1590688558018	1590688558022	OK	 
REQUEST	15		request_6	1590688558023	1590688558032	OK	 
USER	TransportesAcabados	115	START	1590688558048	1590688558048
REQUEST	115		Home	1590688558049	1590688558057	OK	 
REQUEST	115		request_1	1590688558058	1590688558084	OK	 
USER	TransportesAcabados	116	START	1590688558201	1590688558201
REQUEST	16		Authenticated	1590688557585	1590688558311	OK	 
REQUEST	17		Authenticated	1590688557741	1590688558318	OK	 
REQUEST	97		Login	1590688558084	1590688558319	OK	 
REQUEST	16		Authenticated Redirect 1	1590688558312	1590688558325	OK	 
REQUEST	116		Home	1590688558201	1590688558325	OK	 
REQUEST	98		Login	1590688558231	1590688558343	OK	 
REQUEST	116		request_1	1590688558326	1590688558346	OK	 
REQUEST	97		request_4	1590688558321	1590688558346	OK	 
USER	TransportesAcabados	117	START	1590688558371	1590688558371
REQUEST	16		request_6	1590688558326	1590688558374	OK	 
REQUEST	17		Authenticated Redirect 1	1590688558319	1590688558378	OK	 
REQUEST	98		request_4	1590688558344	1590688558378	OK	 
REQUEST	117		Home	1590688558372	1590688558385	OK	 
REQUEST	17		request_6	1590688558379	1590688558393	OK	 
REQUEST	117		request_1	1590688558386	1590688558397	OK	 
REQUEST	18		Authenticated	1590688557909	1590688558444	OK	 
REQUEST	99		Login	1590688558423	1590688558451	OK	 
REQUEST	18		Authenticated Redirect 1	1590688558445	1590688558455	OK	 
REQUEST	99		request_4	1590688558453	1590688558463	OK	 
REQUEST	18		request_6	1590688558457	1590688558467	OK	 
USER	TransportesAcabados	118	START	1590688558533	1590688558533
REQUEST	118		Home	1590688558533	1590688558539	OK	 
REQUEST	118		request_1	1590688558540	1590688558545	OK	 
REQUEST	19		Authenticated	1590688558073	1590688558598	OK	 
REQUEST	19		Authenticated Redirect 1	1590688558598	1590688558609	OK	 
REQUEST	100		Login	1590688558605	1590688558611	OK	 
REQUEST	19		request_6	1590688558610	1590688558616	OK	 
REQUEST	100		request_4	1590688558612	1590688558618	OK	 
USER	TransportesAcabados	119	START	1590688558711	1590688558711
REQUEST	119		Home	1590688558711	1590688558717	OK	 
REQUEST	119		request_1	1590688558718	1590688558740	OK	 
REQUEST	101		Login	1590688558735	1590688558744	OK	 
REQUEST	101		request_4	1590688558745	1590688558750	OK	 
REQUEST	20		Authenticated	1590688558228	1590688558857	OK	 
REQUEST	20		Authenticated Redirect 1	1590688558858	1590688558863	OK	 
REQUEST	20		request_6	1590688558864	1590688558869	OK	 
USER	TransportesAcabados	120	START	1590688558874	1590688558874
REQUEST	120		Home	1590688558875	1590688558880	OK	 
REQUEST	120		request_1	1590688558881	1590688558890	OK	 
REQUEST	21		Authenticated	1590688558408	1590688558945	OK	 
REQUEST	102		Login	1590688558931	1590688558949	OK	 
REQUEST	21		Authenticated Redirect 1	1590688558946	1590688558951	OK	 
REQUEST	102		request_4	1590688558950	1590688558956	OK	 
REQUEST	21		request_6	1590688558952	1590688558959	OK	 
USER	TransportesAcabados	121	START	1590688559033	1590688559033
REQUEST	121		Home	1590688559034	1590688559040	OK	 
REQUEST	121		request_1	1590688559041	1590688559055	OK	 
REQUEST	103		Login	1590688559074	1590688559083	OK	 
REQUEST	103		request_4	1590688559085	1590688559092	OK	 
REQUEST	22		Authenticated	1590688558572	1590688559112	OK	 
REQUEST	22		Authenticated Redirect 1	1590688559112	1590688559121	OK	 
REQUEST	22		request_6	1590688559122	1590688559127	OK	 
USER	TransportesAcabados	122	START	1590688559190	1590688559190
REQUEST	122		Home	1590688559191	1590688559196	OK	 
REQUEST	122		request_1	1590688559197	1590688559202	OK	 
REQUEST	23		Authenticated	1590688558796	1590688559302	OK	 
REQUEST	104		Login	1590688559292	1590688559304	OK	 
REQUEST	23		Authenticated Redirect 1	1590688559302	1590688559310	OK	 
REQUEST	104		request_4	1590688559306	1590688559310	OK	 
REQUEST	23		request_6	1590688559311	1590688559317	OK	 
USER	TransportesAcabados	123	START	1590688559351	1590688559351
REQUEST	123		Home	1590688559352	1590688559361	OK	 
REQUEST	123		request_1	1590688559362	1590688559371	OK	 
REQUEST	24		Authenticated	1590688558883	1590688559409	OK	 
REQUEST	24		Authenticated Redirect 1	1590688559409	1590688559414	OK	 
REQUEST	24		request_6	1590688559415	1590688559419	OK	 
REQUEST	105		Login	1590688559451	1590688559457	OK	 
REQUEST	105		request_4	1590688559458	1590688559464	OK	 
USER	TransportesAcabados	124	START	1590688559527	1590688559527
REQUEST	124		Home	1590688559527	1590688559534	OK	 
REQUEST	124		request_1	1590688559535	1590688559541	OK	 
REQUEST	106		Login	1590688559552	1590688559558	OK	 
REQUEST	106		request_4	1590688559559	1590688559565	OK	 
REQUEST	25		Authenticated	1590688559094	1590688559618	OK	 
REQUEST	25		Authenticated Redirect 1	1590688559618	1590688559641	OK	 
REQUEST	25		request_6	1590688559642	1590688559648	OK	 
USER	TransportesAcabados	125	START	1590688559683	1590688559683
REQUEST	125		Home	1590688559684	1590688559699	OK	 
REQUEST	125		request_1	1590688559701	1590688559710	OK	 
REQUEST	107		Login	1590688559725	1590688559733	OK	 
REQUEST	107		request_4	1590688559735	1590688559742	OK	 
REQUEST	26		Authenticated	1590688559236	1590688559791	OK	 
REQUEST	26		Authenticated Redirect 1	1590688559792	1590688559796	OK	 
REQUEST	26		request_6	1590688559797	1590688559805	OK	 
USER	TransportesAcabados	126	START	1590688559867	1590688559867
REQUEST	126		Home	1590688559894	1590688559900	OK	 
REQUEST	126		request_1	1590688559901	1590688559905	OK	 
REQUEST	108		Login	1590688559907	1590688559912	OK	 
REQUEST	108		request_4	1590688559914	1590688559920	OK	 
REQUEST	27		Authenticated	1590688559415	1590688559980	OK	 
REQUEST	27		Authenticated Redirect 1	1590688559980	1590688559985	OK	 
REQUEST	27		request_6	1590688559986	1590688559992	OK	 
USER	TransportesAcabados	127	START	1590688560032	1590688560032
REQUEST	127		Home	1590688560032	1590688560040	OK	 
REQUEST	127		request_1	1590688560041	1590688560045	OK	 
REQUEST	109		Login	1590688560075	1590688560080	OK	 
REQUEST	109		request_4	1590688560082	1590688560086	OK	 
REQUEST	28		Authenticated	1590688559592	1590688560164	OK	 
REQUEST	28		Authenticated Redirect 1	1590688560165	1590688560169	OK	 
REQUEST	28		request_6	1590688560170	1590688560174	OK	 
USER	TransportesAcabados	128	START	1590688560203	1590688560203
REQUEST	128		Home	1590688560203	1590688560210	OK	 
REQUEST	128		request_1	1590688560211	1590688560215	OK	 
REQUEST	110		Login	1590688560231	1590688560250	OK	 
REQUEST	110		request_4	1590688560251	1590688560258	OK	 
REQUEST	29		Authenticated	1590688559725	1590688560282	OK	 
REQUEST	29		Authenticated Redirect 1	1590688560282	1590688560295	OK	 
REQUEST	29		request_6	1590688560296	1590688560300	OK	 
USER	TransportesAcabados	129	START	1590688560372	1590688560372
REQUEST	129		Home	1590688560373	1590688560378	OK	 
REQUEST	129		request_1	1590688560379	1590688560384	OK	 
REQUEST	111		Login	1590688560400	1590688560405	OK	 
REQUEST	111		request_4	1590688560407	1590688560411	OK	 
REQUEST	30		Authenticated	1590688559907	1590688560422	OK	 
REQUEST	30		Authenticated Redirect 1	1590688560423	1590688560427	OK	 
REQUEST	30		request_6	1590688560428	1590688560433	OK	 
USER	TransportesAcabados	130	START	1590688560532	1590688560532
REQUEST	130		Home	1590688560532	1590688560538	OK	 
REQUEST	130		request_1	1590688560539	1590688560543	OK	 
REQUEST	112		Login	1590688560561	1590688560566	OK	 
REQUEST	112		request_4	1590688560567	1590688560573	OK	 
REQUEST	31		Authenticated	1590688560088	1590688560613	OK	 
REQUEST	31		Authenticated Redirect 1	1590688560614	1590688560624	OK	 
REQUEST	31		request_6	1590688560625	1590688560631	OK	 
USER	TransportesAcabados	131	START	1590688560701	1590688560701
REQUEST	131		Home	1590688560701	1590688560706	OK	 
REQUEST	131		request_1	1590688560707	1590688560712	OK	 
REQUEST	32		Authenticated	1590688560258	1590688560805	OK	 
REQUEST	113		Login	1590688560802	1590688560813	OK	 
REQUEST	32		Authenticated Redirect 1	1590688560806	1590688560816	OK	 
REQUEST	113		request_4	1590688560814	1590688560819	OK	 
REQUEST	32		request_6	1590688560817	1590688560821	OK	 
USER	TransportesAcabados	132	START	1590688560875	1590688560875
REQUEST	132		Home	1590688560876	1590688560881	OK	 
REQUEST	33		Authenticated	1590688560424	1590688560982	OK	 
USER	TransportesAcabados	133	START	1590688561030	1590688561030
REQUEST	114		Login	1590688560917	1590688561049	OK	 
REQUEST	132		request_1	1590688560882	1590688561068	OK	 
REQUEST	33		Authenticated Redirect 1	1590688560982	1590688561068	OK	 
REQUEST	133		Home	1590688561031	1590688561112	OK	 
REQUEST	34		Authenticated	1590688560581	1590688561120	OK	 
REQUEST	114		request_4	1590688561051	1590688561145	OK	 
REQUEST	33		request_6	1590688561069	1590688561156	OK	 
REQUEST	133		request_1	1590688561113	1590688561161	OK	 
REQUEST	115		Login	1590688561105	1590688561161	OK	 
REQUEST	34		Authenticated Redirect 1	1590688561121	1590688561176	OK	 
REQUEST	115		request_4	1590688561163	1590688561181	OK	 
USER	TransportesAcabados	134	START	1590688561182	1590688561182
REQUEST	34		request_6	1590688561177	1590688561199	OK	 
REQUEST	134		Home	1590688561182	1590688561202	OK	 
REQUEST	134		request_1	1590688561203	1590688561209	OK	 
REQUEST	35		Authenticated	1590688560756	1590688561259	OK	 
REQUEST	35		Authenticated Redirect 1	1590688561260	1590688561264	OK	 
REQUEST	35		request_6	1590688561265	1590688561278	OK	 
USER	TransportesAcabados	135	START	1590688561354	1590688561354
REQUEST	135		Home	1590688561354	1590688561362	OK	 
REQUEST	135		request_1	1590688561363	1590688561367	OK	 
REQUEST	116		Login	1590688561377	1590688561383	OK	 
REQUEST	116		request_4	1590688561385	1590688561395	OK	 
REQUEST	117		Login	1590688561401	1590688561406	OK	 
REQUEST	117		request_4	1590688561407	1590688561412	OK	 
REQUEST	36		Authenticated	1590688560922	1590688561460	OK	 
REQUEST	36		Authenticated Redirect 1	1590688561461	1590688561469	OK	 
REQUEST	36		request_6	1590688561470	1590688561477	OK	 
USER	TransportesAcabados	136	START	1590688561524	1590688561524
REQUEST	136		Home	1590688561525	1590688561530	OK	 
REQUEST	136		request_1	1590688561532	1590688561536	OK	 
REQUEST	118		Login	1590688561551	1590688561557	OK	 
REQUEST	118		request_4	1590688561559	1590688561564	OK	 
REQUEST	37		Authenticated	1590688561066	1590688561590	OK	 
REQUEST	37		Authenticated Redirect 1	1590688561591	1590688561608	OK	 
REQUEST	37		request_6	1590688561609	1590688561616	OK	 
USER	TransportesAcabados	137	START	1590688561688	1590688561688
REQUEST	137		Home	1590688561689	1590688561698	OK	 
REQUEST	137		request_1	1590688561698	1590688561703	OK	 
REQUEST	38		Authenticated	1590688561247	1590688561779	OK	 
REQUEST	38		Authenticated Redirect 1	1590688561780	1590688561788	OK	 
REQUEST	119		Login	1590688561783	1590688561788	OK	 
REQUEST	38		request_6	1590688561789	1590688561794	OK	 
REQUEST	119		request_4	1590688561789	1590688561794	OK	 
USER	TransportesAcabados	138	START	1590688561864	1590688561864
REQUEST	138		Home	1590688561865	1590688561872	OK	 
REQUEST	138		request_1	1590688561873	1590688561877	OK	 
REQUEST	120		Login	1590688561906	1590688561912	OK	 
REQUEST	120		request_4	1590688561913	1590688561919	OK	 
REQUEST	39		Authenticated	1590688561415	1590688561993	OK	 
REQUEST	39		Authenticated Redirect 1	1590688561994	1590688561998	OK	 
REQUEST	39		request_6	1590688561999	1590688562003	OK	 
USER	TransportesAcabados	139	START	1590688562023	1590688562023
REQUEST	139		Home	1590688562023	1590688562028	OK	 
REQUEST	139		request_1	1590688562029	1590688562054	OK	 
REQUEST	121		Login	1590688562072	1590688562077	OK	 
REQUEST	121		request_4	1590688562078	1590688562089	OK	 
REQUEST	40		Authenticated	1590688561571	1590688562156	OK	 
REQUEST	40		Authenticated Redirect 1	1590688562157	1590688562168	OK	 
REQUEST	40		request_6	1590688562169	1590688562173	OK	 
USER	TransportesAcabados	140	START	1590688562191	1590688562191
REQUEST	140		Home	1590688562191	1590688562203	OK	 
REQUEST	140		request_1	1590688562204	1590688562209	OK	 
REQUEST	122		Login	1590688562226	1590688562231	OK	 
REQUEST	122		request_4	1590688562232	1590688562237	OK	 
REQUEST	41		Authenticated	1590688561754	1590688562289	OK	 
REQUEST	41		Authenticated Redirect 1	1590688562290	1590688562296	OK	 
REQUEST	41		request_6	1590688562297	1590688562301	OK	 
USER	TransportesAcabados	141	START	1590688562360	1590688562360
REQUEST	141		Home	1590688562361	1590688562366	OK	 
REQUEST	141		request_1	1590688562367	1590688562372	OK	 
REQUEST	123		Login	1590688562384	1590688562389	OK	 
REQUEST	123		request_4	1590688562390	1590688562394	OK	 
REQUEST	42		Authenticated	1590688561914	1590688562427	OK	 
REQUEST	42		Authenticated Redirect 1	1590688562427	1590688562446	OK	 
REQUEST	42		request_6	1590688562447	1590688562452	OK	 
USER	TransportesAcabados	142	START	1590688562522	1590688562522
REQUEST	142		Home	1590688562522	1590688562528	OK	 
REQUEST	142		request_1	1590688562529	1590688562540	OK	 
REQUEST	124		Login	1590688562554	1590688562559	OK	 
REQUEST	124		request_4	1590688562560	1590688562565	OK	 
REQUEST	43		Authenticated	1590688562102	1590688562594	OK	 
REQUEST	43		Authenticated Redirect 1	1590688562595	1590688562600	OK	 
REQUEST	43		request_6	1590688562601	1590688562608	OK	 
USER	TransportesAcabados	143	START	1590688562694	1590688562694
