ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590689484225	 	3.3.1
REQUEST	445		Authenticated Redirect 1	1590689591207	1590689594095	OK	 
REQUEST	440		Authenticated Redirect 1	1590689590920	1590689594158	OK	 
REQUEST	497		Authenticated Redirect 1	1590689590923	1590689594170	OK	 
REQUEST	367		TransportesAcabados	1590689588691	1590689594170	OK	 
REQUEST	510		Authenticated	1590689590910	1590689594225	OK	 
REQUEST	479		Authenticated Redirect 1	1590689591041	1590689594226	OK	 
REQUEST	347		request_8	1590689589491	1590689594235	OK	 
REQUEST	457		request_6	1590689590718	1590689594235	OK	 
REQUEST	579		request_1	1590689589497	1590689594235	OK	 
REQUEST	354		request_8	1590689592729	1590689594235	OK	 
REQUEST	441		request_6	1590689590156	1590689594235	OK	 
REQUEST	451		Authenticated Redirect 1	1590689590366	1590689594264	OK	 
REQUEST	506		Authenticated	1590689590833	1590689594278	OK	 
REQUEST	365		TransportesAcabados	1590689588353	1590689594278	OK	 
REQUEST	375		request_8	1590689592951	1590689594315	OK	 
REQUEST	364		request_8	1590689592953	1590689594320	OK	 
REQUEST	498		request_6	1590689592035	1590689594323	OK	 
REQUEST	368		TransportesAcabados	1590689588528	1590689594325	OK	 
REQUEST	491		Authenticated Redirect 1	1590689590266	1590689594332	OK	 
REQUEST	469		Authenticated Redirect 1	1590689590265	1590689594334	OK	 
REQUEST	484		Authenticated Redirect 1	1590689590267	1590689594334	OK	 
REQUEST	485		Authenticated Redirect 1	1590689590267	1590689594336	OK	 
REQUEST	366		request_8	1590689590924	1590689594336	OK	 
REQUEST	493		Authenticated Redirect 1	1590689590167	1590689594339	OK	 
REQUEST	440		request_6	1590689594158	1590689594340	OK	 
REQUEST	467		request_6	1590689593488	1590689594342	OK	 
REQUEST	589		request_1	1590689590925	1590689594342	OK	 
REQUEST	493		request_6	1590689594339	1590689594343	OK	 
REQUEST	367		request_8	1590689594171	1590689594343	OK	 
REQUEST	372		request_8	1590689592101	1590689594345	OK	 
REQUEST	494		request_6	1590689592102	1590689594347	OK	 
REQUEST	499		Authenticated Redirect 1	1590689591292	1590689594347	OK	 
REQUEST	470		request_6	1590689593142	1590689594352	OK	 
REQUEST	472		request_6	1590689592106	1590689594355	OK	 
REQUEST	383		TransportesAcabados	1590689591319	1590689594360	OK	 
REQUEST	507		Authenticated Redirect 1	1590689593150	1590689594365	OK	 
REQUEST	504		Authenticated Redirect 1	1590689593513	1590689594370	OK	 
REQUEST	444		request_6	1590689593514	1590689594371	OK	 
REQUEST	504		request_6	1590689594371	1590689594376	OK	 
REQUEST	515		Authenticated	1590689591227	1590689594377	OK	 
REQUEST	515		Authenticated Redirect 1	1590689594377	1590689594381	OK	 
REQUEST	492		Authenticated Redirect 1	1590689590647	1590689594382	OK	 
REQUEST	505		Authenticated Redirect 1	1590689592997	1590689594384	OK	 
REQUEST	492		request_6	1590689594383	1590689594387	OK	 
REQUEST	496		request_6	1590689592695	1590689594388	OK	 
REQUEST	510		Authenticated Redirect 1	1590689594225	1590689594392	OK	 
REQUEST	516		Authenticated	1590689591227	1590689594393	OK	 
REQUEST	479		request_6	1590689594226	1590689594398	OK	 
REQUEST	582		request_1	1590689590718	1590689594398	OK	 
REQUEST	477		request_6	1590689593517	1590689594402	OK	 
REQUEST	599		request_1	1590689592725	1590689594408	OK	 
REQUEST	489		request_6	1590689592727	1590689594408	OK	 
REQUEST	450		request_6	1590689590721	1590689594409	OK	 
REQUEST	449		request_6	1590689592730	1590689594413	OK	 
REQUEST	478		request_6	1590689593544	1590689594415	OK	 
REQUEST	566		request_4	1590689585551	1590689594415	OK	 
REQUEST	596		request_1	1590689585820	1590689594417	OK	 
REQUEST	577		Login	1590689593173	1590689594418	OK	 
REQUEST	576		request_1	1590689590157	1590689594419	OK	 
REQUEST	442		request_6	1590689591372	1590689594420	OK	 
REQUEST	480		Authenticated Redirect 1	1590689591090	1590689594460	OK	 
REQUEST	519		Authenticated	1590689591241	1590689594462	OK	 
REQUEST	575		request_4	1590689593446	1590689594473	OK	 
REQUEST	350		request_8	1590689594079	1590689594475	OK	 
REQUEST	523		Authenticated	1590689591994	1590689594476	OK	 
REQUEST	463		request_6	1590689592831	1590689594478	OK	 
REQUEST	518		Authenticated	1590689591227	1590689594479	OK	 
REQUEST	506		Authenticated Redirect 1	1590689594278	1590689594480	OK	 
REQUEST	511		Authenticated	1590689591088	1590689594483	OK	 
REQUEST	518		Authenticated Redirect 1	1590689594479	1590689594486	OK	 
REQUEST	500		Authenticated Redirect 1	1590689591998	1590689594487	OK	 
REQUEST	500		request_6	1590689594488	1590689594492	OK	 
REQUEST	465		request_6	1590689592828	1590689594494	OK	 
REQUEST	483		request_6	1590689592827	1590689594494	OK	 
REQUEST	381		request_8	1590689593475	1590689594502	OK	 
REQUEST	370		request_8	1590689592025	1590689594505	OK	 
REQUEST	374		request_8	1590689592954	1590689594510	OK	 
REQUEST	361		request_8	1590689592962	1590689594514	OK	 
REQUEST	482		Authenticated Redirect 1	1590689590265	1590689594516	OK	 
REQUEST	358		request_8	1590689591464	1590689594519	OK	 
REQUEST	490		Authenticated Redirect 1	1590689590897	1590689594519	OK	 
REQUEST	376		request_8	1590689592962	1590689594520	OK	 
REQUEST	581		request_4	1590689592083	1590689594520	OK	 
REQUEST	368		request_8	1590689594325	1590689594524	OK	 
REQUEST	513		Authenticated Redirect 1	1590689592083	1590689594524	OK	 
REQUEST	371		request_8	1590689593124	1590689594524	OK	 
REQUEST	495		Authenticated Redirect 1	1590689590267	1590689594526	OK	 
REQUEST	473		Authenticated Redirect 1	1590689590920	1590689594530	OK	 
REQUEST	485		request_6	1590689594336	1590689594533	OK	 
REQUEST	503		Authenticated	1590689591094	1590689594534	OK	 
REQUEST	473		request_6	1590689594530	1590689594535	OK	 
REQUEST	471		Authenticated Redirect 1	1590689590923	1590689594537	OK	 
REQUEST	598		request_1	1590689591936	1590689594538	OK	 
REQUEST	487		Authenticated Redirect 1	1590689592106	1590689594539	OK	 
REQUEST	594		request_1	1590689590664	1590689594540	OK	 
REQUEST	468		request_6	1590689592996	1590689594541	OK	 
REQUEST	369		request_8	1590689593487	1590689594543	OK	 
REQUEST	424		request_6	1590689593181	1590689594543	OK	 
REQUEST	355		TransportesAcabados	1590689586829	1590689594543	OK	 
REQUEST	512		Authenticated	1590689591171	1590689595377	OK	 
REQUEST	524		Authenticated	1590689591974	1590689595377	OK	 
REQUEST	597		request_1	1590689592992	1590689595377	OK	 
REQUEST	481		Authenticated Redirect 1	1590689590729	1590689595407	OK	 
REQUEST	517		Authenticated	1590689591021	1590689595407	OK	 
REQUEST	360		TransportesAcabados	1590689587718	1590689595411	OK	 
REQUEST	519		Authenticated Redirect 1	1590689594462	1590689595412	OK	 
REQUEST	365		request_8	1590689594279	1590689595435	OK	 
REQUEST	518		request_6	1590689594487	1590689595435	OK	 
REQUEST	520		Authenticated Redirect 1	1590689593472	1590689595443	OK	 
REQUEST	445		request_6	1590689594095	1590689595443	OK	 
REQUEST	362		request_8	1590689593478	1590689595444	OK	 
REQUEST	475		Authenticated Redirect 1	1590689591259	1590689595450	OK	 
REQUEST	476		Authenticated Redirect 1	1590689590668	1590689595462	OK	 
REQUEST	574		Login	1590689588967	1590689595706	OK	 
REQUEST	378		request_8	1590689593004	1590689595707	OK	 
REQUEST	502		Authenticated Redirect 1	1590689592743	1590689595707	OK	 
REQUEST	351		request_8	1590689592025	1590689595711	OK	 
REQUEST	516		Authenticated Redirect 1	1590689594394	1590689595721	OK	 
REQUEST	501		Authenticated Redirect 1	1590689592005	1590689595807	OK	 
REQUEST	588		request_1	1590689590168	1590689595807	OK	 
REQUEST	486		Authenticated Redirect 1	1590689590924	1590689595814	OK	 
REQUEST	384		TransportesAcabados	1590689588527	1590689595835	OK	 
REQUEST	514		Authenticated Redirect 1	1590689593472	1590689595838	OK	 
REQUEST	491		request_6	1590689594332	1590689595839	OK	 
REQUEST	497		request_6	1590689594170	1590689596025	OK	 
REQUEST	427		request_6	1590689590640	1590689596029	OK	 
REQUEST	432		request_6	1590689591959	1590689596034	OK	 
REQUEST	577		request_4	1590689594418	1590689596034	OK	 
REQUEST	503		Authenticated Redirect 1	1590689594534	1590689596035	OK	 
REQUEST	593		request_1	1590689592992	1590689596039	OK	 
REQUEST	460		request_6	1590689592995	1590689596039	OK	 
REQUEST	353		request_8	1590689590752	1590689596291	OK	 
REQUEST	484		request_6	1590689594335	1590689596299	OK	 
REQUEST	510		request_6	1590689594393	1590689596306	OK	 
REQUEST	509		Authenticated	1590689590881	1590689596391	OK	 
REQUEST	461		Authenticated Redirect 1	1590689590366	1590689596427	OK	 
REQUEST	379		request_8	1590689593462	1590689596458	OK	 
REQUEST	482		request_6	1590689594516	1590689596458	OK	 
REQUEST	480		request_6	1590689594461	1590689596458	OK	 
REQUEST	471		request_6	1590689594537	1590689596463	OK	 
USER	TransportesAcabados	337	END	1590689541833	1590689596515
REQUEST	508		Authenticated	1590689590937	1590689596569	OK	 
REQUEST	538		Authenticated	1590689594126	1590689596580	OK	 
REQUEST	357		request_8	1590689590729	1590689596599	OK	 
REQUEST	591		request_1	1590689592988	1590689596882	OK	 
REQUEST	499		request_6	1590689594348	1590689597035	OK	 
REQUEST	534		Authenticated	1590689594196	1590689597041	OK	 
REQUEST	530		Authenticated	1590689592705	1590689597048	OK	 
REQUEST	528		Authenticated	1590689593350	1590689597048	OK	 
REQUEST	377		TransportesAcabados	1590689594436	1590689597062	OK	 
REQUEST	529		Authenticated	1590689594135	1590689597071	OK	 
REQUEST	352		request_8	1590689593555	1590689597086	OK	 
REQUEST	527		Authenticated	1590689594078	1590689597106	OK	 
REQUEST	507		request_6	1590689594365	1590689597107	OK	 
REQUEST	383		request_8	1590689594360	1590689597107	OK	 
REQUEST	487		request_6	1590689594539	1590689597107	OK	 
REQUEST	373		TransportesAcabados	1590689591171	1590689597109	OK	 
REQUEST	543		Authenticated	1590689594544	1590689597110	OK	 
USER	TransportesAcabados	342	END	1590689542662	1590689597131
REQUEST	517		Authenticated Redirect 1	1590689595407	1590689597134	OK	 
REQUEST	363		request_8	1590689593185	1590689597139	OK	 
REQUEST	526		Authenticated	1590689593791	1590689597140	OK	 
REQUEST	511		Authenticated Redirect 1	1590689594484	1590689597145	OK	 
REQUEST	495		request_6	1590689594527	1590689597146	OK	 
REQUEST	469		request_6	1590689594335	1590689597146	OK	 
REQUEST	542		Authenticated	1590689594544	1590689597146	OK	 
REQUEST	533		Authenticated	1590689593789	1590689597156	OK	 
REQUEST	531		Authenticated	1590689594126	1590689597156	OK	 
REQUEST	392		TransportesAcabados	1590689594681	1590689597157	OK	 
REQUEST	521		Authenticated	1590689594077	1590689597157	OK	 
REQUEST	512		Authenticated Redirect 1	1590689595377	1590689597164	OK	 
REQUEST	524		Authenticated Redirect 1	1590689595377	1590689597165	OK	 
REQUEST	481		request_6	1590689595407	1590689597172	OK	 
REQUEST	490		request_6	1590689594520	1590689597182	OK	 
REQUEST	523		Authenticated Redirect 1	1590689594476	1590689597182	OK	 
REQUEST	515		request_6	1590689594382	1590689597187	OK	 
USER	TransportesAcabados	338	END	1590689542014	1590689597249
REQUEST	580		Login	1590689593757	1590689597253	OK	 
REQUEST	359		request_8	1590689593182	1590689597257	OK	 
REQUEST	403		TransportesAcabados	1590689596266	1590689597262	OK	 
REQUEST	522		Authenticated	1590689594054	1590689597294	OK	 
REQUEST	514		request_6	1590689595839	1590689597326	OK	 
REQUEST	513		request_6	1590689594524	1590689597326	OK	 
REQUEST	476		request_6	1590689595463	1590689597327	OK	 
REQUEST	501		request_6	1590689595808	1590689597343	OK	 
REQUEST	584		Login	1590689595751	1590689597343	OK	 
REQUEST	355		request_8	1590689594544	1590689597344	OK	 
REQUEST	399		TransportesAcabados	1590689595292	1590689597381	OK	 
REQUEST	486		request_6	1590689595814	1590689597381	OK	 
REQUEST	512		request_6	1590689597164	1590689597399	OK	 
REQUEST	538		Authenticated Redirect 1	1590689596580	1590689597405	OK	 
REQUEST	377		request_8	1590689597062	1590689597408	OK	 
REQUEST	536		Authenticated	1590689594544	1590689597449	OK	 
REQUEST	451		request_6	1590689594264	1590689597450	OK	 
REQUEST	536		Authenticated Redirect 1	1590689597449	1590689597462	OK	 
REQUEST	506		request_6	1590689594481	1590689597463	OK	 
REQUEST	522		Authenticated Redirect 1	1590689597295	1590689597466	OK	 
REQUEST	511		request_6	1590689597146	1590689597474	OK	 
REQUEST	387		TransportesAcabados	1590689595901	1590689597479	OK	 
REQUEST	475		request_6	1590689595451	1590689597480	OK	 
REQUEST	526		Authenticated Redirect 1	1590689597140	1590689597483	OK	 
REQUEST	574		request_4	1590689595706	1590689597484	OK	 
REQUEST	505		request_6	1590689594384	1590689597487	OK	 
REQUEST	526		request_6	1590689597484	1590689597495	OK	 
REQUEST	578		Login	1590689595752	1590689597496	OK	 
REQUEST	385		TransportesAcabados	1590689594681	1590689597496	OK	 
REQUEST	600		Login	1590689596561	1590689597503	OK	 
REQUEST	529		Authenticated Redirect 1	1590689597072	1590689597512	OK	 
REQUEST	585		Login	1590689596084	1590689597513	OK	 
REQUEST	587		Login	1590689596069	1590689597517	OK	 
REQUEST	519		request_6	1590689595413	1590689597519	OK	 
REQUEST	461		request_6	1590689596428	1590689597525	OK	 
REQUEST	520		request_6	1590689595444	1590689597528	OK	 
REQUEST	384		request_8	1590689595836	1590689597528	OK	 
REQUEST	527		Authenticated Redirect 1	1590689597106	1590689597528	OK	 
REQUEST	532		Authenticated	1590689594077	1590689597529	OK	 
REQUEST	503		request_6	1590689596035	1590689597531	OK	 
REQUEST	521		Authenticated Redirect 1	1590689597157	1590689597537	OK	 
REQUEST	524		request_6	1590689597165	1590689597548	OK	 
REQUEST	536		request_6	1590689597463	1590689597548	OK	 
REQUEST	382		TransportesAcabados	1590689596301	1590689597548	OK	 
REQUEST	392		request_8	1590689597158	1590689597697	OK	 
REQUEST	587		request_4	1590689597518	1590689597697	OK	 
REQUEST	373		request_8	1590689597109	1590689597705	OK	 
REQUEST	580		request_4	1590689597254	1590689597705	OK	 
REQUEST	387		request_8	1590689597479	1590689597707	OK	 
REQUEST	584		request_4	1590689597344	1590689597706	OK	 
REQUEST	532		Authenticated Redirect 1	1590689597530	1590689597707	OK	 
REQUEST	509		Authenticated Redirect 1	1590689596391	1590689597708	OK	 
REQUEST	538		request_6	1590689597406	1590689597708	OK	 
REQUEST	508		Authenticated Redirect 1	1590689596569	1590689597709	OK	 
REQUEST	542		Authenticated Redirect 1	1590689597147	1590689597709	OK	 
REQUEST	529		request_6	1590689597513	1590689597709	OK	 
REQUEST	528		Authenticated Redirect 1	1590689597048	1590689597714	OK	 
REQUEST	534		Authenticated Redirect 1	1590689597041	1590689597714	OK	 
REQUEST	399		request_8	1590689597382	1590689597714	OK	 
REQUEST	533		Authenticated Redirect 1	1590689597156	1590689597714	OK	 
REQUEST	403		request_8	1590689597263	1590689597740	OK	 
REQUEST	600		request_4	1590689597504	1590689597740	OK	 
REQUEST	586		Login	1590689596070	1590689597740	OK	 
REQUEST	590		Login	1590689595156	1590689597740	OK	 
REQUEST	592		Login	1590689596187	1590689597740	OK	 
REQUEST	521		request_6	1590689597538	1590689597740	OK	 
REQUEST	595		Login	1590689596599	1590689597743	OK	 
REQUEST	579		Login	1590689597249	1590689597744	OK	 
REQUEST	531		Authenticated Redirect 1	1590689597156	1590689597744	OK	 
REQUEST	543		Authenticated Redirect 1	1590689597110	1590689597745	OK	 
REQUEST	517		request_6	1590689597134	1590689597748	OK	 
REQUEST	522		request_6	1590689597466	1590689597748	OK	 
REQUEST	385		request_8	1590689597497	1590689597748	OK	 
REQUEST	360		request_8	1590689595411	1590689597778	OK	 
REQUEST	516		request_6	1590689595722	1590689597778	OK	 
REQUEST	382		request_8	1590689597549	1590689597778	OK	 
REQUEST	502		request_6	1590689595708	1590689597781	OK	 
REQUEST	527		request_6	1590689597529	1590689597781	OK	 
REQUEST	530		Authenticated Redirect 1	1590689597048	1590689597782	OK	 
REQUEST	583		Login	1590689596186	1590689597803	OK	 
REQUEST	525		Authenticated	1590689594200	1590689597877	OK	 
REQUEST	523		request_6	1590689597183	1590689597878	OK	 
REQUEST	534		request_6	1590689597714	1590689597878	OK	 
REQUEST	585		request_4	1590689597514	1590689597879	OK	 
REQUEST	578		request_4	1590689597497	1590689597880	OK	 
REQUEST	598		Login	1590689597573	1590689597888	OK	 
REQUEST	599		Login	1590689597571	1590689597897	OK	 
REQUEST	576		Login	1590689597571	1590689597911	OK	 
REQUEST	541		Authenticated	1590689596598	1590689597937	OK	 
REQUEST	525		Authenticated Redirect 1	1590689597878	1590689597937	OK	 
REQUEST	594		Login	1590689597573	1590689597937	OK	 
REQUEST	409		TransportesAcabados	1590689597572	1590689597938	OK	 
REQUEST	590		request_4	1590689597740	1590689597942	OK	 
REQUEST	532		request_6	1590689597708	1590689597946	OK	 
REQUEST	530		request_6	1590689597782	1590689597958	OK	 
REQUEST	405		TransportesAcabados	1590689597658	1590689597959	OK	 
REQUEST	390		TransportesAcabados	1590689597573	1590689597966	OK	 
REQUEST	586		request_4	1590689597740	1590689597966	OK	 
REQUEST	509		request_6	1590689597708	1590689597967	OK	 
REQUEST	508		request_6	1590689597710	1590689597967	OK	 
REQUEST	533		request_6	1590689597715	1590689597968	OK	 
REQUEST	589		Login	1590689597568	1590689597972	OK	 
REQUEST	579		request_4	1590689597744	1590689597972	OK	 
REQUEST	582		Login	1590689597570	1590689597972	OK	 
REQUEST	396		TransportesAcabados	1590689597623	1590689597974	OK	 
REQUEST	595		request_4	1590689597744	1590689597973	OK	 
REQUEST	592		request_4	1590689597740	1590689597975	OK	 
REQUEST	528		request_6	1590689597714	1590689597976	OK	 
REQUEST	583		request_4	1590689597803	1590689597976	OK	 
REQUEST	550		Authenticated	1590689594544	1590689597987	OK	 
REQUEST	391		TransportesAcabados	1590689597760	1590689597996	OK	 
REQUEST	390		request_8	1590689597967	1590689597997	OK	 
REQUEST	388		TransportesAcabados	1590689597798	1590689598007	OK	 
REQUEST	543		request_6	1590689597745	1590689598007	OK	 
REQUEST	525		request_6	1590689597938	1590689598022	OK	 
REQUEST	596		Login	1590689597571	1590689598030	OK	 
REQUEST	598		request_4	1590689597889	1590689598039	OK	 
REQUEST	542		request_6	1590689597710	1590689598040	OK	 
REQUEST	531		request_6	1590689597744	1590689598040	OK	 
REQUEST	409		request_8	1590689597938	1590689598043	OK	 
REQUEST	550		Authenticated Redirect 1	1590689597987	1590689598044	OK	 
REQUEST	405		request_8	1590689597959	1590689598049	OK	 
REQUEST	380		TransportesAcabados	1590689597973	1590689598057	OK	 
REQUEST	394		TransportesAcabados	1590689597936	1590689598060	OK	 
REQUEST	541		Authenticated Redirect 1	1590689597937	1590689598066	OK	 
REQUEST	599		request_4	1590689597897	1590689598070	OK	 
REQUEST	589		request_4	1590689597973	1590689598074	OK	 
REQUEST	576		request_4	1590689597912	1590689598077	OK	 
REQUEST	391		request_8	1590689597996	1590689598085	OK	 
REQUEST	582		request_4	1590689597973	1590689598085	OK	 
REQUEST	406		TransportesAcabados	1590689598021	1590689598086	OK	 
REQUEST	388		request_8	1590689598007	1590689598087	OK	 
REQUEST	396		request_8	1590689597974	1590689598087	OK	 
REQUEST	398		TransportesAcabados	1590689598004	1590689598087	OK	 
REQUEST	596		request_4	1590689598031	1590689598097	OK	 
REQUEST	594		request_4	1590689597938	1590689598098	OK	 
REQUEST	380		request_8	1590689598058	1590689598099	OK	 
REQUEST	386		TransportesAcabados	1590689598061	1590689598110	OK	 
REQUEST	550		request_6	1590689598044	1590689598110	OK	 
REQUEST	397		TransportesAcabados	1590689598081	1590689598111	OK	 
REQUEST	394		request_8	1590689598061	1590689598111	OK	 
REQUEST	541		request_6	1590689598066	1590689598111	OK	 
REQUEST	398		request_8	1590689598088	1590689598111	OK	 
REQUEST	406		request_8	1590689598086	1590689598112	OK	 
REQUEST	386		request_8	1590689598111	1590689598123	OK	 
REQUEST	389		TransportesAcabados	1590689598061	1590689598123	OK	 
REQUEST	397		request_8	1590689598111	1590689598127	OK	 
REQUEST	389		request_8	1590689598123	1590689598135	OK	 
REQUEST	395		TransportesAcabados	1590689598126	1590689598144	OK	 
REQUEST	395		request_8	1590689598145	1590689598155	OK	 
REQUEST	401		TransportesAcabados	1590689598156	1590689598168	OK	 
REQUEST	401		request_8	1590689598168	1590689598181	OK	 
REQUEST	558		Authenticated	1590689597283	1590689598240	OK	 
REQUEST	558		Authenticated Redirect 1	1590689598240	1590689598244	OK	 
REQUEST	558		request_6	1590689598245	1590689598250	OK	 
REQUEST	420		TransportesAcabados	1590689598257	1590689598269	OK	 
REQUEST	404		TransportesAcabados	1590689598267	1590689598282	OK	 
REQUEST	420		request_8	1590689598269	1590689598292	OK	 
REQUEST	413		TransportesAcabados	1590689598273	1590689598292	OK	 
REQUEST	407		TransportesAcabados	1590689598275	1590689598302	OK	 
REQUEST	404		request_8	1590689598283	1590689598310	OK	 
REQUEST	393		TransportesAcabados	1590689598311	1590689598325	OK	 
REQUEST	413		request_8	1590689598293	1590689598325	OK	 
REQUEST	407		request_8	1590689598303	1590689598325	OK	 
REQUEST	418		TransportesAcabados	1590689598311	1590689598325	OK	 
REQUEST	422		TransportesAcabados	1590689598311	1590689598352	OK	 
REQUEST	417		TransportesAcabados	1590689598312	1590689598353	OK	 
REQUEST	393		request_8	1590689598325	1590689598353	OK	 
REQUEST	402		TransportesAcabados	1590689598311	1590689598359	OK	 
REQUEST	411		TransportesAcabados	1590689598311	1590689598362	OK	 
REQUEST	421		TransportesAcabados	1590689598326	1590689598367	OK	 
REQUEST	400		TransportesAcabados	1590689598326	1590689598370	OK	 
REQUEST	418		request_8	1590689598326	1590689598372	OK	 
REQUEST	417		request_8	1590689598353	1590689598372	OK	 
REQUEST	422		request_8	1590689598353	1590689598373	OK	 
REQUEST	411		request_8	1590689598362	1590689598383	OK	 
REQUEST	410		TransportesAcabados	1590689598357	1590689598384	OK	 
REQUEST	408		TransportesAcabados	1590689598357	1590689598384	OK	 
REQUEST	423		TransportesAcabados	1590689598351	1590689598407	OK	 
REQUEST	412		TransportesAcabados	1590689598358	1590689598415	OK	 
REQUEST	415		TransportesAcabados	1590689598374	1590689598415	OK	 
REQUEST	400		request_8	1590689598371	1590689598416	OK	 
REQUEST	410		request_8	1590689598385	1590689598417	OK	 
REQUEST	402		request_8	1590689598359	1590689598419	OK	 
REQUEST	419		TransportesAcabados	1590689598375	1590689598419	OK	 
REQUEST	408		request_8	1590689598385	1590689598420	OK	 
REQUEST	597		Login	1590689598406	1590689598420	OK	 
REQUEST	416		TransportesAcabados	1590689598357	1590689598420	OK	 
REQUEST	421		request_8	1590689598367	1590689598421	OK	 
REQUEST	414		TransportesAcabados	1590689598358	1590689598421	OK	 
REQUEST	416		request_8	1590689598421	1590689598430	OK	 
REQUEST	419		request_8	1590689598420	1590689598434	OK	 
REQUEST	415		request_8	1590689598416	1590689598437	OK	 
REQUEST	597		request_4	1590689598420	1590689598438	OK	 
REQUEST	414		request_8	1590689598422	1590689598439	OK	 
REQUEST	412		request_8	1590689598416	1590689598440	OK	 
REQUEST	423		request_8	1590689598407	1590689598440	OK	 
USER	TransportesAcabados	333	END	1590689541180	1590689598878
REQUEST	588		Login	1590689598841	1590689598878	OK	 
REQUEST	540		Authenticated	1590689598146	1590689598898	OK	 
USER	TransportesAcabados	340	END	1590689542338	1590689598910
REQUEST	588		request_4	1590689598879	1590689598918	OK	 
REQUEST	540		Authenticated Redirect 1	1590689598898	1590689598922	OK	 
USER	TransportesAcabados	336	END	1590689541661	1590689598987
REQUEST	537		Authenticated	1590689598439	1590689599425	OK	 
REQUEST	593		Login	1590689599060	1590689599474	OK	 
USER	TransportesAcabados	343	END	1590689542826	1590689599749
USER	TransportesAcabados	356	END	1590689545006	1590689599760
USER	TransportesAcabados	349	END	1590689543861	1590689599782
USER	TransportesAcabados	335	END	1590689541500	1590689599970
USER	TransportesAcabados	344	END	1590689542998	1590689600010
USER	TransportesAcabados	339	END	1590689542178	1590689600011
USER	TransportesAcabados	348	END	1590689543681	1590689600043
USER	TransportesAcabados	346	END	1590689543325	1590689600044
REQUEST	549		Authenticated	1590689598773	1590689600111	OK	 
REQUEST	548		Authenticated	1590689598808	1590689600112	OK	 
USER	TransportesAcabados	341	END	1590689542495	1590689600161
REQUEST	548		Authenticated Redirect 1	1590689600112	1590689600165	OK	 
REQUEST	540		request_6	1590689598922	1590689600166	OK	 
REQUEST	548		request_6	1590689600166	1590689600172	OK	 
REQUEST	556		Authenticated	1590689598795	1590689600172	OK	 
REQUEST	591		Login	1590689599914	1590689600178	OK	 
REQUEST	563		Authenticated	1590689598938	1590689600179	OK	 
REQUEST	551		Authenticated	1590689598911	1590689600183	OK	 
REQUEST	535		Authenticated	1590689598938	1590689600184	OK	 
REQUEST	547		Authenticated	1590689598966	1590689600184	OK	 
REQUEST	553		Authenticated	1590689598966	1590689600184	OK	 
REQUEST	537		Authenticated Redirect 1	1590689599425	1590689600191	OK	 
REQUEST	549		Authenticated Redirect 1	1590689600112	1590689600192	OK	 
REQUEST	593		request_4	1590689599475	1590689600193	OK	 
REQUEST	552		Authenticated	1590689598938	1590689600194	OK	 
REQUEST	535		Authenticated Redirect 1	1590689600184	1590689600203	OK	 
REQUEST	537		request_6	1590689600191	1590689600208	OK	 
REQUEST	563		Authenticated Redirect 1	1590689600179	1590689600217	OK	 
REQUEST	591		request_4	1590689600179	1590689600223	OK	 
REQUEST	551		Authenticated Redirect 1	1590689600183	1590689600227	OK	 
REQUEST	549		request_6	1590689600192	1590689600227	OK	 
REQUEST	547		Authenticated Redirect 1	1590689600184	1590689600231	OK	 
REQUEST	553		Authenticated Redirect 1	1590689600185	1590689600235	OK	 
REQUEST	535		request_6	1590689600204	1590689600236	OK	 
REQUEST	563		request_6	1590689600217	1590689600244	OK	 
REQUEST	556		Authenticated Redirect 1	1590689600172	1590689600247	OK	 
REQUEST	547		request_6	1590689600232	1590689600247	OK	 
REQUEST	553		request_6	1590689600235	1590689600248	OK	 
REQUEST	551		request_6	1590689600228	1590689600251	OK	 
REQUEST	552		Authenticated Redirect 1	1590689600194	1590689600252	OK	 
REQUEST	556		request_6	1590689600248	1590689600255	OK	 
REQUEST	552		request_6	1590689600252	1590689600259	OK	 
REQUEST	429		TransportesAcabados	1590689600353	1590689600363	OK	 
REQUEST	431		TransportesAcabados	1590689600353	1590689600363	OK	 
REQUEST	431		request_8	1590689600363	1590689600375	OK	 
REQUEST	429		request_8	1590689600363	1590689600375	OK	 
REQUEST	430		TransportesAcabados	1590689600375	1590689600386	OK	 
REQUEST	439		TransportesAcabados	1590689600375	1590689600386	OK	 
REQUEST	437		TransportesAcabados	1590689600375	1590689600395	OK	 
REQUEST	439		request_8	1590689600386	1590689600402	OK	 
REQUEST	430		request_8	1590689600386	1590689600402	OK	 
REQUEST	437		request_8	1590689600396	1590689600406	OK	 
REQUEST	433		TransportesAcabados	1590689600375	1590689600411	OK	 
REQUEST	433		request_8	1590689600411	1590689600422	OK	 
REQUEST	425		TransportesAcabados	1590689600481	1590689600490	OK	 
REQUEST	425		request_8	1590689600490	1590689600498	OK	 
REQUEST	565		Authenticated	1590689598966	1590689600727	OK	 
REQUEST	544		Authenticated	1590689598966	1590689600729	OK	 
REQUEST	565		Authenticated Redirect 1	1590689600727	1590689600732	OK	 
REQUEST	544		Authenticated Redirect 1	1590689600729	1590689600733	OK	 
REQUEST	565		request_6	1590689600732	1590689600738	OK	 
