ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCursosDisponibles	vercursosdisponibles	1591032725147	 	3.3.1
USER	VerCursosDisponibles	168	START	1591032740309	1591032740309
REQUEST	168		Home	1591032740310	1591032740315	OK	 
REQUEST	108		IniciarSesion	1591032740321	1591032740325	OK	 
USER	VerCursosDisponibles	169	START	1591032740385	1591032740385
REQUEST	169		Home	1591032740386	1591032740389	OK	 
REQUEST	109		IniciarSesion	1591032740396	1591032740399	OK	 
USER	VerCursosDisponibles	170	START	1591032740478	1591032740478
REQUEST	170		Home	1591032740478	1591032740482	OK	 
REQUEST	110		IniciarSesion	1591032740499	1591032740501	OK	 
USER	VerCursosDisponibles	171	START	1591032740556	1591032740556
REQUEST	171		Home	1591032740557	1591032740560	OK	 
REQUEST	111		IniciarSesion	1591032740580	1591032740583	OK	 
USER	VerCursosDisponibles	172	START	1591032740647	1591032740647
REQUEST	172		Home	1591032740648	1591032740651	OK	 
REQUEST	112		IniciarSesion	1591032740658	1591032740661	OK	 
USER	VerCursosDisponibles	173	START	1591032740727	1591032740727
REQUEST	173		Home	1591032740728	1591032740731	OK	 
REQUEST	113		IniciarSesion	1591032740738	1591032740741	OK	 
USER	VerCursosDisponibles	174	START	1591032740805	1591032740805
REQUEST	174		Home	1591032740806	1591032740810	OK	 
REQUEST	114		IniciarSesion	1591032740827	1591032740831	OK	 
USER	VerCursosDisponibles	175	START	1591032740896	1591032740896
REQUEST	175		Home	1591032740896	1591032740904	OK	 
REQUEST	115		IniciarSesion	1591032740918	1591032740924	OK	 
USER	VerCursosDisponibles	176	START	1591032740975	1591032740975
REQUEST	176		Home	1591032740976	1591032740980	OK	 
REQUEST	116		IniciarSesion	1591032740996	1591032741000	OK	 
USER	VerCursosDisponibles	177	START	1591032741055	1591032741055
REQUEST	177		Home	1591032741056	1591032741059	OK	 
REQUEST	117		IniciarSesion	1591032741077	1591032741080	OK	 
USER	VerCursosDisponibles	178	START	1591032741145	1591032741145
REQUEST	178		Home	1591032741146	1591032741149	OK	 
REQUEST	118		IniciarSesion	1591032741156	1591032741159	OK	 
USER	VerCursosDisponibles	179	START	1591032741225	1591032741225
REQUEST	179		Home	1591032741226	1591032741229	OK	 
REQUEST	119		IniciarSesion	1591032741238	1591032741241	OK	 
USER	VerCursosDisponibles	180	START	1591032741308	1591032741308
REQUEST	180		Home	1591032741309	1591032741312	OK	 
REQUEST	120		IniciarSesion	1591032741340	1591032741343	OK	 
USER	VerCursosDisponibles	181	START	1591032741398	1591032741398
REQUEST	181		Home	1591032741399	1591032741402	OK	 
REQUEST	121		IniciarSesion	1591032741398	1591032741402	OK	 
USER	VerCursosDisponibles	182	START	1591032741478	1591032741478
REQUEST	182		Home	1591032741478	1591032741483	OK	 
REQUEST	122		IniciarSesion	1591032741489	1591032741493	OK	 
USER	VerCursosDisponibles	183	START	1591032741559	1591032741559
REQUEST	183		Home	1591032741559	1591032741563	OK	 
REQUEST	123		IniciarSesion	1591032741581	1591032741584	OK	 
USER	VerCursosDisponibles	184	START	1591032741640	1591032741640
REQUEST	184		Home	1591032741640	1591032741643	OK	 
REQUEST	124		IniciarSesion	1591032741660	1591032741663	OK	 
USER	VerCursosDisponibles	185	START	1591032741728	1591032741728
REQUEST	185		Home	1591032741728	1591032741732	OK	 
REQUEST	125		IniciarSesion	1591032741739	1591032741742	OK	 
USER	VerCursosDisponibles	186	START	1591032741806	1591032741806
REQUEST	186		Home	1591032741806	1591032741810	OK	 
REQUEST	126		IniciarSesion	1591032741839	1591032741843	OK	 
USER	VerCursosDisponibles	187	START	1591032741885	1591032741885
REQUEST	187		Home	1591032741886	1591032741891	OK	 
REQUEST	127		IniciarSesion	1591032741909	1591032741913	OK	 
USER	VerCursosDisponibles	188	START	1591032741980	1591032741980
REQUEST	188		Home	1591032741981	1591032741989	OK	 
REQUEST	128		IniciarSesion	1591032741990	1591032741993	OK	 
USER	VerCursosDisponibles	189	START	1591032742058	1591032742058
REQUEST	189		Home	1591032742058	1591032742063	OK	 
REQUEST	129		IniciarSesion	1591032742069	1591032742073	OK	 
USER	VerCursosDisponibles	190	START	1591032742137	1591032742137
REQUEST	190		Home	1591032742157	1591032742169	OK	 
REQUEST	130		IniciarSesion	1591032742170	1591032742173	OK	 
USER	VerCursosDisponibles	191	START	1591032742228	1591032742228
REQUEST	191		Home	1591032742229	1591032742232	OK	 
REQUEST	131		IniciarSesion	1591032742241	1591032742245	OK	 
USER	VerCursosDisponibles	192	START	1591032742305	1591032742305
REQUEST	192		Home	1591032742306	1591032742309	OK	 
REQUEST	132		IniciarSesion	1591032742315	1591032742319	OK	 
USER	VerCursosDisponibles	193	START	1591032742385	1591032742385
REQUEST	193		Home	1591032742386	1591032742394	OK	 
REQUEST	133		IniciarSesion	1591032742406	1591032742409	OK	 
USER	VerCursosDisponibles	194	START	1591032742466	1591032742466
REQUEST	194		Home	1591032742466	1591032742469	OK	 
REQUEST	134		IniciarSesion	1591032742499	1591032742502	OK	 
USER	VerCursosDisponibles	195	START	1591032742547	1591032742547
REQUEST	195		Home	1591032742547	1591032742551	OK	 
REQUEST	135		IniciarSesion	1591032742580	1591032742584	OK	 
USER	VerCursosDisponibles	196	START	1591032742640	1591032742640
REQUEST	196		Home	1591032742640	1591032742644	OK	 
REQUEST	136		IniciarSesion	1591032742655	1591032742658	OK	 
USER	VerCursosDisponibles	197	START	1591032742720	1591032742720
REQUEST	197		Home	1591032742720	1591032742724	OK	 
REQUEST	137		IniciarSesion	1591032742745	1591032742748	OK	 
USER	VerCursosDisponibles	198	START	1591032742800	1591032742800
REQUEST	198		Home	1591032742800	1591032742805	OK	 
REQUEST	138		IniciarSesion	1591032742826	1591032742829	OK	 
USER	VerCursosDisponibles	199	START	1591032742887	1591032742887
REQUEST	199		Home	1591032742887	1591032742891	OK	 
REQUEST	139		IniciarSesion	1591032742908	1591032742912	OK	 
USER	VerCursosDisponibles	200	START	1591032742966	1591032742966
REQUEST	200		Home	1591032742967	1591032742970	OK	 
REQUEST	140		IniciarSesion	1591032742998	1591032743001	OK	 
USER	VerCursosDisponibles	201	START	1591032743045	1591032743045
REQUEST	201		Home	1591032743046	1591032743051	OK	 
REQUEST	141		IniciarSesion	1591032743078	1591032743083	OK	 
USER	VerCursosDisponibles	202	START	1591032743141	1591032743141
REQUEST	202		Home	1591032743141	1591032743145	OK	 
REQUEST	142		IniciarSesion	1591032743156	1591032743158	OK	 
USER	VerCursosDisponibles	203	START	1591032743215	1591032743215
REQUEST	203		Home	1591032743216	1591032743221	OK	 
REQUEST	143		IniciarSesion	1591032743249	1591032743255	OK	 
USER	VerCursosDisponibles	204	START	1591032743296	1591032743296
REQUEST	204		Home	1591032743296	1591032743299	OK	 
REQUEST	144		IniciarSesion	1591032743329	1591032743332	OK	 
USER	VerCursosDisponibles	205	START	1591032743387	1591032743387
REQUEST	205		Home	1591032743388	1591032743392	OK	 
REQUEST	145		IniciarSesion	1591032743409	1591032743412	OK	 
USER	VerCursosDisponibles	206	START	1591032743479	1591032743479
REQUEST	206		Home	1591032743480	1591032743486	OK	 
REQUEST	146		IniciarSesion	1591032743495	1591032743499	OK	 
USER	VerCursosDisponibles	207	START	1591032743560	1591032743560
REQUEST	207		Home	1591032743561	1591032743564	OK	 
REQUEST	147		IniciarSesion	1591032743576	1591032743579	OK	 
USER	VerCursosDisponibles	208	START	1591032743645	1591032743645
REQUEST	208		Home	1591032743646	1591032743656	OK	 
REQUEST	148		IniciarSesion	1591032743656	1591032743659	OK	 
USER	VerCursosDisponibles	209	START	1591032743730	1591032743730
REQUEST	209		Home	1591032743731	1591032743734	OK	 
REQUEST	149		IniciarSesion	1591032743745	1591032743748	OK	 
USER	VerCursosDisponibles	210	START	1591032743810	1591032743810
REQUEST	210		Home	1591032743810	1591032743816	OK	 
REQUEST	150		IniciarSesion	1591032743826	1591032743829	OK	 
USER	VerCursosDisponibles	211	START	1591032743895	1591032743895
REQUEST	211		Home	1591032743896	1591032743901	OK	 
REQUEST	151		IniciarSesion	1591032743907	1591032743911	OK	 
USER	VerCursosDisponibles	212	START	1591032743980	1591032743980
REQUEST	212		Home	1591032743980	1591032743985	OK	 
REQUEST	152		IniciarSesion	1591032743990	1591032743993	OK	 
USER	VerCursosDisponibles	213	START	1591032744060	1591032744060
REQUEST	213		Home	1591032744060	1591032744063	OK	 
REQUEST	153		IniciarSesion	1591032744075	1591032744078	OK	 
USER	VerCursosDisponibles	214	START	1591032744145	1591032744145
REQUEST	214		Home	1591032744146	1591032744155	OK	 
REQUEST	154		IniciarSesion	1591032744156	1591032744159	OK	 
USER	VerCursosDisponibles	215	START	1591032744225	1591032744225
REQUEST	215		Home	1591032744226	1591032744232	OK	 
REQUEST	155		IniciarSesion	1591032744248	1591032744254	OK	 
USER	VerCursosDisponibles	216	START	1591032744305	1591032744305
REQUEST	216		Home	1591032744306	1591032744310	OK	 
REQUEST	156		IniciarSesion	1591032744327	1591032744330	OK	 
USER	VerCursosDisponibles	217	START	1591032744399	1591032744399
REQUEST	217		Home	1591032744400	1591032744407	OK	 
REQUEST	157		IniciarSesion	1591032744409	1591032744412	OK	 
USER	VerCursosDisponibles	218	START	1591032744478	1591032744478
REQUEST	218		Home	1591032744479	1591032744482	OK	 
REQUEST	158		IniciarSesion	1591032744500	1591032744504	OK	 
USER	VerCursosDisponibles	219	START	1591032744560	1591032744560
REQUEST	219		Home	1591032744561	1591032744565	OK	 
REQUEST	159		IniciarSesion	1591032744575	1591032744579	OK	 
USER	VerCursosDisponibles	220	START	1591032744641	1591032744641
REQUEST	220		Home	1591032744641	1591032744645	OK	 
REQUEST	160		IniciarSesion	1591032744656	1591032744659	OK	 
USER	VerCursosDisponibles	221	START	1591032744725	1591032744725
REQUEST	221		Home	1591032744726	1591032744729	OK	 
REQUEST	1		IniciadoSesion	1591032744462	1591032744748	OK	 
REQUEST	1		IniciadoSesion Redirect 1	1591032744752	1591032744755	OK	 
REQUEST	161		IniciarSesion	1591032744758	1591032744761	OK	 
REQUEST	2		IniciadoSesion	1591032744517	1591032744805	OK	 
USER	VerCursosDisponibles	222	START	1591032744805	1591032744805
REQUEST	2		IniciadoSesion Redirect 1	1591032744805	1591032744809	OK	 
REQUEST	222		Home	1591032744806	1591032744810	OK	 
REQUEST	162		IniciarSesion	1591032744839	1591032744842	OK	 
USER	VerCursosDisponibles	223	START	1591032744887	1591032744887
REQUEST	223		Home	1591032744888	1591032744891	OK	 
REQUEST	3		IniciadoSesion	1591032744597	1591032744897	OK	 
REQUEST	3		IniciadoSesion Redirect 1	1591032744897	1591032744901	OK	 
REQUEST	163		IniciarSesion	1591032744908	1591032744912	OK	 
USER	VerCursosDisponibles	224	START	1591032744978	1591032744978
REQUEST	224		Home	1591032744978	1591032744983	OK	 
REQUEST	4		IniciadoSesion	1591032744688	1591032744987	OK	 
REQUEST	4		IniciadoSesion Redirect 1	1591032744988	1591032744990	OK	 
REQUEST	164		IniciarSesion	1591032745000	1591032745004	OK	 
USER	VerCursosDisponibles	225	START	1591032745059	1591032745059
REQUEST	5		IniciadoSesion	1591032744769	1591032745061	OK	 
REQUEST	225		Home	1591032745059	1591032745063	OK	 
REQUEST	5		IniciadoSesion Redirect 1	1591032745061	1591032745064	OK	 
REQUEST	165		IniciarSesion	1591032745081	1591032745084	OK	 
USER	VerCursosDisponibles	226	START	1591032745140	1591032745140
REQUEST	226		Home	1591032745140	1591032745144	OK	 
REQUEST	6		IniciadoSesion	1591032744850	1591032745146	OK	 
REQUEST	6		IniciadoSesion Redirect 1	1591032745146	1591032745149	OK	 
REQUEST	166		IniciarSesion	1591032745155	1591032745159	OK	 
REQUEST	7		IniciadoSesion	1591032744942	1591032745222	OK	 
USER	VerCursosDisponibles	227	START	1591032745225	1591032745225
REQUEST	7		IniciadoSesion Redirect 1	1591032745223	1591032745226	OK	 
REQUEST	227		Home	1591032745226	1591032745229	OK	 
REQUEST	167		IniciarSesion	1591032745246	1591032745250	OK	 
USER	VerCursosDisponibles	228	START	1591032745305	1591032745305
REQUEST	228		Home	1591032745306	1591032745309	OK	 
REQUEST	8		IniciadoSesion	1591032745016	1591032745311	OK	 
REQUEST	8		IniciadoSesion Redirect 1	1591032745311	1591032745314	OK	 
REQUEST	168		IniciarSesion	1591032745327	1591032745331	OK	 
REQUEST	9		IniciadoSesion	1591032745096	1591032745385	OK	 
USER	VerCursosDisponibles	229	START	1591032745386	1591032745386
REQUEST	9		IniciadoSesion Redirect 1	1591032745385	1591032745388	OK	 
REQUEST	229		Home	1591032745386	1591032745390	OK	 
REQUEST	169		IniciarSesion	1591032745408	1591032745412	OK	 
REQUEST	10		IniciadoSesion	1591032745177	1591032745460	OK	 
REQUEST	10		IniciadoSesion Redirect 1	1591032745460	1591032745463	OK	 
USER	VerCursosDisponibles	230	START	1591032745478	1591032745478
REQUEST	230		Home	1591032745478	1591032745481	OK	 
REQUEST	170		IniciarSesion	1591032745500	1591032745503	OK	 
REQUEST	11		IniciadoSesion	1591032745258	1591032745559	OK	 
USER	VerCursosDisponibles	231	START	1591032745558	1591032745558
REQUEST	11		IniciadoSesion Redirect 1	1591032745559	1591032745563	OK	 
REQUEST	231		Home	1591032745559	1591032745563	OK	 
REQUEST	171		IniciarSesion	1591032745581	1591032745583	OK	 
REQUEST	12		IniciadoSesion	1591032745338	1591032745631	OK	 
REQUEST	12		IniciadoSesion Redirect 1	1591032745631	1591032745634	OK	 
USER	VerCursosDisponibles	232	START	1591032745650	1591032745650
REQUEST	232		Home	1591032745651	1591032745654	OK	 
REQUEST	172		IniciarSesion	1591032745665	1591032745668	OK	 
REQUEST	13		IniciadoSesion	1591032745430	1591032745729	OK	 
USER	VerCursosDisponibles	233	START	1591032745731	1591032745731
REQUEST	13		IniciadoSesion Redirect 1	1591032745729	1591032745732	OK	 
REQUEST	233		Home	1591032745732	1591032745735	OK	 
REQUEST	173		IniciarSesion	1591032745746	1591032745750	OK	 
REQUEST	14		IniciadoSesion	1591032745511	1591032745801	OK	 
REQUEST	14		IniciadoSesion Redirect 1	1591032745802	1591032745805	OK	 
USER	VerCursosDisponibles	234	START	1591032745805	1591032745805
REQUEST	234		Home	1591032745806	1591032745809	OK	 
REQUEST	174		IniciarSesion	1591032745827	1591032745830	OK	 
REQUEST	15		IniciadoSesion	1591032745586	1591032745872	OK	 
REQUEST	15		IniciadoSesion Redirect 1	1591032745872	1591032745875	OK	 
USER	VerCursosDisponibles	235	START	1591032745897	1591032745897
REQUEST	235		Home	1591032745897	1591032745900	OK	 
REQUEST	175		IniciarSesion	1591032745919	1591032745921	OK	 
REQUEST	16		IniciadoSesion	1591032745676	1591032745967	OK	 
REQUEST	16		IniciadoSesion Redirect 1	1591032745967	1591032745971	OK	 
USER	VerCursosDisponibles	236	START	1591032745977	1591032745977
REQUEST	236		Home	1591032745978	1591032745981	OK	 
REQUEST	176		IniciarSesion	1591032745988	1591032745991	OK	 
REQUEST	17		IniciadoSesion	1591032745757	1591032746042	OK	 
REQUEST	17		IniciadoSesion Redirect 1	1591032746043	1591032746045	OK	 
USER	VerCursosDisponibles	237	START	1591032746058	1591032746058
REQUEST	237		Home	1591032746058	1591032746062	OK	 
REQUEST	177		IniciarSesion	1591032746080	1591032746083	OK	 
REQUEST	18		IniciadoSesion	1591032745838	1591032746123	OK	 
REQUEST	18		IniciadoSesion Redirect 1	1591032746123	1591032746126	OK	 
USER	VerCursosDisponibles	238	START	1591032746150	1591032746150
REQUEST	238		Home	1591032746150	1591032746153	OK	 
REQUEST	178		IniciarSesion	1591032746165	1591032746168	OK	 
REQUEST	19		IniciadoSesion	1591032745930	1591032746206	OK	 
REQUEST	19		IniciadoSesion Redirect 1	1591032746206	1591032746209	OK	 
USER	VerCursosDisponibles	239	START	1591032746231	1591032746231
REQUEST	239		Home	1591032746231	1591032746235	OK	 
REQUEST	179		IniciarSesion	1591032746246	1591032746248	OK	 
USER	VerCursosDisponibles	240	START	1591032746305	1591032746305
REQUEST	20		IniciadoSesion	1591032746010	1591032746308	OK	 
REQUEST	240		Home	1591032746306	1591032746310	OK	 
REQUEST	20		IniciadoSesion Redirect 1	1591032746308	1591032746311	OK	 
REQUEST	180		IniciarSesion	1591032746327	1591032746330	OK	 
REQUEST	21		IniciadoSesion	1591032746091	1591032746388	OK	 
REQUEST	21		IniciadoSesion Redirect 1	1591032746389	1591032746391	OK	 
USER	VerCursosDisponibles	241	START	1591032746397	1591032746397
REQUEST	241		Home	1591032746398	1591032746401	OK	 
REQUEST	181		IniciarSesion	1591032746419	1591032746422	OK	 
REQUEST	22		IniciadoSesion	1591032746165	1591032746448	OK	 
REQUEST	22		IniciadoSesion Redirect 1	1591032746448	1591032746451	OK	 
USER	VerCursosDisponibles	242	START	1591032746478	1591032746478
REQUEST	242		Home	1591032746478	1591032746481	OK	 
REQUEST	182		IniciarSesion	1591032746500	1591032746504	OK	 
REQUEST	23		IniciadoSesion	1591032746257	1591032746545	OK	 
REQUEST	23		IniciadoSesion Redirect 1	1591032746545	1591032746548	OK	 
USER	VerCursosDisponibles	243	START	1591032746559	1591032746559
REQUEST	243		Home	1591032746559	1591032746563	OK	 
REQUEST	183		IniciarSesion	1591032746581	1591032746585	OK	 
REQUEST	24		IniciadoSesion	1591032746338	1591032746629	OK	 
REQUEST	24		IniciadoSesion Redirect 1	1591032746630	1591032746633	OK	 
USER	VerCursosDisponibles	244	START	1591032746651	1591032746651
REQUEST	244		Home	1591032746651	1591032746656	OK	 
REQUEST	184		IniciarSesion	1591032746656	1591032746661	OK	 
USER	VerCursosDisponibles	245	START	1591032746726	1591032746726
REQUEST	245		Home	1591032746726	1591032746731	OK	 
REQUEST	25		IniciadoSesion	1591032746430	1591032746749	OK	 
REQUEST	185		IniciarSesion	1591032746748	1591032746753	OK	 
REQUEST	25		IniciadoSesion Redirect 1	1591032746750	1591032746754	OK	 
USER	VerCursosDisponibles	246	START	1591032746807	1591032746807
REQUEST	246		Home	1591032746807	1591032746812	OK	 
REQUEST	26		IniciadoSesion	1591032746500	1591032746821	OK	 
REQUEST	26		IniciadoSesion Redirect 1	1591032746821	1591032746824	OK	 
REQUEST	186		IniciarSesion	1591032746829	1591032746833	OK	 
USER	VerCursosDisponibles	247	START	1591032746899	1591032746899
REQUEST	247		Home	1591032746899	1591032746903	OK	 
REQUEST	27		IniciadoSesion	1591032746586	1591032746911	OK	 
REQUEST	187		IniciarSesion	1591032746910	1591032746914	OK	 
REQUEST	27		IniciadoSesion Redirect 1	1591032746912	1591032746914	OK	 
REQUEST	28		IniciadoSesion	1591032746666	1591032746970	OK	 
REQUEST	28		IniciadoSesion Redirect 1	1591032746971	1591032746973	OK	 
USER	VerCursosDisponibles	248	START	1591032746980	1591032746980
REQUEST	248		Home	1591032746995	1591032746999	OK	 
REQUEST	188		IniciarSesion	1591032746995	1591032746998	OK	 
REQUEST	29		IniciadoSesion	1591032746759	1591032747054	OK	 
REQUEST	29		IniciadoSesion Redirect 1	1591032747055	1591032747058	OK	 
USER	VerCursosDisponibles	249	START	1591032747060	1591032747060
REQUEST	249		Home	1591032747061	1591032747064	OK	 
REQUEST	189		IniciarSesion	1591032747076	1591032747078	OK	 
REQUEST	30		IniciadoSesion	1591032746840	1591032747131	OK	 
REQUEST	30		IniciadoSesion Redirect 1	1591032747131	1591032747134	OK	 
USER	VerCursosDisponibles	250	START	1591032747145	1591032747145
REQUEST	250		Home	1591032747146	1591032747149	OK	 
REQUEST	190		IniciarSesion	1591032747178	1591032747182	OK	 
REQUEST	31		IniciadoSesion	1591032746921	1591032747211	OK	 
REQUEST	31		IniciadoSesion Redirect 1	1591032747211	1591032747214	OK	 
USER	VerCursosDisponibles	251	START	1591032747226	1591032747226
REQUEST	251		Home	1591032747226	1591032747230	OK	 
REQUEST	191		IniciarSesion	1591032747248	1591032747251	OK	 
REQUEST	32		IniciadoSesion	1591032747006	1591032747307	OK	 
USER	VerCursosDisponibles	252	START	1591032747307	1591032747307
REQUEST	32		IniciadoSesion Redirect 1	1591032747307	1591032747311	OK	 
REQUEST	252		Home	1591032747307	1591032747311	OK	 
REQUEST	192		IniciarSesion	1591032747318	1591032747322	OK	 
REQUEST	33		IniciadoSesion	1591032747087	1591032747395	OK	 
REQUEST	33		IniciadoSesion Redirect 1	1591032747395	1591032747398	OK	 
USER	VerCursosDisponibles	253	START	1591032747399	1591032747399
REQUEST	253		Home	1591032747399	1591032747402	OK	 
REQUEST	193		IniciarSesion	1591032747399	1591032747402	OK	 
REQUEST	34		IniciadoSesion	1591032747168	1591032747447	OK	 
REQUEST	34		IniciadoSesion Redirect 1	1591032747447	1591032747450	OK	 
USER	VerCursosDisponibles	254	START	1591032747478	1591032747478
REQUEST	254		Home	1591032747479	1591032747482	OK	 
REQUEST	194		IniciarSesion	1591032747489	1591032747493	OK	 
