ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.SolicitarTransporteMaxRendPerfomance	solicitartransportemaxrendperfomance	1590696459136	 	3.3.1
REQUEST	547		MyPets	1590696599729	1590696599737	OK	 
REQUEST	549		request_7	1590696599729	1590696599739	OK	 
REQUEST	509		SolicitarTransporteForm	1590696599725	1590696599741	OK	 
REQUEST	547		request_7	1590696599737	1590696599746	OK	 
REQUEST	509		request_9	1590696599741	1590696599751	OK	 
REQUEST	553		MyPets	1590696599752	1590696599759	OK	 
REQUEST	553		request_7	1590696599759	1590696599767	OK	 
REQUEST	555		MyPets	1590696599763	1590696599771	OK	 
REQUEST	558		MyPets	1590696599763	1590696599771	OK	 
REQUEST	555		request_7	1590696599771	1590696599778	OK	 
REQUEST	558		request_7	1590696599771	1590696599778	OK	 
REQUEST	392		PostSolicitarTransportePos	1590696599674	1590696599789	OK	 
REQUEST	554		MyPets	1590696599785	1590696599792	OK	 
REQUEST	392		PostSolicitarTransportePos Redirect 1	1590696599789	1590696599797	OK	 
REQUEST	554		request_7	1590696599793	1590696599800	OK	 
REQUEST	392		request_11	1590696599797	1590696599803	OK	 
REQUEST	524		SolicitarTransporteForm	1590696600042	1590696600050	OK	 
REQUEST	524		request_9	1590696600051	1590696600061	OK	 
REQUEST	411		PostSolicitarTransporteNeg	1590696600053	1590696600062	OK	 
REQUEST	411		request_11	1590696600062	1590696600067	OK	 
REQUEST	412		PostSolicitarTransporteNeg	1590696600085	1590696600096	OK	 
REQUEST	405		PostSolicitarTransporteNeg	1590696600085	1590696600096	OK	 
REQUEST	393		PostSolicitarTransporteNeg	1590696600085	1590696600096	OK	 
REQUEST	405		request_11	1590696600096	1590696600104	OK	 
REQUEST	393		request_11	1590696600096	1590696600106	OK	 
REQUEST	412		request_11	1590696600096	1590696600108	OK	 
REQUEST	391		PostSolicitarTransportePos	1590696600053	1590696600108	OK	 
REQUEST	398		PostSolicitarTransporteNeg	1590696600099	1590696600111	OK	 
REQUEST	400		PostSolicitarTransporteNeg	1590696600100	1590696600112	OK	 
REQUEST	391		PostSolicitarTransportePos Redirect 1	1590696600108	1590696600116	OK	 
REQUEST	398		request_11	1590696600111	1590696600119	OK	 
REQUEST	400		request_11	1590696600113	1590696600119	OK	 
REQUEST	391		request_11	1590696600116	1590696600122	OK	 
REQUEST	406		PostSolicitarTransporteNeg	1590696600131	1590696600140	OK	 
REQUEST	406		request_11	1590696600140	1590696600147	OK	 
REQUEST	404		PostSolicitarTransporteNeg	1590696600142	1590696600153	OK	 
REQUEST	404		request_11	1590696600154	1590696600160	OK	 
REQUEST	394		PostSolicitarTransporteNeg	1590696600173	1590696600181	OK	 
REQUEST	394		request_11	1590696600182	1590696600187	OK	 
REQUEST	399		PostSolicitarTransporteNeg	1590696600184	1590696600193	OK	 
REQUEST	399		request_11	1590696600193	1590696600199	OK	 
REQUEST	403		PostSolicitarTransportePos	1590696600131	1590696600209	OK	 
REQUEST	403		PostSolicitarTransportePos Redirect 1	1590696600209	1590696600214	OK	 
REQUEST	403		request_11	1590696600214	1590696600220	OK	 
REQUEST	395		PostSolicitarTransportePos	1590696600131	1590696600233	OK	 
REQUEST	395		PostSolicitarTransportePos Redirect 1	1590696600234	1590696600239	OK	 
REQUEST	395		request_11	1590696600239	1590696600244	OK	 
REQUEST	407		PostSolicitarTransportePos	1590696600163	1590696600258	OK	 
REQUEST	408		PostSolicitarTransportePos	1590696600152	1590696600258	OK	 
REQUEST	407		PostSolicitarTransportePos Redirect 1	1590696600258	1590696600264	OK	 
REQUEST	408		PostSolicitarTransportePos Redirect 1	1590696600258	1590696600265	OK	 
REQUEST	407		request_11	1590696600264	1590696600270	OK	 
REQUEST	408		request_11	1590696600265	1590696600271	OK	 
REQUEST	354		CierreSesion	1590696601759	1590696601760	OK	 
REQUEST	354		CierreSesion Redirect 1	1590696601760	1590696601765	OK	 
REQUEST	354		request_15	1590696601765	1590696601767	OK	 
REQUEST	516		SolicitarTransporteForm	1590696603099	1590696603108	OK	 
REQUEST	528		SolicitarTransporteForm	1590696603110	1590696603120	OK	 
REQUEST	516		request_9	1590696603108	1590696603120	OK	 
REQUEST	528		request_9	1590696603120	1590696603129	OK	 
REQUEST	525		SolicitarTransporteForm	1590696603163	1590696603172	OK	 
REQUEST	535		SolicitarTransporteForm	1590696603163	1590696603172	OK	 
REQUEST	535		request_9	1590696603173	1590696603184	OK	 
REQUEST	525		request_9	1590696603173	1590696603184	OK	 
REQUEST	513		SolicitarTransporteForm	1590696603179	1590696603189	OK	 
REQUEST	513		request_9	1590696603189	1590696603201	OK	 
REQUEST	527		SolicitarTransporteForm	1590696603199	1590696603209	OK	 
REQUEST	527		request_9	1590696603209	1590696603219	OK	 
REQUEST	537		SolicitarTransporteForm	1590696603732	1590696603740	OK	 
REQUEST	537		request_9	1590696603740	1590696603749	OK	 
REQUEST	530		SolicitarTransporteForm	1590696603762	1590696603771	OK	 
REQUEST	532		SolicitarTransporteForm	1590696603762	1590696603771	OK	 
REQUEST	530		request_9	1590696603772	1590696603781	OK	 
REQUEST	532		request_9	1590696603772	1590696603781	OK	 
REQUEST	523		SolicitarTransporteForm	1590696603794	1590696603804	OK	 
REQUEST	536		SolicitarTransporteForm	1590696603794	1590696603805	OK	 
REQUEST	523		request_9	1590696603804	1590696603816	OK	 
REQUEST	536		request_9	1590696603806	1590696603816	OK	 
REQUEST	529		SolicitarTransporteForm	1590696603820	1590696603829	OK	 
REQUEST	529		request_9	1590696603829	1590696603837	OK	 
REQUEST	538		SolicitarTransporteForm	1590696603980	1590696603989	OK	 
REQUEST	538		request_9	1590696603989	1590696603998	OK	 
REQUEST	534		SolicitarTransporteForm	1590696604054	1590696604062	OK	 
REQUEST	534		request_9	1590696604062	1590696604072	OK	 
REQUEST	526		SolicitarTransporteForm	1590696604064	1590696604073	OK	 
REQUEST	526		request_9	1590696604073	1590696604082	OK	 
REQUEST	548		SolicitarTransporteForm	1590696604101	1590696604110	OK	 
REQUEST	550		SolicitarTransporteForm	1590696604101	1590696604110	OK	 
REQUEST	550		request_9	1590696604110	1590696604119	OK	 
REQUEST	548		request_9	1590696604110	1590696604119	OK	 
REQUEST	533		SolicitarTransporteForm	1590696604154	1590696604162	OK	 
REQUEST	533		request_9	1590696604163	1590696604173	OK	 
REQUEST	544		SolicitarTransporteForm	1590696604164	1590696604174	OK	 
REQUEST	539		SolicitarTransporteForm	1590696604164	1590696604174	OK	 
REQUEST	539		request_9	1590696604174	1590696604184	OK	 
REQUEST	545		SolicitarTransporteForm	1590696604175	1590696604185	OK	 
REQUEST	544		request_9	1590696604174	1590696604185	OK	 
REQUEST	545		request_9	1590696604185	1590696604194	OK	 
REQUEST	531		SolicitarTransporteForm	1590696604210	1590696604218	OK	 
REQUEST	531		request_9	1590696604219	1590696604227	OK	 
REQUEST	521		SolicitarTransporteForm	1590696604221	1590696604229	OK	 
REQUEST	521		request_9	1590696604230	1590696604241	OK	 
REQUEST	551		SolicitarTransporteForm	1590696604232	1590696604243	OK	 
REQUEST	541		SolicitarTransporteForm	1590696604232	1590696604244	OK	 
REQUEST	517		SolicitarTransporteForm	1590696604232	1590696604245	OK	 
REQUEST	517		request_9	1590696604245	1590696604255	OK	 
REQUEST	541		request_9	1590696604244	1590696604255	OK	 
REQUEST	551		request_9	1590696604244	1590696604255	OK	 
REQUEST	355		CierreSesion	1590696604279	1590696604280	OK	 
REQUEST	355		CierreSesion Redirect 1	1590696604280	1590696604283	OK	 
REQUEST	355		request_15	1590696604283	1590696604286	OK	 
REQUEST	356		CierreSesion	1590696604331	1590696604332	OK	 
REQUEST	356		CierreSesion Redirect 1	1590696604332	1590696604335	OK	 
REQUEST	356		request_15	1590696604335	1590696604338	OK	 
REQUEST	333		CierreSesion	1590696604362	1590696604363	OK	 
REQUEST	333		CierreSesion Redirect 1	1590696604363	1590696604366	OK	 
REQUEST	333		request_15	1590696604366	1590696604369	OK	 
REQUEST	357		CierreSesion	1590696604383	1590696604383	OK	 
REQUEST	357		CierreSesion Redirect 1	1590696604383	1590696604386	OK	 
REQUEST	357		request_15	1590696604386	1590696604389	OK	 
REQUEST	335		CierreSesion	1590696604394	1590696604394	OK	 
REQUEST	335		CierreSesion Redirect 1	1590696604394	1590696604398	OK	 
REQUEST	335		request_15	1590696604398	1590696604402	OK	 
REQUEST	344		CierreSesion	1590696604419	1590696604420	OK	 
REQUEST	344		CierreSesion Redirect 1	1590696604420	1590696604424	OK	 
REQUEST	344		request_15	1590696604424	1590696604428	OK	 
REQUEST	334		CierreSesion	1590696604430	1590696604430	OK	 
REQUEST	334		CierreSesion Redirect 1	1590696604430	1590696604433	OK	 
REQUEST	334		request_15	1590696604434	1590696604436	OK	 
REQUEST	338		CierreSesion	1590696604440	1590696604441	OK	 
REQUEST	342		CierreSesion	1590696604440	1590696604441	OK	 
REQUEST	338		CierreSesion Redirect 1	1590696604441	1590696604444	OK	 
REQUEST	342		CierreSesion Redirect 1	1590696604441	1590696604444	OK	 
REQUEST	342		request_15	1590696604445	1590696604448	OK	 
REQUEST	338		request_15	1590696604445	1590696604449	OK	 
REQUEST	337		CierreSesion	1590696604451	1590696604451	OK	 
REQUEST	337		CierreSesion Redirect 1	1590696604451	1590696604454	OK	 
REQUEST	337		request_15	1590696604454	1590696604457	OK	 
REQUEST	347		CierreSesion	1590696604530	1590696604531	OK	 
REQUEST	347		CierreSesion Redirect 1	1590696604531	1590696604534	OK	 
REQUEST	347		request_15	1590696604534	1590696604537	OK	 
REQUEST	351		CierreSesion	1590696604540	1590696604541	OK	 
REQUEST	351		CierreSesion Redirect 1	1590696604541	1590696604543	OK	 
REQUEST	351		request_15	1590696604544	1590696604546	OK	 
REQUEST	349		CierreSesion	1590696604551	1590696604552	OK	 
REQUEST	349		CierreSesion Redirect 1	1590696604552	1590696604554	OK	 
REQUEST	349		request_15	1590696604555	1590696604557	OK	 
USER	solicitarTransportePos	346	END	1590696522241	1590696604572
REQUEST	360		CierreSesion	1590696604592	1590696604593	OK	 
REQUEST	360		CierreSesion Redirect 1	1590696604593	1590696604596	OK	 
REQUEST	360		request_15	1590696604596	1590696604598	OK	 
REQUEST	343		CierreSesion	1590696604629	1590696604630	OK	 
REQUEST	343		CierreSesion Redirect 1	1590696604630	1590696604633	OK	 
REQUEST	343		request_15	1590696604633	1590696604637	OK	 
REQUEST	348		CierreSesion	1590696604739	1590696604740	OK	 
REQUEST	329		CierreSesion	1590696604739	1590696604740	OK	 
REQUEST	329		CierreSesion Redirect 1	1590696604740	1590696604744	OK	 
REQUEST	348		CierreSesion Redirect 1	1590696604740	1590696604744	OK	 
REQUEST	329		request_15	1590696604744	1590696604749	OK	 
REQUEST	348		request_15	1590696604744	1590696604749	OK	 
REQUEST	352		CierreSesion	1590696604749	1590696604750	OK	 
REQUEST	340		CierreSesion	1590696604749	1590696604750	OK	 
REQUEST	352		CierreSesion Redirect 1	1590696604750	1590696604754	OK	 
REQUEST	340		CierreSesion Redirect 1	1590696604750	1590696604754	OK	 
REQUEST	340		request_15	1590696604755	1590696604758	OK	 
REQUEST	352		request_15	1590696604755	1590696604759	OK	 
REQUEST	331		CierreSesion	1590696604771	1590696604772	OK	 
REQUEST	331		CierreSesion Redirect 1	1590696604772	1590696604777	OK	 
REQUEST	331		request_15	1590696604778	1590696604780	OK	 
REQUEST	336		CierreSesion	1590696604782	1590696604783	OK	 
REQUEST	330		CierreSesion	1590696604782	1590696604783	OK	 
REQUEST	358		CierreSesion	1590696604782	1590696604783	OK	 
REQUEST	336		CierreSesion Redirect 1	1590696604783	1590696604787	OK	 
REQUEST	358		CierreSesion Redirect 1	1590696604783	1590696604788	OK	 
REQUEST	330		CierreSesion Redirect 1	1590696604783	1590696604788	OK	 
REQUEST	336		request_15	1590696604788	1590696604792	OK	 
REQUEST	358		request_15	1590696604788	1590696604793	OK	 
REQUEST	330		request_15	1590696604788	1590696604793	OK	 
REQUEST	345		CierreSesion	1590696604814	1590696604815	OK	 
REQUEST	332		CierreSesion	1590696604814	1590696604815	OK	 
REQUEST	332		CierreSesion Redirect 1	1590696604815	1590696604819	OK	 
REQUEST	345		CierreSesion Redirect 1	1590696604815	1590696604819	OK	 
REQUEST	345		request_15	1590696604819	1590696604823	OK	 
REQUEST	332		request_15	1590696604819	1590696604823	OK	 
REQUEST	350		CierreSesion	1590696604862	1590696604863	OK	 
REQUEST	350		CierreSesion Redirect 1	1590696604863	1590696604867	OK	 
REQUEST	350		request_15	1590696604867	1590696604870	OK	 
REQUEST	416		PostSolicitarTransporteNeg	1590696604872	1590696604881	OK	 
REQUEST	416		request_11	1590696604881	1590696604887	OK	 
REQUEST	353		CierreSesion	1590696604893	1590696604894	OK	 
REQUEST	353		CierreSesion Redirect 1	1590696604894	1590696604897	OK	 
REQUEST	353		request_15	1590696604897	1590696604900	OK	 
REQUEST	341		CierreSesion	1590696604904	1590696604905	OK	 
REQUEST	341		CierreSesion Redirect 1	1590696604905	1590696604909	OK	 
REQUEST	339		CierreSesion	1590696604910	1590696604910	OK	 
REQUEST	341		request_15	1590696604910	1590696604914	OK	 
REQUEST	339		CierreSesion Redirect 1	1590696604910	1590696604914	OK	 
REQUEST	421		PostSolicitarTransporteNeg	1590696604904	1590696604915	OK	 
REQUEST	339		request_15	1590696604915	1590696604919	OK	 
REQUEST	421		request_11	1590696604916	1590696604922	OK	 
REQUEST	433		PostSolicitarTransporteNeg	1590696604960	1590696604969	OK	 
REQUEST	433		request_11	1590696604969	1590696604974	OK	 
REQUEST	409		PostSolicitarTransportePos	1590696604872	1590696605026	OK	 
REQUEST	409		PostSolicitarTransportePos Redirect 1	1590696605026	1590696605031	OK	 
REQUEST	409		request_11	1590696605031	1590696605036	OK	 
REQUEST	402		PostSolicitarTransportePos	1590696604883	1590696605050	OK	 
REQUEST	396		PostSolicitarTransportePos	1590696604851	1590696605050	OK	 
REQUEST	426		PostSolicitarTransporteNeg	1590696605043	1590696605054	OK	 
REQUEST	402		PostSolicitarTransportePos Redirect 1	1590696605050	1590696605057	OK	 
REQUEST	396		PostSolicitarTransportePos Redirect 1	1590696605050	1590696605057	OK	 
REQUEST	426		request_11	1590696605054	1590696605062	OK	 
REQUEST	396		request_11	1590696605057	1590696605064	OK	 
REQUEST	402		request_11	1590696605057	1590696605065	OK	 
REQUEST	435		PostSolicitarTransportePos	1590696604960	1590696605183	OK	 
REQUEST	435		PostSolicitarTransportePos Redirect 1	1590696605183	1590696605188	OK	 
REQUEST	435		request_11	1590696605189	1590696605194	OK	 
REQUEST	420		PostSolicitarTransportePos	1590696604950	1590696605208	OK	 
REQUEST	415		PostSolicitarTransportePos	1590696605059	1590696605208	OK	 
REQUEST	413		PostSolicitarTransportePos	1590696605092	1590696605208	OK	 
REQUEST	413		PostSolicitarTransportePos Redirect 1	1590696605208	1590696605215	OK	 
REQUEST	420		PostSolicitarTransportePos Redirect 1	1590696605208	1590696605215	OK	 
REQUEST	415		PostSolicitarTransportePos Redirect 1	1590696605208	1590696605216	OK	 
REQUEST	415		request_11	1590696605216	1590696605222	OK	 
REQUEST	420		request_11	1590696605216	1590696605222	OK	 
REQUEST	413		request_11	1590696605216	1590696605223	OK	 
REQUEST	432		PostSolicitarTransporteNeg	1590696606600	1590696606609	OK	 
REQUEST	432		request_11	1590696606610	1590696606615	OK	 
REQUEST	383		CierreSesion	1590696606682	1590696606683	OK	 
REQUEST	383		CierreSesion Redirect 1	1590696606683	1590696606686	OK	 
REQUEST	383		request_15	1590696606686	1590696606689	OK	 
REQUEST	388		CierreSesion	1590696606704	1590696606704	OK	 
REQUEST	388		CierreSesion Redirect 1	1590696606704	1590696606707	OK	 
REQUEST	388		request_15	1590696606708	1590696606711	OK	 
REQUEST	382		CierreSesion	1590696606719	1590696606720	OK	 
REQUEST	382		CierreSesion Redirect 1	1590696606720	1590696606723	OK	 
REQUEST	382		request_15	1590696606723	1590696606727	OK	 
REQUEST	371		CierreSesion	1590696606730	1590696606730	OK	 
REQUEST	384		CierreSesion	1590696606730	1590696606730	OK	 
REQUEST	371		CierreSesion Redirect 1	1590696606730	1590696606735	OK	 
REQUEST	384		CierreSesion Redirect 1	1590696606730	1590696606735	OK	 
REQUEST	371		request_15	1590696606735	1590696606739	OK	 
REQUEST	384		request_15	1590696606735	1590696606739	OK	 
USER	solicitarTransporteNeg	354	END	1590696522924	1590696606750
REQUEST	425		PostSolicitarTransportePos	1590696606672	1590696606767	OK	 
REQUEST	389		CierreSesion	1590696606771	1590696606771	OK	 
REQUEST	425		PostSolicitarTransportePos Redirect 1	1590696606767	1590696606773	OK	 
REQUEST	389		CierreSesion Redirect 1	1590696606771	1590696606776	OK	 
REQUEST	425		request_11	1590696606773	1590696606779	OK	 
REQUEST	389		request_15	1590696606776	1590696606779	OK	 
REQUEST	423		PostSolicitarTransportePos	1590696606682	1590696606791	OK	 
REQUEST	423		PostSolicitarTransportePos Redirect 1	1590696606791	1590696606796	OK	 
REQUEST	423		request_11	1590696606797	1590696606802	OK	 
REQUEST	369		CierreSesion	1590696606813	1590696606814	OK	 
REQUEST	367		CierreSesion	1590696606813	1590696606814	OK	 
REQUEST	368		CierreSesion	1590696606813	1590696606814	OK	 
REQUEST	367		CierreSesion Redirect 1	1590696606814	1590696606819	OK	 
REQUEST	368		CierreSesion Redirect 1	1590696606814	1590696606819	OK	 
REQUEST	369		CierreSesion Redirect 1	1590696606814	1590696606820	OK	 
REQUEST	368		request_15	1590696606820	1590696606825	OK	 
REQUEST	367		request_15	1590696606820	1590696606825	OK	 
REQUEST	369		request_15	1590696606820	1590696606825	OK	 
REQUEST	377		CierreSesion	1590696606840	1590696606841	OK	 
REQUEST	377		CierreSesion Redirect 1	1590696606841	1590696606844	OK	 
REQUEST	377		request_15	1590696606844	1590696606847	OK	 
REQUEST	366		CierreSesion	1590696606872	1590696606872	OK	 
REQUEST	366		CierreSesion Redirect 1	1590696606872	1590696606875	OK	 
REQUEST	366		request_15	1590696606875	1590696606878	OK	 
REQUEST	375		CierreSesion	1590696606882	1590696606882	OK	 
REQUEST	375		CierreSesion Redirect 1	1590696606882	1590696606885	OK	 
REQUEST	375		request_15	1590696606885	1590696606888	OK	 
REQUEST	424		PostSolicitarTransportePos	1590696606771	1590696606898	OK	 
REQUEST	424		PostSolicitarTransportePos Redirect 1	1590696606898	1590696606904	OK	 
REQUEST	362		CierreSesion	1590696606903	1590696606904	OK	 
REQUEST	362		CierreSesion Redirect 1	1590696606904	1590696606908	OK	 
REQUEST	424		request_11	1590696606904	1590696606910	OK	 
REQUEST	362		request_15	1590696606908	1590696606912	OK	 
REQUEST	361		CierreSesion	1590696606914	1590696606915	OK	 
REQUEST	378		CierreSesion	1590696606914	1590696606915	OK	 
REQUEST	390		CierreSesion	1590696606914	1590696606915	OK	 
REQUEST	361		CierreSesion Redirect 1	1590696606915	1590696606920	OK	 
REQUEST	378		CierreSesion Redirect 1	1590696606915	1590696606920	OK	 
REQUEST	390		CierreSesion Redirect 1	1590696606915	1590696606921	OK	 
REQUEST	361		request_15	1590696606920	1590696606925	OK	 
REQUEST	378		request_15	1590696606920	1590696606925	OK	 
REQUEST	390		request_15	1590696606922	1590696606926	OK	 
REQUEST	376		CierreSesion	1590696606925	1590696606926	OK	 
REQUEST	376		CierreSesion Redirect 1	1590696606926	1590696606930	OK	 
REQUEST	376		request_15	1590696606930	1590696606934	OK	 
REQUEST	365		CierreSesion	1590696606950	1590696606950	OK	 
REQUEST	365		CierreSesion Redirect 1	1590696606950	1590696606953	OK	 
