ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.Transportar2EscaneriosPerfomance	transportar2escaneriosperfomance	1590747969250	 	3.3.1
REQUEST	417		Transportado	1590748130546	1590748130555	OK	 
REQUEST	417		request_12	1590748130555	1590748130571	OK	 
REQUEST	341		CierreSesion	1590748130576	1590748130577	OK	 
REQUEST	341		CierreSesion Redirect 1	1590748130577	1590748130581	OK	 
REQUEST	341		request_15	1590748130581	1590748130585	OK	 
REQUEST	439		Transportado	1590748130576	1590748130587	OK	 
REQUEST	439		request_12	1590748130587	1590748130604	OK	 
REQUEST	421		Transportado	1590748130721	1590748130730	OK	 
REQUEST	316		CierreSesion	1590748130731	1590748130732	OK	 
REQUEST	316		CierreSesion Redirect 1	1590748130732	1590748130736	OK	 
REQUEST	316		request_15	1590748130736	1590748130740	OK	 
REQUEST	421		request_12	1590748130731	1590748130751	OK	 
REQUEST	436		transportarNeg	1590748130746	1590748130755	OK	 
USER	transportarNeg	303	END	1590748024862	1590748130766
REQUEST	436		request_12	1590748130755	1590748130773	OK	 
REQUEST	539		TransportarForm	1590748130766	1590748130774	OK	 
REQUEST	539		request_10	1590748130775	1590748130783	OK	 
REQUEST	547		TransportarForm	1590748130819	1590748130828	OK	 
REQUEST	545		TransportarForm	1590748130819	1590748130828	OK	 
USER	transportarNeg	311	END	1590748026192	1590748130830
REQUEST	547		request_10	1590748130829	1590748130837	OK	 
REQUEST	545		request_10	1590748130829	1590748130837	OK	 
REQUEST	546		TransportarForm	1590748130850	1590748130859	OK	 
REQUEST	546		request_10	1590748130859	1590748130867	OK	 
REQUEST	554		TransportarForm	1590748130866	1590748130874	OK	 
REQUEST	554		request_10	1590748130874	1590748130882	OK	 
USER	transportarPos	321	END	1590748027510	1590748130937
USER	transportarPos	309	END	1590748025349	1590748130990
USER	transportarPos	334	END	1590748029858	1590748131150
USER	transportarNeg	323	END	1590748028206	1590748131196
REQUEST	312		CierreSesion	1590748131206	1590748131207	OK	 
REQUEST	312		CierreSesion Redirect 1	1590748131207	1590748131211	OK	 
REQUEST	312		request_15	1590748131212	1590748131214	OK	 
USER	transportarNeg	317	END	1590748027185	1590748131310
USER	transportarNeg	325	END	1590748028867	1590748131310
USER	transportarPos	306	END	1590748024863	1590748131320
REQUEST	426		Transportado	1590748131427	1590748131437	OK	 
REQUEST	426		request_12	1590748131438	1590748131455	OK	 
REQUEST	430		transportarNeg	1590748131481	1590748131489	OK	 
USER	transportarPos	337	END	1590748030351	1590748131491
USER	transportarNeg	352	END	1590748033527	1590748131506
REQUEST	430		request_12	1590748131490	1590748131507	OK	 
USER	transportarPos	342	END	1590748031197	1590748131526
USER	transportarPos	343	END	1590748031525	1590748131557
REQUEST	435		transportarNeg	1590748131597	1590748131609	OK	 
REQUEST	354		CierreSesion	1590748131626	1590748131627	OK	 
REQUEST	354		CierreSesion Redirect 1	1590748131627	1590748131631	OK	 
REQUEST	354		request_15	1590748131632	1590748131637	OK	 
REQUEST	435		request_12	1590748131609	1590748131638	OK	 
REQUEST	440		Transportado	1590748131668	1590748131678	OK	 
REQUEST	440		request_12	1590748131678	1590748131695	OK	 
REQUEST	353		CierreSesion	1590748131730	1590748131731	OK	 
REQUEST	353		CierreSesion Redirect 1	1590748131731	1590748131734	OK	 
REQUEST	353		request_15	1590748131734	1590748131737	OK	 
REQUEST	428		Transportado	1590748131818	1590748131828	OK	 
REQUEST	428		request_12	1590748131828	1590748131845	OK	 
REQUEST	444		Transportado	1590748131911	1590748131921	OK	 
REQUEST	443		transportarNeg	1590748131926	1590748131938	OK	 
REQUEST	433		Transportado	1590748131926	1590748131938	OK	 
REQUEST	444		request_12	1590748131921	1590748131948	OK	 
REQUEST	468		Transportado	1590748131949	1590748131961	OK	 
REQUEST	443		request_12	1590748131938	1590748131965	OK	 
REQUEST	433		request_12	1590748131938	1590748131967	OK	 
REQUEST	468		request_12	1590748131962	1590748131981	OK	 
REQUEST	362		CierreSesion	1590748132276	1590748132276	OK	 
REQUEST	362		CierreSesion Redirect 1	1590748132277	1590748132280	OK	 
REQUEST	362		request_15	1590748132281	1590748132283	OK	 
USER	transportarNeg	345	END	1590748032187	1590748132547
USER	transportarPos	360	END	1590748034197	1590748132708
REQUEST	327		CierreSesion	1590748132708	1590748132709	OK	 
REQUEST	327		CierreSesion Redirect 1	1590748132709	1590748132712	OK	 
REQUEST	327		request_15	1590748132713	1590748132717	OK	 
REQUEST	373		CierreSesion	1590748132749	1590748132750	OK	 
REQUEST	373		CierreSesion Redirect 1	1590748132750	1590748132752	OK	 
REQUEST	373		request_15	1590748132753	1590748132755	OK	 
USER	transportarPos	348	END	1590748032188	1590748132837
USER	transportarNeg	331	END	1590748029857	1590748132847
USER	transportarNeg	335	END	1590748030349	1590748133016
USER	transportarNeg	339	END	1590748031197	1590748133100
USER	transportarPos	326	END	1590748028206	1590748133136
USER	transportarNeg	336	END	1590748030863	1590748133366
USER	transportarPos	332	END	1590748029200	1590748133526
REQUEST	386		CierreSesion	1590748133556	1590748133557	OK	 
REQUEST	386		CierreSesion Redirect 1	1590748133557	1590748133561	OK	 
REQUEST	386		request_15	1590748133562	1590748133564	OK	 
USER	transportarNeg	340	END	1590748031525	1590748133568
REQUEST	361		CierreSesion	1590748133589	1590748133590	OK	 
REQUEST	361		CierreSesion Redirect 1	1590748133590	1590748133592	OK	 
REQUEST	361		request_15	1590748133593	1590748133595	OK	 
REQUEST	369		CierreSesion	1590748133707	1590748133707	OK	 
REQUEST	369		CierreSesion Redirect 1	1590748133707	1590748133711	OK	 
REQUEST	369		request_15	1590748133711	1590748133714	OK	 
REQUEST	400		CierreSesion	1590748133717	1590748133718	OK	 
REQUEST	400		CierreSesion Redirect 1	1590748133718	1590748133720	OK	 
REQUEST	400		request_15	1590748133720	1590748133723	OK	 
REQUEST	355		CierreSesion	1590748133727	1590748133728	OK	 
REQUEST	355		CierreSesion Redirect 1	1590748133728	1590748133730	OK	 
REQUEST	355		request_15	1590748133731	1590748133734	OK	 
REQUEST	383		CierreSesion	1590748133737	1590748133738	OK	 
REQUEST	383		CierreSesion Redirect 1	1590748133738	1590748133741	OK	 
REQUEST	383		request_15	1590748133741	1590748133744	OK	 
REQUEST	347		CierreSesion	1590748133758	1590748133759	OK	 
REQUEST	347		CierreSesion Redirect 1	1590748133759	1590748133761	OK	 
REQUEST	347		request_15	1590748133762	1590748133764	OK	 
REQUEST	344		CierreSesion	1590748133789	1590748133790	OK	 
REQUEST	344		CierreSesion Redirect 1	1590748133790	1590748133793	OK	 
REQUEST	344		request_15	1590748133793	1590748133796	OK	 
REQUEST	356		CierreSesion	1590748133840	1590748133841	OK	 
REQUEST	356		CierreSesion Redirect 1	1590748133841	1590748133844	OK	 
REQUEST	356		request_15	1590748133845	1590748133849	OK	 
REQUEST	381		CierreSesion	1590748133876	1590748133877	OK	 
REQUEST	381		CierreSesion Redirect 1	1590748133877	1590748133880	OK	 
REQUEST	381		request_15	1590748133880	1590748133883	OK	 
REQUEST	358		CierreSesion	1590748133907	1590748133908	OK	 
REQUEST	358		CierreSesion Redirect 1	1590748133908	1590748133911	OK	 
REQUEST	358		request_15	1590748133911	1590748133914	OK	 
REQUEST	376		CierreSesion	1590748133971	1590748133971	OK	 
REQUEST	376		CierreSesion Redirect 1	1590748133971	1590748133975	OK	 
REQUEST	376		request_15	1590748133975	1590748133978	OK	 
REQUEST	365		CierreSesion	1590748133981	1590748133981	OK	 
REQUEST	365		CierreSesion Redirect 1	1590748133981	1590748133984	OK	 
REQUEST	365		request_15	1590748133984	1590748133987	OK	 
REQUEST	363		CierreSesion	1590748134080	1590748134080	OK	 
REQUEST	363		CierreSesion Redirect 1	1590748134081	1590748134084	OK	 
REQUEST	363		request_15	1590748134085	1590748134088	OK	 
REQUEST	377		CierreSesion	1590748134100	1590748134101	OK	 
REQUEST	377		CierreSesion Redirect 1	1590748134101	1590748134104	OK	 
REQUEST	377		request_15	1590748134104	1590748134107	OK	 
REQUEST	384		CierreSesion	1590748134679	1590748134680	OK	 
REQUEST	384		CierreSesion Redirect 1	1590748134680	1590748134684	OK	 
REQUEST	384		request_15	1590748134684	1590748134687	OK	 
REQUEST	364		CierreSesion	1590748134736	1590748134736	OK	 
REQUEST	364		CierreSesion Redirect 1	1590748134737	1590748134739	OK	 
REQUEST	364		request_15	1590748134740	1590748134743	OK	 
REQUEST	371		CierreSesion	1590748134746	1590748134746	OK	 
REQUEST	371		CierreSesion Redirect 1	1590748134746	1590748134749	OK	 
REQUEST	371		request_15	1590748134750	1590748134752	OK	 
REQUEST	368		CierreSesion	1590748134766	1590748134767	OK	 
REQUEST	368		CierreSesion Redirect 1	1590748134767	1590748134770	OK	 
REQUEST	368		request_15	1590748134770	1590748134773	OK	 
REQUEST	351		CierreSesion	1590748134797	1590748134798	OK	 
REQUEST	351		CierreSesion Redirect 1	1590748134798	1590748134802	OK	 
REQUEST	351		request_15	1590748134802	1590748134805	OK	 
REQUEST	399		CierreSesion	1590748134979	1590748134980	OK	 
REQUEST	399		CierreSesion Redirect 1	1590748134980	1590748134983	OK	 
REQUEST	399		request_15	1590748134984	1590748134987	OK	 
REQUEST	367		CierreSesion	1590748135089	1590748135090	OK	 
REQUEST	367		CierreSesion Redirect 1	1590748135090	1590748135094	OK	 
REQUEST	367		request_15	1590748135094	1590748135097	OK	 
REQUEST	366		CierreSesion	1590748135120	1590748135121	OK	 
REQUEST	366		CierreSesion Redirect 1	1590748135121	1590748135124	OK	 
REQUEST	366		request_15	1590748135124	1590748135127	OK	 
REQUEST	350		CierreSesion	1590748135131	1590748135132	OK	 
REQUEST	350		CierreSesion Redirect 1	1590748135132	1590748135136	OK	 
REQUEST	350		request_15	1590748135136	1590748135139	OK	 
REQUEST	375		CierreSesion	1590748135306	1590748135307	OK	 
REQUEST	375		CierreSesion Redirect 1	1590748135307	1590748135310	OK	 
REQUEST	375		request_15	1590748135311	1590748135314	OK	 
USER	transportarPos	349	END	1590748032524	1590748135338
REQUEST	385		CierreSesion	1590748135348	1590748135349	OK	 
REQUEST	385		CierreSesion Redirect 1	1590748135349	1590748135352	OK	 
REQUEST	385		request_15	1590748135352	1590748135354	OK	 
REQUEST	357		CierreSesion	1590748135358	1590748135359	OK	 
REQUEST	357		CierreSesion Redirect 1	1590748135359	1590748135362	OK	 
REQUEST	357		request_15	1590748135362	1590748135366	OK	 
USER	transportarNeg	341	END	1590748031850	1590748135590
USER	transportarPos	316	END	1590748026852	1590748135751
USER	transportarNeg	312	END	1590748026521	1590748136216
USER	transportarPos	354	END	1590748033187	1590748136637
USER	transportarNeg	353	END	1590748033877	1590748136730
REQUEST	372		CierreSesion	1590748136891	1590748136891	OK	 
REQUEST	372		CierreSesion Redirect 1	1590748136891	1590748136895	OK	 
REQUEST	372		request_15	1590748136895	1590748136898	OK	 
REQUEST	471		transportarNeg	1590748136958	1590748136966	OK	 
REQUEST	471		request_12	1590748136967	1590748136983	OK	 
REQUEST	394		CierreSesion	1590748137036	1590748137037	OK	 
REQUEST	394		CierreSesion Redirect 1	1590748137037	1590748137041	OK	 
REQUEST	394		request_15	1590748137041	1590748137044	OK	 
REQUEST	387		CierreSesion	1590748137089	1590748137089	OK	 
REQUEST	387		CierreSesion Redirect 1	1590748137089	1590748137093	OK	 
REQUEST	387		request_15	1590748137093	1590748137096	OK	 
REQUEST	397		CierreSesion	1590748137129	1590748137130	OK	 
REQUEST	397		CierreSesion Redirect 1	1590748137130	1590748137133	OK	 
REQUEST	397		request_15	1590748137133	1590748137136	OK	 
REQUEST	396		CierreSesion	1590748137151	1590748137151	OK	 
REQUEST	396		CierreSesion Redirect 1	1590748137152	1590748137155	OK	 
REQUEST	396		request_15	1590748137155	1590748137158	OK	 
REQUEST	374		CierreSesion	1590748137162	1590748137162	OK	 
REQUEST	374		CierreSesion Redirect 1	1590748137162	1590748137165	OK	 
REQUEST	374		request_15	1590748137165	1590748137168	OK	 
REQUEST	379		CierreSesion	1590748137176	1590748137177	OK	 
REQUEST	379		CierreSesion Redirect 1	1590748137177	1590748137180	OK	 
REQUEST	379		request_15	1590748137180	1590748137183	OK	 
REQUEST	388		CierreSesion	1590748137186	1590748137190	OK	 
REQUEST	388		CierreSesion Redirect 1	1590748137190	1590748137193	OK	 
REQUEST	388		request_15	1590748137193	1590748137196	OK	 
REQUEST	346		CierreSesion	1590748137240	1590748137241	OK	 
REQUEST	416		CierreSesion	1590748137240	1590748137241	OK	 
REQUEST	346		CierreSesion Redirect 1	1590748137241	1590748137245	OK	 
REQUEST	416		CierreSesion Redirect 1	1590748137241	1590748137246	OK	 
REQUEST	346		request_15	1590748137246	1590748137250	OK	 
REQUEST	416		request_15	1590748137246	1590748137250	OK	 
REQUEST	370		CierreSesion	1590748137276	1590748137277	OK	 
REQUEST	370		CierreSesion Redirect 1	1590748137277	1590748137280	OK	 
REQUEST	370		request_15	1590748137280	1590748137283	OK	 
USER	transportarPos	362	END	1590748034855	1590748137287
REQUEST	378		CierreSesion	1590748137307	1590748137307	OK	 
REQUEST	378		CierreSesion Redirect 1	1590748137307	1590748137310	OK	 
REQUEST	378		request_15	1590748137311	1590748137314	OK	 
REQUEST	403		CierreSesion	1590748137420	1590748137421	OK	 
REQUEST	406		CierreSesion	1590748137420	1590748137421	OK	 
REQUEST	403		CierreSesion Redirect 1	1590748137421	1590748137425	OK	 
REQUEST	406		CierreSesion Redirect 1	1590748137421	1590748137425	OK	 
REQUEST	406		request_15	1590748137426	1590748137430	OK	 
REQUEST	403		request_15	1590748137426	1590748137430	OK	 
REQUEST	382		CierreSesion	1590748137519	1590748137519	OK	 
REQUEST	382		CierreSesion Redirect 1	1590748137520	1590748137523	OK	 
REQUEST	382		request_15	1590748137523	1590748137526	OK	 
REQUEST	461		Transportado	1590748137540	1590748137550	OK	 
REQUEST	461		request_12	1590748137551	1590748137567	OK	 
REQUEST	485		transportarNeg	1590748137640	1590748137654	OK	 
REQUEST	359		CierreSesion	1590748137654	1590748137655	OK	 
REQUEST	359		CierreSesion Redirect 1	1590748137655	1590748137659	OK	 
REQUEST	359		request_15	1590748137660	1590748137664	OK	 
REQUEST	485		request_12	1590748137655	1590748137674	OK	 
REQUEST	483		Transportado	1590748137688	1590748137698	OK	 
REQUEST	483		request_12	1590748137699	1590748137717	OK	 
USER	transportarPos	327	END	1590748028538	1590748137720
REQUEST	477		Transportado	1590748137720	1590748137730	OK	 
REQUEST	411		CierreSesion	1590748137742	1590748137742	OK	 
REQUEST	411		CierreSesion Redirect 1	1590748137742	1590748137746	OK	 
USER	transportarNeg	373	END	1590748037190	1590748137746
REQUEST	477		request_12	1590748137730	1590748137749	OK	 
REQUEST	411		request_15	1590748137746	1590748137750	OK	 
REQUEST	451		transportarNeg	1590748137861	1590748137869	OK	 
REQUEST	408		CierreSesion	1590748137886	1590748137887	OK	 
REQUEST	451		request_12	1590748137870	1590748137887	OK	 
REQUEST	408		CierreSesion Redirect 1	1590748137887	1590748137890	OK	 
REQUEST	408		request_15	1590748137890	1590748137893	OK	 
REQUEST	391		CierreSesion	1590748137896	1590748137897	OK	 
REQUEST	391		CierreSesion Redirect 1	1590748137897	1590748137900	OK	 
REQUEST	391		request_15	1590748137901	1590748137904	OK	 
REQUEST	450		Transportado	1590748137896	1590748137906	OK	 
REQUEST	450		request_12	1590748137906	1590748137923	OK	 
REQUEST	412		CierreSesion	1590748137950	1590748137950	OK	 
REQUEST	412		CierreSesion Redirect 1	1590748137950	1590748137953	OK	 
REQUEST	412		request_15	1590748137953	1590748137956	OK	 
REQUEST	467		Transportado	1590748138001	1590748138010	OK	 
REQUEST	467		request_12	1590748138010	1590748138028	OK	 
REQUEST	402		CierreSesion	1590748138410	1590748138411	OK	 
REQUEST	402		CierreSesion Redirect 1	1590748138411	1590748138414	OK	 
REQUEST	402		request_15	1590748138414	1590748138417	OK	 
REQUEST	395		CierreSesion	1590748138446	1590748138446	OK	 
REQUEST	395		CierreSesion Redirect 1	1590748138447	1590748138449	OK	 
REQUEST	395		request_15	1590748138449	1590748138452	OK	 
REQUEST	410		CierreSesion	1590748138456	1590748138456	OK	 
REQUEST	410		CierreSesion Redirect 1	1590748138456	1590748138459	OK	 
REQUEST	410		request_15	1590748138459	1590748138463	OK	 
REQUEST	401		CierreSesion	1590748138477	1590748138477	OK	 
REQUEST	401		CierreSesion Redirect 1	1590748138477	1590748138480	OK	 
REQUEST	401		request_15	1590748138481	1590748138483	OK	 
REQUEST	423		CierreSesion	1590748138508	1590748138508	OK	 
REQUEST	423		CierreSesion Redirect 1	1590748138509	1590748138511	OK	 
REQUEST	423		request_15	1590748138511	1590748138515	OK	 
REQUEST	393		CierreSesion	1590748138519	1590748138519	OK	 
REQUEST	393		CierreSesion Redirect 1	1590748138519	1590748138523	OK	 
REQUEST	393		request_15	1590748138523	1590748138527	OK	 
USER	transportarNeg	386	END	1590748039516	1590748138571
USER	transportarPos	361	END	1590748034517	1590748138596
REQUEST	409		CierreSesion	1590748138606	1590748138607	OK	 
REQUEST	409		CierreSesion Redirect 1	1590748138607	1590748138610	OK	 
REQUEST	409		request_15	1590748138611	1590748138615	OK	 
REQUEST	405		CierreSesion	1590748138628	1590748138629	OK	 
REQUEST	405		CierreSesion Redirect 1	1590748138629	1590748138633	OK	 
REQUEST	405		request_15	1590748138633	1590748138638	OK	 
REQUEST	424		CierreSesion	1590748138671	1590748138672	OK	 
REQUEST	389		CierreSesion	1590748138671	1590748138672	OK	 
REQUEST	389		CierreSesion Redirect 1	1590748138672	1590748138676	OK	 
REQUEST	424		CierreSesion Redirect 1	1590748138672	1590748138676	OK	 
REQUEST	389		request_15	1590748138677	1590748138681	OK	 
REQUEST	424		request_15	1590748138677	1590748138681	OK	 
USER	transportarNeg	369	END	1590748036877	1590748138717
USER	transportarPos	400	END	1590748041942	1590748138727
USER	transportarPos	383	END	1590748038519	1590748138738
REQUEST	414		CierreSesion	1590748138738	1590748138739	OK	 
REQUEST	380		CierreSesion	1590748138738	1590748138739	OK	 
REQUEST	414		CierreSesion Redirect 1	1590748138739	1590748138743	OK	 
REQUEST	380		CierreSesion Redirect 1	1590748138739	1590748138743	OK	 
REQUEST	414		request_15	1590748138743	1590748138748	OK	 
REQUEST	392		CierreSesion	1590748138748	1590748138749	OK	 
REQUEST	441		CierreSesion	1590748138748	1590748138749	OK	 
USER	transportarPos	355	END	1590748033527	1590748138749
REQUEST	380		request_15	1590748138743	1590748138750	OK	 
REQUEST	392		CierreSesion Redirect 1	1590748138749	1590748138752	OK	 
REQUEST	441		CierreSesion Redirect 1	1590748138749	1590748138752	OK	 
REQUEST	392		request_15	1590748138753	1590748138756	OK	 
REQUEST	441		request_15	1590748138753	1590748138756	OK	 
USER	transportarNeg	347	END	1590748032848	1590748138768
REQUEST	407		CierreSesion	1590748138768	1590748138769	OK	 
