ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.InscribirCurso	inscribircurso	1591034731304	 	3.3.1
USER	InscribirCurso	641	END	1591034790543	1591034838182
REQUEST	959		IniciadoSesion	1591034836511	1591034838183	OK	 
REQUEST	941		IniciadoSesion Redirect 1	1591034838066	1591034838184	OK	 
REQUEST	937		IniciadoSesion	1591034834485	1591034838184	OK	 
REQUEST	852		VerCursos	1591034837769	1591034838218	OK	 
REQUEST	945		IniciadoSesion	1591034835219	1591034838218	OK	 
REQUEST	965		IniciadoSesion	1591034837052	1591034838218	OK	 
REQUEST	968		IniciadoSesion	1591034837300	1591034838219	OK	 
REQUEST	930		IniciadoSesion Redirect 1	1591034838053	1591034838219	OK	 
REQUEST	848		VerCursos	1591034837386	1591034838220	OK	 
USER	InscribirCurso	642	END	1591034790628	1591034838221
REQUEST	857		VerCursos	1591034838066	1591034838249	OK	 
REQUEST	845		VerCursos	1591034837386	1591034838249	OK	 
REQUEST	935		IniciadoSesion	1591034834347	1591034838291	OK	 
REQUEST	940		IniciadoSesion	1591034834770	1591034838291	OK	 
USER	InscribirCurso	643	END	1591034790719	1591034838305
REQUEST	850		VerCursos	1591034837386	1591034838318	OK	 
REQUEST	741		MisCursosInscritos	1591034837949	1591034838318	OK	 
REQUEST	967		IniciadoSesion	1591034837237	1591034838318	OK	 
REQUEST	947		IniciadoSesion	1591034835412	1591034838351	OK	 
USER	InscribirCurso	644	END	1591034790811	1591034838370
REQUEST	949		IniciadoSesion	1591034835573	1591034838400	OK	 
REQUEST	735		MisCursosInscritos	1591034837386	1591034838405	OK	 
REQUEST	959		IniciadoSesion Redirect 1	1591034838183	1591034838406	OK	 
REQUEST	931		IniciadoSesion Redirect 1	1591034838049	1591034838450	OK	 
USER	InscribirCurso	645	END	1591034790908	1591034838496
USER	InscribirCurso	646	END	1591034791000	1591034838532
USER	InscribirCurso	647	END	1591034791089	1591034838589
USER	InscribirCurso	648	END	1591034791178	1591034838749
REQUEST	744		MisCursosInscritos	1591034837730	1591034839111	OK	 
REQUEST	739		MisCursosInscritos	1591034837690	1591034839112	OK	 
REQUEST	855		VerCursos	1591034837811	1591034839113	OK	 
REQUEST	937		IniciadoSesion Redirect 1	1591034838184	1591034839123	OK	 
REQUEST	940		IniciadoSesion Redirect 1	1591034838292	1591034839123	OK	 
REQUEST	849		VerCursos	1591034837386	1591034839129	OK	 
REQUEST	960		IniciadoSesion Redirect 1	1591034838140	1591034839133	OK	 
USER	InscribirCurso	649	END	1591034791270	1591034839138
REQUEST	968		IniciadoSesion Redirect 1	1591034838219	1591034839142	OK	 
REQUEST	952		IniciadoSesion	1591034836166	1591034839170	OK	 
REQUEST	955		IniciadoSesion	1591034836407	1591034839171	OK	 
REQUEST	952		IniciadoSesion Redirect 1	1591034839170	1591034839182	OK	 
REQUEST	961		IniciadoSesion	1591034836685	1591034839182	OK	 
REQUEST	962		IniciadoSesion	1591034836757	1591034839185	OK	 
REQUEST	963		IniciadoSesion	1591034836857	1591034839186	OK	 
REQUEST	963		IniciadoSesion Redirect 1	1591034839186	1591034839193	OK	 
REQUEST	962		IniciadoSesion Redirect 1	1591034839185	1591034839196	OK	 
REQUEST	976		IniciadoSesion	1591034838079	1591034839210	OK	 
REQUEST	956		IniciadoSesion Redirect 1	1591034838052	1591034839210	OK	 
REQUEST	965		IniciadoSesion Redirect 1	1591034838219	1591034839223	OK	 
REQUEST	967		IniciadoSesion Redirect 1	1591034838319	1591034839223	OK	 
REQUEST	851		VerCursos	1591034837690	1591034839226	OK	 
REQUEST	740		MisCursosInscritos	1591034838370	1591034839230	OK	 
REQUEST	972		IniciadoSesion	1591034837690	1591034839233	OK	 
REQUEST	957		IniciadoSesion Redirect 1	1591034838051	1591034839236	OK	 
REQUEST	865		VerCursos	1591034838893	1591034839355	OK	 
REQUEST	974		IniciadoSesion	1591034837849	1591034839355	OK	 
REQUEST	945		IniciadoSesion Redirect 1	1591034838218	1591034839356	OK	 
REQUEST	757		MisCursosInscritos	1591034839134	1591034839357	OK	 
REQUEST	947		IniciadoSesion Redirect 1	1591034838352	1591034839357	OK	 
REQUEST	856		VerCursos	1591034838031	1591034839358	OK	 
REQUEST	955		IniciadoSesion Redirect 1	1591034839171	1591034839363	OK	 
REQUEST	958		IniciadoSesion	1591034836406	1591034839363	OK	 
REQUEST	969		IniciadoSesion	1591034837432	1591034839366	OK	 
REQUEST	953		IniciadoSesion	1591034836129	1591034839367	OK	 
REQUEST	935		IniciadoSesion Redirect 1	1591034838292	1591034839370	OK	 
REQUEST	853		VerCursos	1591034837588	1591034839370	OK	 
REQUEST	972		IniciadoSesion Redirect 1	1591034839233	1591034839382	OK	 
REQUEST	936		IniciadoSesion Redirect 1	1591034838140	1591034839383	OK	 
REQUEST	974		IniciadoSesion Redirect 1	1591034839355	1591034839383	OK	 
REQUEST	954		IniciadoSesion	1591034836406	1591034839384	OK	 
REQUEST	973		IniciadoSesion	1591034837769	1591034839389	OK	 
REQUEST	958		IniciadoSesion Redirect 1	1591034839364	1591034839391	OK	 
REQUEST	973		IniciadoSesion Redirect 1	1591034839390	1591034839395	OK	 
REQUEST	869		VerCursos	1591034839274	1591034839401	OK	 
REQUEST	975		IniciadoSesion	1591034837966	1591034839416	OK	 
REQUEST	975		IniciadoSesion Redirect 1	1591034839416	1591034839447	OK	 
REQUEST	961		IniciadoSesion Redirect 1	1591034839182	1591034839455	OK	 
REQUEST	970		IniciadoSesion	1591034837495	1591034839482	OK	 
REQUEST	949		IniciadoSesion Redirect 1	1591034838401	1591034839487	OK	 
REQUEST	734		MisCursosInscritos	1591034837386	1591034839507	OK	 
REQUEST	971		IniciadoSesion	1591034837588	1591034839508	OK	 
REQUEST	751		MisCursosInscritos	1591034838496	1591034839508	OK	 
REQUEST	858		VerCursos	1591034838748	1591034839509	OK	 
REQUEST	861		VerCursos	1591034838819	1591034839525	OK	 
REQUEST	743		MisCursosInscritos	1591034838496	1591034839526	OK	 
REQUEST	977		IniciadoSesion	1591034838182	1591034839526	OK	 
REQUEST	745		MisCursosInscritos	1591034838496	1591034839558	OK	 
REQUEST	867		VerCursos	1591034838976	1591034839565	OK	 
REQUEST	749		MisCursosInscritos	1591034838306	1591034839566	OK	 
REQUEST	746		MisCursosInscritos	1591034838370	1591034839566	OK	 
REQUEST	868		VerCursos	1591034839083	1591034839576	OK	 
REQUEST	864		VerCursos	1591034838893	1591034839581	OK	 
REQUEST	976		IniciadoSesion Redirect 1	1591034839210	1591034839638	OK	 
USER	InscribirCurso	654	END	1591034791720	1591034839642
USER	InscribirCurso	655	END	1591034791809	1591034839642
REQUEST	753		MisCursosInscritos	1591034838497	1591034839675	OK	 
REQUEST	859		VerCursos	1591034838893	1591034839675	OK	 
REQUEST	860		VerCursos	1591034838268	1591034839675	OK	 
REQUEST	970		IniciadoSesion Redirect 1	1591034839483	1591034839675	OK	 
USER	InscribirCurso	656	END	1591034791907	1591034839702
USER	InscribirCurso	657	END	1591034791988	1591034839702
REQUEST	971		IniciadoSesion Redirect 1	1591034839508	1591034839730	OK	 
REQUEST	953		IniciadoSesion Redirect 1	1591034839367	1591034839731	OK	 
REQUEST	977		IniciadoSesion Redirect 1	1591034839526	1591034839737	OK	 
REQUEST	954		IniciadoSesion Redirect 1	1591034839384	1591034839740	OK	 
REQUEST	750		MisCursosInscritos	1591034838370	1591034839740	OK	 
REQUEST	760		MisCursosInscritos	1591034839638	1591034839750	OK	 
REQUEST	761		MisCursosInscritos	1591034839642	1591034839751	OK	 
USER	InscribirCurso	650	END	1591034791363	1591034839800
USER	InscribirCurso	651	END	1591034791450	1591034839800
USER	InscribirCurso	658	END	1591034792078	1591034839800
USER	InscribirCurso	653	END	1591034791628	1591034839801
USER	InscribirCurso	652	END	1591034791542	1591034839801
REQUEST	969		IniciadoSesion Redirect 1	1591034839366	1591034839851	OK	 
REQUEST	863		VerCursos	1591034839638	1591034839851	OK	 
REQUEST	752		MisCursosInscritos	1591034839642	1591034839852	OK	 
REQUEST	763		MisCursosInscritos	1591034839702	1591034839853	OK	 
REQUEST	875		VerCursos	1591034839800	1591034839912	OK	 
REQUEST	862		VerCursos	1591034839800	1591034839912	OK	 
REQUEST	755		MisCursosInscritos	1591034839800	1591034839912	OK	 
REQUEST	759		MisCursosInscritos	1591034839800	1591034839913	OK	 
USER	InscribirCurso	660	END	1591034792262	1591034839995
USER	InscribirCurso	662	END	1591034792445	1591034840061
USER	InscribirCurso	659	END	1591034792168	1591034840061
USER	InscribirCurso	661	END	1591034792358	1591034840134
USER	InscribirCurso	663	END	1591034792520	1591034840134
REQUEST	754		MisCursosInscritos	1591034839800	1591034840557	OK	 
USER	InscribirCurso	664	END	1591034792625	1591034840566
REQUEST	767		MisCursosInscritos	1591034839801	1591034840570	OK	 
REQUEST	985		IniciadoSesion	1591034838976	1591034840571	OK	 
REQUEST	756		MisCursosInscritos	1591034839800	1591034840592	OK	 
REQUEST	870		VerCursos	1591034839800	1591034840596	OK	 
REQUEST	871		VerCursos	1591034839800	1591034840599	OK	 
REQUEST	866		VerCursos	1591034839876	1591034840604	OK	 
REQUEST	758		MisCursosInscritos	1591034839800	1591034840606	OK	 
REQUEST	877		VerCursos	1591034839995	1591034840609	OK	 
REQUEST	980		IniciadoSesion	1591034838426	1591034840613	OK	 
REQUEST	978		IniciadoSesion	1591034838221	1591034840623	OK	 
REQUEST	991		IniciadoSesion	1591034839434	1591034840623	OK	 
REQUEST	979		IniciadoSesion	1591034838305	1591034840624	OK	 
USER	InscribirCurso	666	END	1591034792805	1591034840640
REQUEST	981		IniciadoSesion	1591034838497	1591034840677	OK	 
REQUEST	992		IniciadoSesion	1591034839554	1591034840677	OK	 
REQUEST	774		MisCursosInscritos	1591034840419	1591034840678	OK	 
REQUEST	770		MisCursosInscritos	1591034840134	1591034840882	OK	 
REQUEST	773		MisCursosInscritos	1591034840276	1591034840883	OK	 
REQUEST	983		IniciadoSesion	1591034838941	1591034840883	OK	 
REQUEST	883		VerCursos	1591034840539	1591034840884	OK	 
REQUEST	765		MisCursosInscritos	1591034839995	1591034840884	OK	 
REQUEST	986		IniciadoSesion	1591034839134	1591034840884	OK	 
REQUEST	775		MisCursosInscritos	1591034840454	1591034841101	OK	 
REQUEST	766		MisCursosInscritos	1591034839800	1591034841101	OK	 
REQUEST	984		IniciadoSesion	1591034838941	1591034841102	OK	 
REQUEST	769		MisCursosInscritos	1591034840061	1591034841104	OK	 
REQUEST	994		IniciadoSesion	1591034839702	1591034841105	OK	 
REQUEST	995		IniciadoSesion	1591034839800	1591034841106	OK	 
REQUEST	979		IniciadoSesion Redirect 1	1591034840624	1591034841112	OK	 
REQUEST	993		IniciadoSesion	1591034839639	1591034841114	OK	 
REQUEST	762		MisCursosInscritos	1591034839801	1591034841114	OK	 
REQUEST	884		VerCursos	1591034840524	1591034841126	OK	 
REQUEST	992		IniciadoSesion Redirect 1	1591034840677	1591034841127	OK	 
REQUEST	988		IniciadoSesion	1591034839291	1591034841127	OK	 
REQUEST	982		IniciadoSesion	1591034838643	1591034841130	OK	 
REQUEST	989		IniciadoSesion	1591034839321	1591034841138	OK	 
REQUEST	990		IniciadoSesion	1591034839321	1591034841139	OK	 
USER	InscribirCurso	671	END	1591034793250	1591034841151
REQUEST	748		MisCursosInscritos	1591034839925	1591034841167	OK	 
REQUEST	991		IniciadoSesion Redirect 1	1591034840623	1591034841167	OK	 
REQUEST	781		MisCursosInscritos	1591034840838	1591034841168	OK	 
REQUEST	993		IniciadoSesion Redirect 1	1591034841114	1591034841168	OK	 
USER	InscribirCurso	670	END	1591034793159	1591034841293
USER	InscribirCurso	665	END	1591034792709	1591034841293
USER	InscribirCurso	667	END	1591034792895	1591034841293
REQUEST	772		MisCursosInscritos	1591034840276	1591034841299	OK	 
REQUEST	873		VerCursos	1591034839801	1591034841300	OK	 
REQUEST	984		IniciadoSesion Redirect 1	1591034841103	1591034841301	OK	 
REQUEST	779		MisCursosInscritos	1591034840822	1591034841301	OK	 
USER	InscribirCurso	672	END	1591034793339	1591034841306
USER	InscribirCurso	668	END	1591034792992	1591034841306
REQUEST	880		VerCursos	1591034840134	1591034841323	OK	 
REQUEST	985		IniciadoSesion Redirect 1	1591034840571	1591034841324	OK	 
REQUEST	998		IniciadoSesion	1591034840061	1591034841325	OK	 
REQUEST	987		IniciadoSesion	1591034839291	1591034841330	OK	 
REQUEST	982		IniciadoSesion Redirect 1	1591034841130	1591034841331	OK	 
REQUEST	988		IniciadoSesion Redirect 1	1591034841127	1591034841333	OK	 
REQUEST	872		VerCursos	1591034840211	1591034841342	OK	 
REQUEST	980		IniciadoSesion Redirect 1	1591034840613	1591034841342	OK	 
REQUEST	764		MisCursosInscritos	1591034839876	1591034841343	OK	 
USER	InscribirCurso	669	END	1591034793069	1591034841343
REQUEST	771		MisCursosInscritos	1591034840134	1591034841343	OK	 
REQUEST	874		VerCursos	1591034841100	1591034841368	OK	 
REQUEST	987		IniciadoSesion Redirect 1	1591034841330	1591034841369	OK	 
USER	InscribirCurso	673	END	1591034793439	1591034841370
REQUEST	998		IniciadoSesion Redirect 1	1591034841325	1591034841371	OK	 
REQUEST	990		IniciadoSesion Redirect 1	1591034841139	1591034841371	OK	 
REQUEST	777		MisCursosInscritos	1591034840539	1591034841378	OK	 
REQUEST	989		IniciadoSesion Redirect 1	1591034841138	1591034841380	OK	 
REQUEST	768		MisCursosInscritos	1591034840061	1591034841384	OK	 
REQUEST	879		VerCursos	1591034841222	1591034841398	OK	 
REQUEST	1001		IniciadoSesion	1591034840347	1591034841398	OK	 
REQUEST	997		IniciadoSesion	1591034839995	1591034841399	OK	 
REQUEST	1003		IniciadoSesion	1591034840524	1591034841417	OK	 
REQUEST	785		MisCursosInscritos	1591034841370	1591034841418	OK	 
REQUEST	996		IniciadoSesion	1591034839925	1591034841449	OK	 
REQUEST	892		VerCursos	1591034841293	1591034841449	OK	 
REQUEST	876		VerCursos	1591034841255	1591034841449	OK	 
REQUEST	786		MisCursosInscritos	1591034841400	1591034841462	OK	 
REQUEST	891		VerCursos	1591034841255	1591034841462	OK	 
REQUEST	886		VerCursos	1591034840732	1591034841464	OK	 
REQUEST	1000		IniciadoSesion	1591034840276	1591034841464	OK	 
REQUEST	983		IniciadoSesion Redirect 1	1591034840883	1591034841464	OK	 
REQUEST	784		MisCursosInscritos	1591034841370	1591034841469	OK	 
REQUEST	778		MisCursosInscritos	1591034840640	1591034841469	OK	 
REQUEST	981		IniciadoSesion Redirect 1	1591034840677	1591034841469	OK	 
REQUEST	776		MisCursosInscritos	1591034840491	1591034841470	OK	 
REQUEST	878		VerCursos	1591034841150	1591034841474	OK	 
REQUEST	780		MisCursosInscritos	1591034840798	1591034841477	OK	 
REQUEST	997		IniciadoSesion Redirect 1	1591034841399	1591034841481	OK	 
REQUEST	996		IniciadoSesion Redirect 1	1591034841449	1591034841534	OK	 
REQUEST	887		VerCursos	1591034841398	1591034841534	OK	 
REQUEST	986		IniciadoSesion Redirect 1	1591034840884	1591034841534	OK	 
REQUEST	978		IniciadoSesion Redirect 1	1591034840623	1591034841537	OK	 
REQUEST	995		IniciadoSesion Redirect 1	1591034841106	1591034841537	OK	 
REQUEST	994		IniciadoSesion Redirect 1	1591034841105	1591034841537	OK	 
REQUEST	889		VerCursos	1591034841293	1591034841537	OK	 
REQUEST	1000		IniciadoSesion Redirect 1	1591034841464	1591034841542	OK	 
REQUEST	881		VerCursos	1591034841293	1591034841543	OK	 
USER	InscribirCurso	677	END	1591034793803	1591034841635
USER	InscribirCurso	678	END	1591034793891	1591034841635
USER	InscribirCurso	675	END	1591034793620	1591034841635
USER	InscribirCurso	674	END	1591034793529	1591034841677
USER	InscribirCurso	676	END	1591034793710	1591034841749
REQUEST	1004		IniciadoSesion	1591034840623	1591034841912	OK	 
REQUEST	890		VerCursos	1591034841293	1591034841912	OK	 
REQUEST	1001		IniciadoSesion Redirect 1	1591034841398	1591034841912	OK	 
REQUEST	1003		IniciadoSesion Redirect 1	1591034841417	1591034841942	OK	 
REQUEST	787		MisCursosInscritos	1591034841450	1591034841943	OK	 
REQUEST	782		MisCursosInscritos	1591034841306	1591034841992	OK	 
REQUEST	783		MisCursosInscritos	1591034841293	1591034841994	OK	 
REQUEST	999		IniciadoSesion	1591034840211	1591034842017	OK	 
REQUEST	1002		IniciadoSesion	1591034840454	1591034842030	OK	 
REQUEST	1007		IniciadoSesion	1591034840842	1591034842031	OK	 
REQUEST	882		VerCursos	1591034841117	1591034842033	OK	 
USER	InscribirCurso	679	END	1591034793988	1591034842040
REQUEST	1005		IniciadoSesion	1591034840720	1591034842050	OK	 
REQUEST	888		VerCursos	1591034841712	1591034842050	OK	 
REQUEST	1005		IniciadoSesion Redirect 1	1591034842050	1591034842071	OK	 
USER	InscribirCurso	681	END	1591034794172	1591034842104
USER	InscribirCurso	682	END	1591034794259	1591034842129
USER	InscribirCurso	680	END	1591034794079	1591034842129
REQUEST	895		VerCursos	1591034841543	1591034842141	OK	 
REQUEST	1004		IniciadoSesion Redirect 1	1591034841912	1591034842142	OK	 
REQUEST	901		VerCursos	1591034842104	1591034842156	OK	 
REQUEST	791		MisCursosInscritos	1591034842059	1591034842162	OK	 
REQUEST	790		MisCursosInscritos	1591034842059	1591034842169	OK	 
REQUEST	894		VerCursos	1591034841712	1591034842185	OK	 
REQUEST	1002		IniciadoSesion Redirect 1	1591034842030	1591034842185	OK	 
REQUEST	1006		IniciadoSesion	1591034840802	1591034842185	OK	 
REQUEST	788		MisCursosInscritos	1591034841602	1591034842185	OK	 
REQUEST	1011		IniciadoSesion	1591034841222	1591034842187	OK	 
REQUEST	1007		IniciadoSesion Redirect 1	1591034842031	1591034842233	OK	 
REQUEST	999		IniciadoSesion Redirect 1	1591034842017	1591034842234	OK	 
REQUEST	794		MisCursosInscritos	1591034842129	1591034842235	OK	 
REQUEST	789		MisCursosInscritos	1591034841677	1591034842272	OK	 
REQUEST	795		MisCursosInscritos	1591034842170	1591034842273	OK	 
REQUEST	1010		IniciadoSesion	1591034841119	1591034842273	OK	 
REQUEST	793		MisCursosInscritos	1591034842104	1591034842290	OK	 
REQUEST	1011		IniciadoSesion Redirect 1	1591034842187	1591034842291	OK	 
REQUEST	903		VerCursos	1591034842104	1591034842291	OK	 
REQUEST	1009		IniciadoSesion	1591034841043	1591034842338	OK	 
REQUEST	1008		IniciadoSesion	1591034840926	1591034842338	OK	 
REQUEST	885		VerCursos	1591034842128	1591034842339	OK	 
REQUEST	897		VerCursos	1591034842058	1591034842339	OK	 
REQUEST	792		MisCursosInscritos	1591034842104	1591034842339	OK	 
REQUEST	1006		IniciadoSesion Redirect 1	1591034842185	1591034842376	OK	 
REQUEST	1012		IniciadoSesion	1591034841293	1591034842377	OK	 
REQUEST	1008		IniciadoSesion Redirect 1	1591034842339	1591034842383	OK	 
REQUEST	1009		IniciadoSesion Redirect 1	1591034842339	1591034842383	OK	 
REQUEST	1012		IniciadoSesion Redirect 1	1591034842377	1591034842384	OK	 
REQUEST	1010		IniciadoSesion Redirect 1	1591034842273	1591034842384	OK	 
REQUEST	796		MisCursosInscritos	1591034842277	1591034842430	OK	 
REQUEST	797		MisCursosInscritos	1591034842340	1591034842430	OK	 
REQUEST	906		VerCursos	1591034842385	1591034842444	OK	 
REQUEST	798		MisCursosInscritos	1591034842480	1591034842525	OK	 
USER	InscribirCurso	684	END	1591034794453	1591034842537
REQUEST	893		VerCursos	1591034842602	1591034842653	OK	 
REQUEST	799		MisCursosInscritos	1591034842602	1591034842653	OK	 
REQUEST	800		MisCursosInscritos	1591034842670	1591034842717	OK	 
REQUEST	909		VerCursos	1591034842670	1591034842717	OK	 
USER	InscribirCurso	686	END	1591034794634	1591034842735
REQUEST	910		VerCursos	1591034842735	1591034842780	OK	 
REQUEST	1016		IniciadoSesion	1591034841712	1591034842853	OK	 
REQUEST	1017		IniciadoSesion	1591034841859	1591034842853	OK	 
REQUEST	1015		IniciadoSesion	1591034841830	1591034842891	OK	 
REQUEST	801		MisCursosInscritos	1591034842853	1591034842946	OK	 
REQUEST	1016		IniciadoSesion Redirect 1	1591034842853	1591034842946	OK	 
REQUEST	1017		IniciadoSesion Redirect 1	1591034842853	1591034842946	OK	 
REQUEST	1015		IniciadoSesion Redirect 1	1591034842891	1591034842984	OK	 
REQUEST	1022		IniciadoSesion	1591034842232	1591034842984	OK	 
REQUEST	912		VerCursos	1591034842961	1591034843027	OK	 
REQUEST	802		MisCursosInscritos	1591034842914	1591034843027	OK	 
REQUEST	1018		IniciadoSesion	1591034841914	1591034843027	OK	 
REQUEST	1022		IniciadoSesion Redirect 1	1591034842984	1591034843031	OK	 
REQUEST	1018		IniciadoSesion Redirect 1	1591034843027	1591034843032	OK	 
REQUEST	913		VerCursos	1591034843017	1591034843040	OK	 
REQUEST	1013		IniciadoSesion	1591034841712	1591034843063	OK	 
REQUEST	803		MisCursosInscritos	1591034843053	1591034843092	OK	 
REQUEST	1013		IniciadoSesion Redirect 1	1591034843064	1591034843096	OK	 
REQUEST	1014		IniciadoSesion	1591034841749	1591034843129	OK	 
REQUEST	804		MisCursosInscritos	1591034843096	1591034843134	OK	 
REQUEST	1014		IniciadoSesion Redirect 1	1591034843129	1591034843138	OK	 
REQUEST	1019		IniciadoSesion	1591034842037	1591034843162	OK	 
REQUEST	1019		IniciadoSesion Redirect 1	1591034843162	1591034843168	OK	 
REQUEST	805		MisCursosInscritos	1591034843194	1591034843206	OK	 
REQUEST	1020		IniciadoSesion	1591034842104	1591034843206	OK	 
REQUEST	1020		IniciadoSesion Redirect 1	1591034843206	1591034843211	OK	 
REQUEST	1021		IniciadoSesion	1591034842129	1591034843213	OK	 
REQUEST	1021		IniciadoSesion Redirect 1	1591034843213	1591034843217	OK	 
USER	InscribirCurso	683	END	1591034794351	1591034843262
REQUEST	806		MisCursosInscritos	1591034843262	1591034843274	OK	 
REQUEST	1023		IniciadoSesion	1591034842340	1591034843276	OK	 
REQUEST	1023		IniciadoSesion Redirect 1	1591034843276	1591034843288	OK	 
REQUEST	1026		IniciadoSesion	1591034842670	1591034843329	OK	 
REQUEST	1026		IniciadoSesion Redirect 1	1591034843329	1591034843334	OK	 
USER	InscribirCurso	694	END	1591034795360	1591034843338
REQUEST	807		MisCursosInscritos	1591034843334	1591034843347	OK	 
REQUEST	916		VerCursos	1591034843349	1591034843361	OK	 
REQUEST	1024		IniciadoSesion	1591034842480	1591034843372	OK	 
REQUEST	1024		IniciadoSesion Redirect 1	1591034843373	1591034843377	OK	 
REQUEST	808		MisCursosInscritos	1591034843393	1591034843407	OK	 
REQUEST	917		VerCursos	1591034843393	1591034843407	OK	 
REQUEST	1027		IniciadoSesion	1591034842735	1591034843444	OK	 
REQUEST	1027		IniciadoSesion Redirect 1	1591034843444	1591034843448	OK	 
USER	InscribirCurso	688	END	1591034794814	1591034843452
REQUEST	1025		IniciadoSesion	1591034842537	1591034843462	OK	 
REQUEST	1028		IniciadoSesion	1591034842787	1591034843466	OK	 
REQUEST	1025		IniciadoSesion Redirect 1	1591034843462	1591034843466	OK	 
REQUEST	1028		IniciadoSesion Redirect 1	1591034843466	1591034843470	OK	 
REQUEST	809		MisCursosInscritos	1591034843489	1591034843501	OK	 
USER	InscribirCurso	693	END	1591034795274	1591034843502
REQUEST	918		VerCursos	1591034843502	1591034843523	OK	 
USER	InscribirCurso	689	END	1591034794902	1591034843526
USER	InscribirCurso	698	END	1591034795721	1591034843526
USER	InscribirCurso	690	END	1591034794988	1591034843535
REQUEST	810		MisCursosInscritos	1591034843526	1591034843551	OK	 
REQUEST	919		VerCursos	1591034843526	1591034843552	OK	 
USER	InscribirCurso	691	END	1591034795080	1591034843585
USER	InscribirCurso	687	END	1591034794723	1591034843617
REQUEST	811		MisCursosInscritos	1591034843627	1591034843661	OK	 
REQUEST	899		VerCursos	1591034843649	1591034843670	OK	 
REQUEST	812		MisCursosInscritos	1591034843703	1591034843717	OK	 
USER	InscribirCurso	697	END	1591034795629	1591034843768
REQUEST	813		MisCursosInscritos	1591034843783	1591034843801	OK	 
REQUEST	1031		IniciadoSesion	1591034843262	1591034843813	OK	 
REQUEST	1031		IniciadoSesion Redirect 1	1591034843813	1591034843818	OK	 
REQUEST	915		VerCursos	1591034843875	1591034843892	OK	 
REQUEST	814		MisCursosInscritos	1591034843875	1591034843892	OK	 
REQUEST	922		VerCursos	1591034843875	1591034843892	OK	 
REQUEST	1030		IniciadoSesion	1591034843262	1591034843899	OK	 
REQUEST	1030		IniciadoSesion Redirect 1	1591034843899	1591034843903	OK	 
REQUEST	1029		IniciadoSesion	1591034843194	1591034843905	OK	 
REQUEST	1029		IniciadoSesion Redirect 1	1591034843906	1591034843910	OK	 
REQUEST	1033		IniciadoSesion	1591034843229	1591034843931	OK	 
REQUEST	902		VerCursos	1591034843921	1591034843934	OK	 
REQUEST	815		MisCursosInscritos	1591034843921	1591034843934	OK	 
REQUEST	1033		IniciadoSesion Redirect 1	1591034843931	1591034843936	OK	 
REQUEST	1032		IniciadoSesion	1591034843292	1591034843945	OK	 
REQUEST	1032		IniciadoSesion Redirect 1	1591034843945	1591034843949	OK	 
USER	InscribirCurso	696	END	1591034795538	1591034843954
REQUEST	896		VerCursos	1591034843954	1591034843966	OK	 
REQUEST	1034		IniciadoSesion	1591034843323	1591034843970	OK	 
REQUEST	1034		IniciadoSesion Redirect 1	1591034843970	1591034843975	OK	 
REQUEST	904		VerCursos	1591034843969	1591034843982	OK	 
REQUEST	1035		IniciadoSesion	1591034843489	1591034844029	OK	 
REQUEST	1035		IniciadoSesion Redirect 1	1591034844030	1591034844033	OK	 
REQUEST	1036		IniciadoSesion	1591034843585	1591034844098	OK	 
REQUEST	1036		IniciadoSesion Redirect 1	1591034844098	1591034844102	OK	 
USER	InscribirCurso	701	END	1591034795996	1591034844211
REQUEST	1037		IniciadoSesion	1591034843673	1591034844230	OK	 
REQUEST	900		VerCursos	1591034844222	1591034844234	OK	 
REQUEST	1037		IniciadoSesion Redirect 1	1591034844230	1591034844234	OK	 
REQUEST	817		MisCursosInscritos	1591034844248	1591034844261	OK	 
USER	InscribirCurso	695	END	1591034795452	1591034844270
REQUEST	818		MisCursosInscritos	1591034844281	1591034844297	OK	 
USER	InscribirCurso	692	END	1591034795182	1591034844298
REQUEST	816		MisCursosInscritos	1591034844299	1591034844316	OK	 
USER	InscribirCurso	685	END	1591034794541	1591034844339
REQUEST	925		VerCursos	1591034844375	1591034844388	OK	 
USER	InscribirCurso	702	END	1591034796097	1591034844389
USER	InscribirCurso	700	END	1591034795904	1591034844410
REQUEST	820		MisCursosInscritos	1591034844389	1591034844421	OK	 
REQUEST	819		MisCursosInscritos	1591034844389	1591034844421	OK	 
REQUEST	926		VerCursos	1591034844409	1591034844428	OK	 
REQUEST	898		VerCursos	1591034844410	1591034844429	OK	 
REQUEST	927		VerCursos	1591034844475	1591034844511	OK	 
REQUEST	821		MisCursosInscritos	1591034844475	1591034844511	OK	 
USER	InscribirCurso	710	END	1591034796817	1591034844533
REQUEST	921		VerCursos	1591034844533	1591034844553	OK	 
REQUEST	1039		IniciadoSesion	1591034844024	1591034844567	OK	 
USER	InscribirCurso	704	END	1591034796286	1591034844574
REQUEST	1039		IniciadoSesion Redirect 1	1591034844567	1591034844589	OK	 
REQUEST	822		MisCursosInscritos	1591034844574	1591034844598	OK	 
USER	InscribirCurso	703	END	1591034796191	1591034844637
REQUEST	1040		IniciadoSesion	1591034844071	1591034844673	OK	 
USER	InscribirCurso	708	END	1591034796670	1591034844673
REQUEST	1041		IniciadoSesion	1591034844104	1591034844705	OK	 
